,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
42,43,Western Michigan,13,40,14,36,1,2,324,24.9
43,43,Utah,13,40,15,39,0,0,324,24.9
44,45,Colorado State,13,41,13,39,0,1,326,25.1
45,46,Northwestern,12,39,11,35,0,0,302,25.2
46,46,Central Michigan,13,40,15,36,2,1,327,25.2
47,46,USC,13,42,11,36,2,1,327,25.2
48,49,Baylor,13,43,11,41,0,0,332,25.5
49,50,Iowa,13,41,16,37,1,0,333,25.6
50,50,Florida State,14,44,18,38,1,0,358,25.6
51,50,Northern Illinois,14,45,13,40,3,2,359,25.6
52,53,Georgia Tech,14,44,18,38,2,0,360,25.7
53,54,East Carolina,13,41,17,37,1,0,336,25.8
54,55,UTSA,12,36,20,33,1,0,311,25.9
55,55,Oklahoma,13,43,14,37,0,0,337,25.9
56,57,Louisiana-Lafayette,13,43,13,37,1,1,338,26.0
57,58,Louisiana-Monroe,12,41,10,37,1,0,315,26.3
58,58,Pittsburgh,13,45,10,36,2,1,342,26.3
59,60,Wake Forest,12,38,18,35,0,0,317,26.4
60,60,South Alabama,13,43,15,40,0,0,343,26.4
61,60,Nebraska,13,44,11,44,0,1,343,26.4
62,63,Auburn,13,45,11,42,1,0,347,26.7
63,64,Hawai'i,13,47,7,46,0,0,349,26.8
64,64,Boise State,14,46,16,41,4,1,375,26.8
65,66,South Florida,12,41,12,40,0,1,324,27.0
66,66,North Carolina State,13,44,15,42,0,0,351,27.0
67,68,Ball State,12,42,11,39,1,0,326,27.2
68,68,Cincinnati,13,42,20,40,0,1,354,27.2
69,68,Nevada,13,45,13,41,1,1,354,27.2
70,71,Appalachian State,12,42,14,34,0,0,328,27.3
71,71,Navy,13,45,15,40,0,0,355,27.3
72,73,BYU,13,44,17,41,1,0,358,27.5
73,74,West Virginia,13,42,21,42,0,1,359,27.6
74,75,Texas State,12,42,13,37,1,1,332,27.7
75,76,Arizona State,13,46,13,46,1,0,363,27.9
76,77,UCLA,13,45,17,40,2,0,365,28.1
77,77,Texas A&M,13,45,17,44,0,0,365,28.1
78,77,UTEP,13,49,8,47,0,0,365,28.1
79,80,Arizona,14,49,17,46,1,1,395,28.2
80,81,Tulane,12,41,17,40,1,1,341,28.4
81,82,Rice,13,48,12,46,0,0,370,28.5
82,83,Kent State,11,39,15,38,0,1,319,29.0
83,84,Notre Dame,13,49,12,43,3,0,379,29.2
84,85,San Jose State,12,45,13,44,0,0,353,29.4
85,86,Connecticut,12,45,13,43,1,2,358,29.8
86,86,North Texas,12,48,8,46,0,0,358,29.8
87,88,UAB,12,49,8,41,0,0,359,29.9
88,89,Maryland,13,46,23,45,0,1,392,30.2
89,89,Rutgers,13,51,13,47,0,0,392,30.2
90,91,South Carolina,13,48,19,46,2,0,395,30.4
91,92,Toledo,13,51,15,43,1,0,396,30.5
92,92,Arkansas State,13,54,7,51,0,0,396,30.5
93,94,Oklahoma State,13,51,17,47,1,0,406,31.2
94,95,Kentucky,12,48,14,45,0,0,375,31.3
95,96,Buffalo,11,47,8,41,0,0,347,31.5
96,96,Middle Tennessee,12,48,15,43,0,1,378,31.5
97,98,Oregon State,12,47,17,42,2,0,379,31.6
98,99,Purdue,12,48,16,44,0,0,380,31.7
99,100,Miami (Ohio),12,50,12,44,0,1,382,31.8
100,101,Fresno State,14,58,17,55,0,0,454,32.4
101,102,Indiana,12,48,20,46,0,0,394,32.8
102,102,Wyoming,12,51,13,47,1,0,394,32.8
103,104,Army,12,50,15,46,2,0,395,32.9
104,105,Massachusetts,12,51,14,46,1,0,396,33.0
105,106,Kansas,12,47,24,45,0,0,399,33.3
106,106,Vanderbilt,12,50,17,48,0,0,399,33.3
107,108,Bowling Green,14,62,13,58,0,0,469,33.5
108,109,Illinois,13,56,15,53,3,1,442,34.0
109,110,Florida Atlantic,12,53,14,53,0,0,413,34.4
110,111,Southern Mississippi,12,56,12,53,0,0,425,35.4
111,112,New Mexico,12,58,10,51,1,0,431,35.9
112,113,Troy,12,56,14,54,0,1,434,36.2
113,114,Idaho,11,54,12,50,0,0,410,37.3
114,115,Old Dominion,12,61,9,59,2,0,456,38.0
115,116,UNLV,13,63,20,60,0,1,500,38.5
116,117,Washington State,12,59,18,55,0,0,463,38.6
117,118,Iowa State,12,58,21,55,0,0,466,38.8
118,119,Colorado,12,60,18,54,0,0,468,39.0
119,119,North Carolina,13,67,12,61,1,3,507,39.0
120,121,New Mexico State,12,61,15,56,1,0,469,39.1
121,122,Tulsa,12,62,12,59,1,1,471,39.3
122,123,California,12,63,13,60,0,0,477,39.8
123,124,Western Kentucky,13,70,11,66,0,0,519,39.9
124,125,Eastern Michigan,12,65,13,62,0,0,491,40.9
125,126,Texas Tech,12,63,18,61,0,1,495,41.3
126,126,SMU,12,63,20,58,0,0,496,41.3
127,128,Georgia State,12,67,18,64,0,0,520,43.3
