,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
44,45,UAB,12,2545,2637,941,5182,5.51,431.8
45,46,Middle Tennessee,12,2566,2610,873,5176,5.93,431.3
46,47,Miami (Florida),13,2345,3249,837,5594,6.68,430.3
47,48,North Carolina,13,1968,3619,1005,5587,5.56,429.8
48,49,Memphis,13,2476,3076,1012,5552,5.49,427.1
49,50,Kansas State,13,1745,3736,891,5481,6.15,421.6
50,51,Massachusetts,12,1312,3741,879,5053,5.75,421.1
51,52,New Mexico State,12,2152,2899,921,5051,5.48,420.9
52,53,Navy,13,4395,1058,857,5453,6.36,419.5
53,54,Mississippi,13,2021,3427,904,5448,6.03,419.1
54,55,Air Force,13,3550,1893,1002,5443,5.43,418.7
55,56,Idaho,11,1561,3031,881,4592,5.21,417.5
56,57,Louisiana-Lafayette,13,2937,2489,918,5426,5.91,417.4
57,58,Houston,13,2390,2993,945,5383,5.70,414.1
58,59,Tulsa,12,1774,3176,958,4950,5.17,412.5
59,60,North Carolina State,13,2659,2652,889,5311,5.97,408.5
60,61,Clemson,13,1904,3404,990,5308,5.36,408.3
61,62,Fresno State,14,2553,3132,1096,5685,5.19,406.1
62,63,Arkansas,13,2834,2444,916,5278,5.76,406.0
63,64,Indiana,12,3163,1697,852,4860,5.70,405.0
64,65,Louisiana Tech,14,2080,3531,957,5611,5.86,400.8
65,66,Iowa,13,2120,3081,951,5201,5.47,400.1
66,67,New Mexico,12,3725,1068,735,4793,6.52,399.4
67,68,Rice,13,2181,3009,923,5190,5.62,399.2
68,69,Duke,13,2364,2814,963,5178,5.38,398.3
69,70,Central Michigan,13,2018,3157,886,5175,5.84,398.1
70,71,Nevada,13,2671,2498,966,5169,5.35,397.6
71,72,Louisville,13,1855,3276,939,5131,5.46,394.7
72,73,San Diego State,13,2809,2319,866,5128,5.92,394.5
73,73,San Jose State,12,1696,3038,904,4734,5.24,394.5
74,75,Oregon State,12,1417,3305,848,4722,5.57,393.5
75,76,Rutgers,13,2114,2956,846,5070,5.99,390.0
76,77,Stanford,13,2064,2988,858,5052,5.89,388.6
77,77,Washington,14,2640,2801,1007,5441,5.40,388.6
78,79,Utah,13,2475,2570,943,5045,5.35,388.1
79,80,LSU,13,2919,2118,897,5037,5.62,387.5
80,81,UNLV,13,1679,3357,964,5036,5.22,387.4
81,82,Kentucky,12,1838,2774,849,4612,5.43,384.3
82,83,Boston College,13,3311,1681,878,4992,5.69,384.0
83,84,Wyoming,12,1838,2733,823,4571,5.55,380.9
84,85,Utah State,14,2521,2782,901,5303,5.89,378.8
85,85,Oklahoma State,13,1776,3149,907,4925,5.43,378.8
86,87,South Alabama,13,2327,2561,949,4888,5.15,376.0
87,88,Miami (Ohio),12,1171,3333,826,4504,5.45,375.3
88,88,Georgia State,12,1156,3348,836,4504,5.39,375.3
89,90,Virginia,12,1653,2837,883,4490,5.08,374.2
90,91,Akron,12,1484,2995,891,4479,5.03,373.3
91,92,Iowa State,12,1489,2981,912,4470,4.90,372.5
92,93,Tennessee,13,1903,2914,977,4817,4.93,370.5
93,94,Ohio,12,1969,2474,845,4443,5.26,370.3
94,95,Ball State,12,1841,2590,857,4431,5.17,369.3
95,96,Florida,12,2252,2159,841,4411,5.24,367.6
96,97,Illinois,13,1527,3247,883,4774,5.41,367.2
97,98,Missouri,14,2490,2648,954,5138,5.39,367.0
98,99,Virginia Tech,13,1923,2826,963,4749,4.93,365.3
99,100,Southern Mississippi,12,1149,3231,858,4380,5.10,365.0
100,101,Hawai'i,13,1943,2794,993,4737,4.77,364.4
101,102,Troy,12,1974,2385,817,4359,5.34,363.3
102,103,Florida Atlantic,12,1963,2394,808,4357,5.39,363.1
103,103,UCF,13,1661,3059,942,4720,5.01,363.1
104,105,Army,12,3558,747,770,4305,5.59,358.8
105,106,Minnesota,13,2801,1844,853,4645,5.45,357.3
106,107,Northwestern,12,1639,2598,941,4237,4.50,353.1
107,108,UTEP,13,2701,1858,860,4559,5.30,350.7
108,109,Louisiana-Monroe,12,834,3359,892,4193,4.70,349.4
109,110,Tulane,12,1746,2415,862,4161,4.83,346.8
110,111,Purdue,12,1886,2249,836,4135,4.95,344.6
111,112,Maryland,13,1584,2863,846,4447,5.26,342.1
112,113,Texas,13,1786,2599,892,4385,4.92,337.3
113,114,Penn State,13,1325,3034,948,4359,4.60,335.3
114,115,Michigan,12,1954,2042,751,3996,5.32,333.0
115,116,Syracuse,12,1750,2209,807,3959,4.91,329.9
116,117,North Texas,12,1838,2073,803,3911,4.87,325.9
117,118,Kansas,12,1454,2435,842,3889,4.62,324.1
118,119,Kent State,11,900,2570,719,3470,4.83,315.5
119,120,Temple,12,1293,2408,772,3701,4.79,308.4
120,121,South Florida,12,1295,2361,740,3656,4.94,304.7
121,122,UTSA,12,1466,2104,796,3570,4.48,297.5
122,123,Florida International,12,1502,2016,812,3518,4.33,293.2
123,124,Eastern Michigan,12,1654,1821,779,3475,4.46,289.6
124,125,Vanderbilt,12,1311,2149,740,3460,4.68,288.3
125,126,Connecticut,12,1283,2032,736,3315,4.50,276.3
126,127,SMU,12,1204,2024,792,3228,4.08,269.0
127,128,Wake Forest,12,479,2116,768,2595,3.38,216.3
