,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
36,37,Navy,13,55,48,87.27,41,74.55,7,12.73
37,38,Kentucky,12,39,34,87.18,20,51.28,14,35.90
38,39,Wisconsin,14,61,53,86.89,39,63.93,14,22.95
39,40,USC,13,53,46,86.79,40,75.47,6,11.32
40,41,Michigan State,13,68,59,86.76,49,72.06,10,14.71
41,42,North Carolina State,13,52,45,86.54,38,73.08,7,13.46
42,42,South Carolina,13,52,45,86.54,33,63.46,12,23.08
43,44,Oregon,15,80,69,86.25,52,65.00,17,21.25
44,45,TCU,13,65,56,86.15,40,61.54,16,24.62
45,46,Texas State,12,50,43,86.00,34,68.00,9,18.00
46,47,Alabama,14,64,55,85.94,45,70.31,10,15.63
47,48,Louisiana-Monroe,12,34,29,85.29,15,44.12,14,41.18
48,49,Ohio State,15,74,63,85.14,53,71.62,10,13.51
49,50,Georgia,13,67,57,85.07,45,67.16,12,17.91
50,51,Baylor,13,73,62,84.93,48,65.75,14,19.18
51,52,Marshall,14,71,60,84.51,46,64.79,14,19.72
52,53,Utah,13,45,38,84.44,26,57.78,12,26.67
53,54,UTEP,13,44,37,84.09,25,56.82,12,27.27
54,55,Colorado State,13,50,42,84.00,36,72.00,6,12.00
55,56,East Carolina,13,74,62,83.78,49,66.22,13,17.57
56,56,Boston College,13,37,31,83.78,23,62.16,8,21.62
57,56,Purdue,12,37,31,83.78,21,56.76,10,27.03
58,59,Virginia,12,49,41,83.67,23,46.94,18,36.73
59,60,North Carolina,13,55,46,83.64,40,72.73,6,10.91
60,61,Old Dominion,12,48,40,83.33,35,72.92,5,10.42
61,61,Ohio,12,42,35,83.33,23,54.76,12,28.57
62,61,New Mexico,12,30,25,83.33,21,70.00,4,13.33
63,64,Bowling Green,14,53,44,83.02,27,50.94,17,32.08
64,65,Middle Tennessee,12,47,39,82.98,31,65.96,8,17.02
65,65,Hawai'i,13,47,39,82.98,24,51.06,15,31.91
66,67,New Mexico State,12,35,29,82.86,22,62.86,7,20.00
67,68,Oklahoma,13,58,48,82.76,42,72.41,6,10.34
68,68,Louisville,13,58,48,82.76,39,67.24,9,15.52
69,70,Penn State,13,40,33,82.50,17,42.50,16,40.00
70,71,Northern Illinois,14,68,56,82.35,42,61.76,14,20.59
71,71,Georgia State,12,34,28,82.35,23,67.65,5,14.71
72,71,Indiana,12,34,28,82.35,18,52.94,10,29.41
73,74,Mississippi State,13,61,50,81.97,39,63.93,11,18.03
74,75,Florida International,12,33,27,81.82,16,48.48,11,33.33
75,76,Iowa State,12,43,35,81.40,26,60.47,9,20.93
76,76,Northwestern,12,43,35,81.40,24,55.81,11,25.58
77,78,UTSA,12,32,26,81.25,13,40.63,13,40.63
78,79,Arkansas State,13,58,47,81.03,37,63.79,10,17.24
79,80,Georgia Tech,14,73,59,80.82,51,69.86,8,10.96
80,81,Central Michigan,13,52,42,80.77,35,67.31,7,13.46
81,82,Notre Dame,13,62,50,80.65,40,64.52,10,16.13
82,83,UCF,13,56,45,80.36,29,51.79,16,28.57
83,84,Washington State,12,61,49,80.33,39,63.93,10,16.39
84,85,Arizona,14,60,48,80.00,33,55.00,15,25.00
85,85,West Virginia,13,50,40,80.00,26,52.00,14,28.00
86,85,Syracuse,12,35,28,80.00,14,40.00,14,40.00
87,88,Oregon State,12,53,42,79.25,27,50.94,15,28.30
88,89,LSU,13,47,37,78.72,26,55.32,11,23.40
89,89,Miami (Florida),13,47,37,78.72,24,51.06,13,27.66
90,91,Iowa,13,56,44,78.57,36,64.29,8,14.29
91,91,Arkansas,13,56,44,78.57,36,64.29,8,14.29
92,91,Texas,13,42,33,78.57,27,64.29,6,14.29
93,94,UNLV,13,46,36,78.26,26,56.52,10,21.74
94,95,South Alabama,13,41,32,78.05,21,51.22,11,26.83
95,96,Troy,12,36,28,77.78,23,63.89,5,13.89
96,97,Kansas,12,31,24,77.42,16,51.61,8,25.81
97,98,Wyoming,12,35,27,77.14,17,48.57,10,28.57
98,99,San Diego State,13,48,37,77.08,23,47.92,14,29.17
99,100,Utah State,14,39,30,76.92,21,53.85,9,23.08
100,100,Southern Mississippi,12,39,30,76.92,16,41.03,14,35.90
101,102,Texas Tech,12,38,29,76.32,22,57.89,7,18.42
102,103,Tulsa,12,46,35,76.09,25,54.35,10,21.74
103,104,Houston,13,57,43,75.44,31,54.39,12,21.05
104,105,Appalachian State,12,60,45,75.00,40,66.67,5,8.33
105,105,Florida Atlantic,12,44,33,75.00,23,52.27,10,22.73
106,107,Fresno State,14,55,41,74.55,35,63.64,6,10.91
107,108,UAB,12,51,38,74.51,29,56.86,9,17.65
108,109,Army,12,39,29,74.36,26,66.67,3,7.69
109,110,Buffalo,11,50,37,74.00,31,62.00,6,12.00
110,110,Illinois,13,50,37,74.00,29,58.00,8,16.00
111,112,Stanford,13,57,42,73.68,31,54.39,11,19.30
112,113,Clemson,13,52,38,73.08,25,48.08,13,25.00
113,113,Vanderbilt,12,26,19,73.08,14,53.85,5,19.23
114,115,Wake Forest,12,33,24,72.73,14,42.42,10,30.30
115,116,Miami (Ohio),12,40,29,72.50,24,60.00,5,12.50
116,117,Idaho,11,50,36,72.00,27,54.00,9,18.00
117,118,Kent State,11,32,23,71.88,15,46.88,8,25.00
118,119,Mississippi,13,41,29,70.73,23,56.10,6,14.63
119,120,Massachusetts,12,54,38,70.37,32,59.26,6,11.11
120,120,Eastern Michigan,12,27,19,70.37,14,51.85,5,18.52
121,120,South Florida,12,27,19,70.37,9,33.33,10,37.04
122,123,Temple,12,42,29,69.05,17,40.48,12,28.57
123,124,SMU,12,29,20,68.97,12,41.38,8,27.59
124,125,Akron,12,47,32,68.09,23,48.94,9,19.15
125,126,San Jose State,12,39,26,66.67,17,43.59,9,23.08
126,126,Tulane,12,33,22,66.67,17,51.52,5,15.15
127,128,Connecticut,12,24,14,58.33,10,41.67,4,16.67
