,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
55,55,Georgia Southern,12,201,49,11,261,21.8
56,57,North Carolina State,13,140,122,20,282,21.7
57,57,Akron,12,93,142,25,260,21.7
58,59,Iowa,13,123,130,27,280,21.5
59,60,Tennessee,13,118,139,20,277,21.3
60,60,New Mexico State,12,108,134,14,256,21.3
61,60,Iowa State,12,92,141,23,256,21.3
62,63,Middle Tennessee,12,133,110,11,254,21.2
63,63,San Jose State,12,97,143,14,254,21.2
64,65,Fresno State,14,126,139,31,296,21.1
65,65,Nevada,13,137,122,15,274,21.1
66,67,South Alabama,13,129,123,20,272,20.9
67,68,Oregon State,12,78,138,33,249,20.8
68,68,Southern Mississippi,12,77,142,30,249,20.8
69,70,Navy,13,222,37,10,269,20.7
70,70,Western Michigan,13,117,138,14,269,20.7
71,72,Clemson,13,105,145,17,267,20.5
72,72,UNLV,13,91,148,28,267,20.5
73,72,UCF,13,110,125,31,266,20.5
74,72,Stanford,13,95,149,22,266,20.5
75,72,Miami (Ohio),12,74,148,24,246,20.5
76,77,Louisville,13,116,133,16,265,20.4
77,77,Mississippi,13,97,149,19,265,20.4
78,79,Ball State,12,92,129,23,244,20.3
79,79,Northwestern,12,91,135,18,244,20.3
80,79,Georgia State,12,84,138,22,244,20.3
81,82,LSU,13,158,85,19,262,20.2
82,83,Virginia Tech,13,105,130,26,261,20.1
83,83,Virginia,12,86,136,19,241,20.1
84,85,Washington,14,139,121,20,280,20.0
85,85,Louisiana Tech,14,104,146,30,280,20.0
86,87,Miami (Florida),13,114,127,17,258,19.8
87,88,Hawai'i,13,110,119,25,254,19.5
88,88,Utah,13,126,112,15,253,19.5
89,90,San Diego State,13,129,105,18,252,19.4
90,90,Rice,13,117,120,15,252,19.4
91,90,Ohio,12,107,103,23,233,19.4
92,93,Missouri,14,129,122,19,270,19.3
93,93,Kentucky,12,105,108,18,231,19.3
94,95,Penn State,13,84,137,28,249,19.2
95,96,Boston College,13,157,73,18,248,19.1
96,96,Illinois,13,84,135,29,248,19.1
97,98,Oklahoma State,13,92,128,26,246,18.9
98,99,Indiana,12,134,73,19,226,18.8
99,99,Tulane,12,93,105,28,226,18.8
100,101,Rutgers,13,117,114,10,241,18.5
101,101,Michigan,12,101,104,17,222,18.5
102,103,Troy,12,116,91,14,221,18.4
103,103,Wyoming,12,83,124,14,221,18.4
104,103,Louisiana-Monroe,12,58,147,16,221,18.4
105,106,Minnesota,13,148,76,14,238,18.3
106,106,Florida Atlantic,12,100,108,12,220,18.3
107,108,Army,12,181,25,10,216,18.0
108,108,Kent State,11,49,126,23,198,18.0
109,110,Texas,13,100,115,17,232,17.8
110,110,North Texas,12,106,86,21,213,17.8
111,112,Maryland,13,88,119,20,227,17.5
112,112,Florida,12,111,86,13,210,17.5
113,114,Utah State,14,120,99,24,243,17.4
114,114,UTEP,13,138,72,16,226,17.4
115,116,Purdue,12,95,100,11,206,17.2
116,117,New Mexico,12,155,41,9,205,17.1
117,118,Syracuse,12,92,93,17,202,16.8
118,119,UTSA,12,84,102,14,200,16.7
119,120,Kansas,12,81,104,12,197,16.4
120,121,Florida International,12,100,82,14,196,16.3
121,122,Vanderbilt,12,78,93,22,193,16.1
122,123,Eastern Michigan,12,98,79,12,189,15.8
123,124,Temple,12,74,93,15,182,15.2
124,124,South Florida,12,62,104,16,182,15.2
125,126,Connecticut,12,69,87,22,178,14.8
126,127,SMU,12,74,85,17,176,14.7
127,128,Wake Forest,12,51,102,19,172,14.3
