,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
56,56,Northwestern,12,111,116,17,244,20.3
57,56,Oklahoma,13,86,155,23,264,20.3
58,59,UAB,12,113,113,19,245,20.4
59,60,Idaho,11,116,91,18,225,20.5
60,60,Ohio,12,98,133,15,246,20.5
61,60,Tulane,12,106,117,23,246,20.5
62,63,Mississippi State,13,115,143,10,268,20.6
63,63,South Alabama,13,127,111,30,268,20.6
64,65,North Carolina State,13,138,116,15,269,20.7
65,66,Utah,13,113,129,28,270,20.8
66,67,Wyoming,12,120,122,10,252,21.0
67,67,Hawai'i,13,129,125,19,273,21.0
68,69,Florida State,14,146,131,18,295,21.1
69,70,Georgia Southern,12,112,128,14,254,21.2
70,70,Rutgers,13,136,123,17,276,21.2
71,72,Akron,12,100,124,31,255,21.3
72,72,Washington State,12,88,140,28,256,21.3
73,74,Notre Dame,13,126,136,16,278,21.4
74,74,Navy,13,151,120,7,278,21.4
75,74,Georgia Tech,14,125,160,15,300,21.4
76,77,South Florida,12,114,127,17,258,21.5
77,77,Arkansas State,13,146,108,25,279,21.5
78,77,Marshall,14,138,127,36,301,21.5
79,80,BYU,13,87,164,31,282,21.7
80,80,Northern Illinois,14,123,155,26,304,21.7
81,82,Tulsa,12,115,123,23,261,21.8
82,82,Army,12,117,131,13,261,21.8
83,82,Texas State,12,121,125,16,262,21.8
84,82,Toledo,13,88,173,22,283,21.8
85,86,Kent State,11,115,100,26,241,21.9
86,86,Kansas,12,116,123,24,263,21.9
87,86,Vanderbilt,12,124,120,19,263,21.9
88,86,Duke,13,152,118,15,285,21.9
89,90,Oregon State,12,100,133,31,264,22.0
90,90,Oklahoma State,13,117,145,24,286,22.0
91,92,Ball State,12,121,128,16,265,22.1
92,92,Auburn,13,119,131,37,287,22.1
93,92,Cincinnati,13,132,142,13,287,22.1
94,95,Indiana,12,110,135,23,268,22.3
95,95,Purdue,12,119,131,18,268,22.3
96,97,Maryland,13,138,131,22,291,22.4
97,98,Kentucky,12,127,125,18,270,22.5
98,98,South Carolina,13,133,138,21,292,22.5
99,98,Illinois,13,152,117,23,292,22.5
100,98,Colorado State,13,131,138,24,293,22.5
101,102,Colorado,12,108,131,32,271,22.6
102,102,Washington,14,101,188,27,316,22.6
103,104,UCLA,13,111,151,33,295,22.7
104,105,Florida Atlantic,12,133,124,17,274,22.8
105,106,Miami (Ohio),12,123,130,25,278,23.2
106,106,USC,13,100,161,41,302,23.2
107,106,Texas A&M,13,139,139,24,302,23.2
108,109,Southern Mississippi,12,117,139,23,279,23.3
109,109,Middle Tennessee,12,121,141,17,279,23.3
110,109,Eastern Michigan,12,130,132,17,279,23.3
111,109,Troy,12,149,111,19,279,23.3
112,109,Oregon,15,132,189,28,349,23.3
113,114,Massachusetts,12,118,138,25,281,23.4
114,115,Arizona,14,120,188,29,337,24.1
115,116,UNLV,13,178,113,23,314,24.2
116,117,Old Dominion,12,159,123,9,291,24.3
117,117,New Mexico State,12,189,88,15,292,24.3
118,117,Nevada,13,129,168,19,316,24.3
119,117,North Carolina,13,154,138,24,316,24.3
120,121,SMU,12,140,147,15,302,25.2
121,122,New Mexico,12,156,133,17,306,25.5
122,123,Georgia State,12,182,115,10,307,25.6
123,124,Western Kentucky,13,148,170,21,339,26.1
124,124,Bowling Green,14,149,192,25,366,26.1
125,126,Texas Tech,12,164,130,31,325,27.1
126,127,Iowa State,12,156,150,22,328,27.3
127,128,California,12,95,203,34,332,27.7
