,Rank,Name,G,TFL,TFL Yards,TFL/G
49,49,Minnesota,13,69.0,243,5.31
50,49,UTEP,13,69.0,261,5.31
51,49,Temple,12,69.0,264,5.75
52,53,Michigan,12,70.0,298,5.83
53,53,South Carolina,13,70.0,314,5.39
54,53,Idaho,11,70.0,359,6.36
55,56,TCU,13,71.0,259,5.46
56,56,South Florida,12,71.0,296,5.92
57,56,Iowa State,12,71.0,302,5.92
58,56,North Texas,12,71.0,317,5.92
59,56,Miami (Ohio),12,71.0,369,5.92
60,61,Oregon,15,72.0,246,4.80
61,61,Iowa,13,72.0,257,5.54
62,63,South Alabama,13,73.0,320,5.62
63,64,New Mexico State,12,74.0,217,6.17
64,64,Auburn,13,74.0,220,5.69
65,64,San Jose State,12,74.0,307,6.17
66,64,East Carolina,13,74.0,346,5.69
67,68,Army,12,75.0,237,6.25
68,68,Texas State,12,75.0,249,6.25
69,68,UNLV,13,75.0,325,5.77
70,68,Oregon State,12,75.0,378,6.25
71,72,Colorado,12,76.0,272,6.33
72,72,Massachusetts,12,76.0,305,6.33
73,74,Georgia State,12,77.0,285,6.42
74,75,Wisconsin,14,78.0,228,5.57
75,75,Middle Tennessee,12,78.0,285,6.50
76,75,Central Michigan,13,78.0,312,6.00
77,75,Ohio State,15,78.0,364,5.20
78,75,Washington State,12,78.0,389,6.50
79,80,Maryland,13,79.0,344,6.08
80,81,Troy,12,81.0,305,6.75
81,81,Arizona,14,81.0,312,5.79
82,81,Kansas,12,81.0,352,6.75
83,81,Wyoming,12,81.0,362,6.75
84,85,Louisiana Tech,14,81.5,281,5.82
85,86,Connecticut,12,82.0,302,6.83
86,86,Notre Dame,13,82.0,340,6.31
87,86,Louisiana-Monroe,12,82.0,340,6.83
88,86,Syracuse,12,82.0,350,6.83
89,86,Eastern Michigan,12,82.0,361,6.83
90,91,Rice,13,82.5,298,6.35
91,92,Tulane,12,83.0,360,6.92
92,92,North Carolina,13,83.0,364,6.39
93,94,UCF,13,84.0,325,6.46
94,94,SMU,12,84.0,344,7.00
95,94,Kentucky,12,84.0,353,7.00
96,97,Bowling Green,14,85.0,284,6.07
97,97,Missouri,14,85.0,329,6.07
98,97,Southern Mississippi,12,85.0,338,7.08
99,97,UTSA,12,85.0,350,7.08
100,101,Indiana,12,86.0,318,7.17
101,101,Texas,13,86.0,401,6.62
102,101,Virginia Tech,13,86.0,420,6.62
103,104,Memphis,13,87.0,334,6.69
104,104,Washington,14,87.0,370,6.21
105,106,Kansas State,13,88.0,310,6.77
106,106,Boise State,14,88.0,352,6.29
107,108,Mississippi,13,89.0,319,6.85
108,108,West Virginia,13,89.0,355,6.85
109,108,Houston,13,89.0,372,6.85
110,111,UAB,12,91.0,291,7.58
111,111,Clemson,13,91.0,341,7.00
112,111,Boston College,13,91.0,347,7.00
113,111,Hawai'i,13,91.0,377,7.00
114,111,Florida International,12,91.0,426,7.58
115,116,Oklahoma State,13,92.0,357,7.08
116,117,Louisville,13,93.0,421,7.15
117,118,Arizona State,13,94.0,363,7.23
118,118,USC,13,94.0,378,7.23
119,118,Arkansas State,13,94.0,382,7.23
120,121,Fresno State,14,97.0,352,6.93
121,122,Utah State,14,99.0,353,7.07
122,122,Utah,13,99.0,376,7.62
123,122,Penn State,13,99.0,418,7.62
124,125,UCLA,13,101.0,355,7.77
125,125,Illinois,13,101.0,415,7.77
126,125,Tennessee,13,101.0,472,7.77
127,128,Wake Forest,12,127.0,536,10.58
