,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
78,66,Texas,13,6,2,1,1,1,1,1
79,66,Toledo,13,6,0,0,0,0,0,0
80,66,Vanderbilt,12,6,2,1,1,1,0,0
81,66,Western Michigan,13,6,1,1,1,1,0,0
82,66,Wyoming,12,6,2,2,2,1,1,1
83,84,Auburn,13,7,0,0,0,0,0,0
84,84,Ball State,12,7,2,1,1,1,1,1
85,84,Boston College,13,7,4,2,0,0,0,0
86,84,California,12,7,2,1,1,0,0,0
87,84,Colorado,12,7,2,0,0,0,0,0
88,84,Maryland,13,7,1,1,1,1,0,0
89,84,Massachusetts,12,7,2,1,0,0,0,0
90,84,Middle Tennessee,12,7,4,1,0,0,0,0
91,84,Northern Illinois,14,7,3,3,3,2,2,2
92,84,Oklahoma State,13,7,3,3,2,2,2,1
93,84,Old Dominion,12,7,1,1,1,1,1,1
94,95,Arkansas,13,8,3,2,1,1,1,1
95,95,Army,12,8,3,1,0,0,0,0
96,95,Bowling Green,14,8,2,1,1,1,0,0
97,95,Central Michigan,13,8,2,1,1,0,0,0
98,95,Cincinnati,13,8,4,2,0,0,0,0
99,95,Duke,13,8,7,5,3,1,1,1
100,95,Florida International,12,8,4,3,0,0,0,0
101,95,Kentucky,12,8,5,2,2,1,1,1
102,95,Missouri,14,8,3,3,1,1,0,0
103,95,Rice,13,8,3,2,1,1,1,1
104,95,UCF,13,8,4,1,1,0,0,0
105,95,USC,13,8,4,1,1,1,1,1
106,107,Buffalo,11,9,1,1,0,0,0,0
107,107,East Carolina,13,9,1,1,1,1,0,0
108,107,Kansas,12,9,5,4,3,2,2,2
109,107,Marshall,14,9,2,0,0,0,0,0
110,107,Rutgers,13,9,2,2,1,1,0,0
111,107,TCU,13,9,1,1,0,0,0,0
112,107,UAB,12,9,2,1,1,1,1,1
113,107,Washington,14,9,3,1,1,0,0,0
114,107,Washington State,12,9,4,2,2,2,2,2
115,107,Wisconsin,14,9,3,0,0,0,0,0
116,117,Arizona State,13,10,4,1,1,1,1,1
117,117,Baylor,13,10,4,2,1,1,1,1
118,117,Hawai'i,13,10,5,1,0,0,0,0
119,117,Miami (Florida),13,10,3,3,1,1,1,1
120,117,Navy,13,10,1,1,0,0,0,0
121,122,Idaho,11,11,2,0,0,0,0,0
122,122,Southern Mississippi,12,11,7,4,2,2,2,2
123,122,West Virginia,13,11,1,1,1,1,1,1
124,125,Appalachian State,12,12,4,2,2,1,1,1
125,125,Louisiana Tech,14,12,6,2,2,2,2,1
126,125,Oregon,15,12,5,1,0,0,0,0
127,128,Troy,12,13,4,1,1,0,0,0
