,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
73,74,Louisiana-Lafayette,13,1849,3427,898,5276,5.88,405.8
74,75,UAB,12,2101,2772,858,4873,5.68,406.1
75,76,Oregon State,12,1898,2977,847,4875,5.76,406.3
76,77,Kentucky,12,2294,2589,888,4883,5.50,406.9
77,78,USC,13,1734,3569,1001,5303,5.30,407.9
78,78,Toledo,13,1511,3792,912,5303,5.81,407.9
79,80,Washington,14,1737,4012,1068,5749,5.38,410.6
80,81,Georgia Tech,14,2346,3412,911,5758,6.32,411.3
81,82,Purdue,12,2305,2687,894,4992,5.58,416.0
82,83,Arizona State,13,2046,3376,964,5422,5.62,417.1
83,84,Hawai'i,13,2240,3196,958,5436,5.67,418.2
84,85,Arkansas State,13,2668,2808,975,5476,5.62,421.2
85,86,Mississippi State,13,1970,3547,977,5517,5.65,424.4
86,87,Colorado State,13,2610,2915,962,5525,5.74,425.0
87,88,Ball State,12,2293,2853,877,5146,5.87,428.8
88,89,Oregon,15,2481,3964,1168,6445,5.52,429.7
89,90,Kent State,11,2354,2379,823,4733,5.75,430.3
90,91,Army,12,2316,2854,798,5170,6.48,430.8
91,91,Wyoming,12,2436,2733,790,5169,6.54,430.8
92,93,Oklahoma State,13,2117,3499,970,5616,5.79,432.0
93,94,South Carolina,13,2759,2866,904,5625,6.22,432.7
94,95,Indiana,12,2192,3013,890,5205,5.85,433.8
95,96,Miami (Ohio),12,2399,2812,864,5211,6.03,434.3
96,97,Maryland,13,2625,3046,1040,5671,5.45,436.2
97,98,Cincinnati,13,2388,3320,955,5708,5.98,439.1
98,99,Washington State,12,1748,3559,859,5307,6.18,442.3
99,100,Rutgers,13,2760,2996,901,5756,6.39,442.8
100,101,Texas State,12,2434,2919,938,5353,5.71,446.1
101,102,Nevada,13,2333,3479,991,5812,5.86,447.1
102,103,Massachusetts,12,2301,3069,934,5370,5.75,447.5
103,104,Texas A&M,13,2808,3052,992,5860,5.91,450.8
104,105,Arizona,14,2377,3937,1115,6314,5.66,451.0
105,106,Southern Mississippi,12,2596,2821,845,5417,6.41,451.4
106,107,Old Dominion,12,2670,2756,886,5426,6.12,452.2
107,108,Middle Tennessee,12,2191,3236,927,5427,5.85,452.3
108,109,Kansas,12,2516,2922,865,5438,6.29,453.2
109,110,Troy,12,2953,2495,854,5448,6.38,454.0
110,111,Fresno State,14,2827,3557,1018,6384,6.27,456.0
111,112,Illinois,13,3109,2824,987,5933,6.01,456.4
112,113,Florida Atlantic,12,2665,2864,887,5529,6.23,460.8
113,114,Colorado,12,2458,3074,845,5532,6.55,461.0
114,115,Idaho,11,2708,2382,734,5090,6.93,462.7
115,116,New Mexico State,12,3705,2094,892,5799,6.50,483.3
116,117,Tulsa,12,2576,3265,841,5841,6.95,486.8
117,118,Bowling Green,14,2830,4080,1156,6910,5.98,493.6
118,119,Georgia State,12,3641,2324,908,5965,6.57,497.1
119,120,North Carolina,13,3126,3346,991,6472,6.53,497.8
120,121,Eastern Michigan,12,2687,3298,887,5985,6.75,498.8
121,122,SMU,12,2829,3164,905,5993,6.62,499.4
122,123,Western Kentucky,13,2870,3759,996,6629,6.66,509.9
123,124,California,12,1735,4406,980,6141,6.27,511.8
124,125,Texas Tech,12,3114,3038,986,6152,6.24,512.7
125,126,UNLV,13,3820,2855,1014,6675,6.58,513.5
126,127,New Mexico,12,3228,3000,913,6228,6.82,519.0
127,128,Iowa State,12,2955,3392,972,6347,6.53,528.9
