,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
72,73,Purdue,12,402,1886,4.69,17,33.50,157.17
73,74,Cincinnati,13,454,2035,4.48,18,34.92,156.54
74,75,Mississippi,13,476,2021,4.25,21,36.62,155.46
75,76,Central Michigan,13,504,2018,4.00,19,38.77,155.23
76,77,Colorado,12,451,1855,4.11,13,37.58,154.58
77,78,Ball State,12,448,1841,4.11,16,37.33,153.42
78,79,Kentucky,12,444,1838,4.14,21,37.00,153.17
79,79,Wyoming,12,448,1838,4.10,17,37.33,153.17
80,79,North Texas,12,472,1838,3.89,21,39.33,153.17
81,82,Texas Tech,12,355,1836,5.17,8,29.58,153.00
82,83,North Carolina,13,496,1968,3.97,26,38.15,151.38
83,84,Texas A&M,13,421,1949,4.63,20,32.38,149.92
84,85,Hawai'i,13,524,1943,3.71,15,40.31,149.46
85,86,Old Dominion,12,365,1793,4.91,22,30.42,149.42
86,87,California,12,440,1790,4.07,22,36.67,149.17
87,88,Louisiana Tech,14,490,2080,4.24,32,35.00,148.57
88,89,Virginia Tech,13,507,1923,3.79,12,39.00,147.92
89,90,Tulsa,12,477,1774,3.72,11,39.75,147.83
90,91,Clemson,13,539,1904,3.53,20,41.46,146.46
91,92,Tennessee,13,524,1903,3.63,20,40.31,146.38
92,93,Syracuse,12,424,1750,4.13,12,35.33,145.83
93,94,Tulane,12,419,1746,4.17,11,34.92,145.50
94,95,Louisville,13,511,1855,3.63,28,39.31,142.69
95,96,Idaho,11,439,1561,3.56,22,39.91,141.91
96,97,San Jose State,12,454,1696,3.74,11,37.83,141.33
97,98,Florida State,14,451,1933,4.29,27,32.21,138.07
98,99,Eastern Michigan,12,459,1654,3.60,9,38.25,137.83
99,100,Virginia,12,451,1653,3.67,13,37.58,137.75
100,101,Texas,13,474,1786,3.77,18,36.46,137.38
101,102,Oklahoma State,13,506,1776,3.51,18,38.92,136.62
102,103,Northwestern,12,486,1639,3.37,20,40.50,136.58
103,104,Kansas State,13,476,1745,3.67,30,36.62,134.23
104,105,UNLV,13,466,1679,3.60,18,35.85,129.15
105,106,UCF,13,526,1661,3.16,19,40.46,127.77
106,107,Florida International,12,488,1502,3.08,11,40.67,125.17
107,108,Iowa State,12,402,1489,3.70,12,33.50,124.08
108,109,Akron,12,363,1484,4.09,18,30.25,123.67
109,110,UTSA,12,440,1466,3.33,15,36.67,122.17
110,111,Maryland,13,428,1584,3.70,21,32.92,121.85
111,112,Kansas,12,466,1454,3.12,11,38.83,121.17
112,113,Oregon State,12,376,1417,3.77,19,31.33,118.08
113,114,Illinois,13,413,1527,3.70,16,31.77,117.46
114,115,Massachusetts,12,387,1312,3.39,16,32.25,109.33
115,116,Vanderbilt,12,383,1311,3.42,7,31.92,109.25
116,117,South Florida,12,376,1295,3.44,11,31.33,107.92
117,118,Temple,12,369,1293,3.50,11,30.75,107.75
118,119,Connecticut,12,396,1283,3.24,8,33.00,106.92
119,120,Penn State,13,451,1325,2.94,13,34.69,101.92
120,121,SMU,12,362,1204,3.33,9,30.17,100.33
121,122,Miami (Ohio),12,358,1171,3.27,11,29.83,97.58
122,123,Georgia State,12,390,1156,2.96,13,32.50,96.33
123,124,Southern Mississippi,12,376,1149,3.06,9,31.33,95.75
124,125,Kent State,11,277,900,3.25,6,25.18,81.82
125,126,Louisiana-Monroe,12,363,834,2.30,9,30.25,69.50
126,127,Wake Forest,12,383,479,1.25,4,31.92,39.92
127,128,Washington State,12,243,478,1.97,5,20.25,39.83
