,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
94,93,North Carolina,13,89,5455,61.29,38,42.70,3,3
95,96,Cincinnati,13,74,4536,61.30,23,31.08,2,0
96,97,Tulsa,12,81,4972,61.38,36,44.44,1,1
97,98,Southern Mississippi,12,80,4919,61.49,31,38.75,4,0
98,99,Utah,13,61,3753,61.52,27,44.26,2,0
99,100,Maryland,13,75,4616,61.55,31,41.33,2,3
100,101,Louisiana-Monroe,12,64,3942,61.59,20,31.25,2,0
101,102,Rice,13,72,4437,61.63,33,45.83,3,0
102,103,UNLV,13,96,5918,61.65,38,39.58,5,0
103,104,Texas,13,63,3886,61.68,20,31.75,3,2
104,105,SMU,12,95,5862,61.71,32,33.68,5,0
105,106,Clemson,13,50,3087,61.74,19,38.00,1,0
106,107,Louisville,13,67,4138,61.76,27,40.30,2,1
107,108,South Carolina,13,74,4577,61.85,33,44.59,1,3
108,109,Hawai'i,13,66,4083,61.86,25,37.88,0,1
109,110,UCF,13,56,3465,61.88,18,32.14,2,0
110,111,Arizona,14,77,4784,62.13,38,49.35,2,2
111,112,Iowa State,12,86,5346,62.16,52,60.47,0,2
112,112,New Mexico State,12,86,5346,62.16,52,60.47,1,1
113,114,Ohio State,15,64,3984,62.25,24,37.50,0,4
114,115,Georgia Tech,14,72,4484,62.28,30,41.67,1,2
115,116,Kentucky,12,69,4300,62.32,32,46.38,0,2
116,117,Rutgers,13,73,4553,62.37,25,34.25,1,4
117,118,Kansas,12,80,4991,62.39,34,42.50,2,2
118,119,Syracuse,12,63,3937,62.49,27,42.86,1,0
119,119,South Alabama,13,70,4374,62.49,31,44.29,2,2
120,121,San Jose State,12,67,4192,62.57,26,38.81,2,0
121,122,Virginia Tech,13,57,3578,62.77,20,35.09,2,2
122,123,Colorado,12,86,5405,62.85,42,48.84,3,0
123,124,Penn State,13,54,3402,63.00,17,31.48,2,1
124,125,Wyoming,12,75,4738,63.17,44,58.67,0,0
125,126,North Texas,12,65,4114,63.29,29,44.62,3,1
126,127,Wisconsin,14,62,3927,63.34,28,45.16,2,2
127,128,Arizona State,13,69,4408,63.88,45,65.22,0,1
