,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
59,57,Miami (Florida),4,29,52,8,89,22.3
60,57,Florida,4,27,52,10,89,22.3
61,57,Iowa,3,32,29,6,67,22.3
62,57,San Jose State,3,18,41,8,67,22.3
63,64,Nebraska,4,42,41,5,88,22.0
64,64,Eastern Michigan,4,28,52,8,88,22.0
65,64,Middle Tennessee,3,24,38,4,66,22.0
66,64,Penn State,3,23,38,5,66,22.0
67,68,Mississippi,4,38,43,6,87,21.8
68,68,Pittsburgh,4,26,51,10,87,21.8
69,70,Air Force,3,52,12,1,65,21.7
70,71,Buffalo,4,54,21,11,86,21.5
71,71,Virginia,4,31,45,10,86,21.5
72,71,USC,4,29,52,5,86,21.5
73,71,South Carolina,4,27,51,8,86,21.5
74,75,San Diego State,4,39,41,5,85,21.3
75,75,California,4,35,39,11,85,21.3
76,75,Michigan,3,17,33,14,64,21.3
77,78,Army,4,74,5,5,84,21.0
78,78,Charlotte,4,42,33,9,84,21.0
79,78,Tulsa,4,39,40,5,84,21.0
80,78,East Carolina,4,38,40,6,84,21.0
81,78,Colorado,4,33,47,4,84,21.0
82,78,Arkansas State,4,28,50,6,84,21.0
83,78,Memphis,3,30,29,4,63,21.0
84,78,Minnesota,3,28,31,4,63,21.0
85,86,Louisville,4,46,30,7,83,20.8
86,86,Florida International,4,35,38,10,83,20.8
87,88,Illinois,4,36,39,6,81,20.3
88,88,Liberty,4,28,44,9,81,20.3
89,90,Kansas,4,38,38,4,80,20.0
90,90,Kent State,4,31,40,9,80,20.0
91,92,Cincinnati,3,31,25,3,59,19.7
92,92,Purdue,3,12,42,5,59,19.7
93,94,Stanford,4,26,42,10,78,19.5
94,94,New Mexico State,4,23,49,6,78,19.5
95,96,Bowling Green,4,37,35,5,77,19.3
96,96,UCLA,4,27,40,10,77,19.3
97,96,Texas State,4,22,47,8,77,19.3
98,96,UNLV,3,37,18,3,58,19.3
99,96,Toledo,3,31,21,6,58,19.3
100,96,Northwestern,3,31,19,8,58,19.3
101,102,Ohio,4,30,37,9,76,19.0
102,102,West Virginia,4,26,42,8,76,19.0
103,102,Central Michigan,4,24,43,9,76,19.0
104,102,Appalachian State,3,29,24,4,57,19.0
105,102,UAB,3,22,29,6,57,19.0
106,102,Notre Dame,3,21,31,5,57,19.0
107,102,Vanderbilt,3,20,29,8,57,19.0
108,109,Tennessee,4,37,32,6,75,18.8
109,109,South Alabama,4,37,25,13,75,18.8
110,109,Nevada,4,28,42,5,75,18.8
111,112,BYU,4,24,46,4,74,18.5
112,112,Southern Mississippi,4,24,46,4,74,18.5
113,114,UTSA,4,36,31,6,73,18.3
114,114,Old Dominion,3,29,21,5,55,18.3
115,116,Western Kentucky,3,16,33,4,53,17.7
116,117,Syracuse,4,25,37,8,70,17.5
117,118,Massachusetts,4,30,31,8,69,17.3
118,119,Arizona State,4,23,40,5,68,17.0
119,119,Connecticut,3,20,21,10,51,17.0
120,119,Northern Illinois,3,12,37,2,51,17.0
121,122,Wyoming,4,38,21,6,65,16.3
122,123,Georgia Tech,3,31,11,6,48,16.0
123,123,UTEP,3,25,18,5,48,16.0
124,125,Rice,4,21,32,7,60,15.0
125,126,Akron,4,17,36,5,58,14.5
126,127,Rutgers,3,11,29,3,43,14.3
127,128,South Florida,3,16,20,2,38,12.7
128,129,Miami (Ohio),4,23,21,5,49,12.3
129,130,Georgia Southern,3,25,7,4,36,12.0
