,Rank,Name,G,TFL,TFL Yards,TFL/G
48,45,Appalachian State,3,24.0,103,8.00
49,45,Kansas,4,24.0,99,6.00
50,45,Charlotte,4,24.0,97,6.00
51,45,Oregon State,3,24.0,96,8.00
52,45,Liberty,4,24.0,96,6.00
53,45,East Carolina,4,24.0,92,6.00
54,45,UTSA,4,24.0,90,6.00
55,45,Houston,4,24.0,86,6.00
56,45,Nevada,4,24.0,76,6.00
57,45,UCLA,4,24.0,72,6.00
58,45,Rice,4,24.0,57,6.00
59,60,Alabama,4,23.0,101,5.75
60,60,Arkansas,4,23.0,97,5.75
61,60,Western Kentucky,3,23.0,88,7.67
62,60,Kent State,4,23.0,87,5.75
63,60,California,4,23.0,83,5.75
64,60,Memphis,3,23.0,76,7.67
65,60,Tulane,4,23.0,71,5.75
66,60,Texas Tech,3,23.0,65,7.67
67,60,Ball State,4,23.0,62,5.75
68,69,Oklahoma,3,22.0,108,7.33
69,69,North Carolina State,4,22.0,94,5.50
70,69,Temple,3,22.0,91,7.33
71,69,Arkansas State,4,22.0,89,5.50
72,69,Washington State,4,22.0,88,5.50
73,69,Stanford,4,22.0,83,5.50
74,69,Duke,3,22.0,78,7.33
75,76,Utah State,3,21.0,106,7.00
76,76,Kentucky,4,21.0,93,5.25
77,76,Virginia Tech,3,21.0,87,7.00
78,76,Georgia Southern,3,21.0,80,7.00
79,76,Baylor,3,21.0,77,7.00
80,76,Buffalo,4,21.0,76,5.25
81,82,Troy,3,20.0,91,6.67
82,82,Arizona State,4,20.0,90,5.00
83,82,Oklahoma State,4,20.0,79,5.00
84,82,Louisiana Tech,4,20.0,61,5.00
85,82,TCU,3,20.0,57,6.67
86,82,Northern Illinois,3,20.0,43,6.67
87,88,Iowa State,3,19.0,79,6.33
88,88,Toledo,3,19.0,66,6.33
89,88,Old Dominion,3,19.0,63,6.33
90,88,Georgia Tech,3,19.0,52,6.33
91,92,Washington,4,18.0,91,4.50
92,92,Army,4,18.0,85,4.50
93,92,Fresno State,3,18.0,77,6.00
94,92,Georgia State,4,18.0,77,4.50
95,92,San Jose State,3,18.0,64,6.00
96,92,Mississippi State,4,18.0,63,4.50
97,92,Tulsa,4,18.0,50,4.50
98,99,Eastern Michigan,4,17.0,87,4.25
99,99,UNLV,3,17.0,77,5.67
100,99,Tennessee,4,17.0,65,4.25
101,99,Marshall,3,17.0,57,5.67
102,99,Massachusetts,4,17.0,56,4.25
103,99,Northwestern,3,17.0,55,5.67
104,99,Florida International,4,17.0,52,4.25
105,99,BYU,4,17.0,50,4.25
106,99,Hawai'i,4,17.0,43,4.25
107,108,Wisconsin,3,16.0,82,5.33
108,108,Colorado State,4,16.0,73,4.00
109,108,Purdue,3,16.0,64,5.33
110,108,Akron,4,16.0,35,4.00
111,112,Colorado,4,15.0,77,3.75
112,112,New Mexico,3,15.0,70,5.00
113,112,Connecticut,3,15.0,63,5.00
114,112,Air Force,3,15.0,57,5.00
115,112,Ohio,4,15.0,51,3.75
116,112,Texas State,4,15.0,28,3.75
117,118,Louisiana-Lafayette,4,14.0,69,3.50
118,118,Middle Tennessee,3,14.0,55,4.67
119,118,Navy,2,14.0,54,7.00
120,118,Rutgers,3,14.0,47,4.67
121,118,Vanderbilt,3,14.0,47,4.67
122,118,Kansas State,3,14.0,46,4.67
123,124,Louisiana-Monroe,3,13.0,44,4.33
124,124,New Mexico State,4,13.0,42,3.25
125,124,Arizona,3,13.0,33,4.33
126,127,Michigan,3,10.0,60,3.33
127,127,Minnesota,3,10.0,48,3.33
128,129,UTEP,3,8.0,31,2.67
129,130,Iowa,3,6.0,27,2.00
