,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
94,94,Vanderbilt,3,7,160,22.86,0,2.3,53.3
95,96,Nebraska,4,16,371,23.19,0,4.0,92.8
96,97,Arizona,3,5,116,23.20,0,1.7,38.7
97,98,Arkansas State,4,10,233,23.30,1,2.5,58.3
98,99,Colorado,4,5,117,23.40,0,1.3,29.3
99,100,Hawai'i,4,10,235,23.50,0,2.5,58.8
100,101,Louisiana-Monroe,3,11,260,23.64,0,3.7,86.7
101,102,California,4,7,166,23.71,0,1.8,41.5
102,103,Mississippi State,4,13,309,23.77,1,3.3,77.3
103,104,Arkansas,4,3,73,24.33,0,0.8,18.3
104,105,Miami (Ohio),4,5,122,24.40,0,1.3,30.5
105,105,USC,4,10,244,24.40,0,2.5,61.0
106,107,Army,4,9,221,24.56,0,2.3,55.3
107,108,Texas State,4,8,197,24.63,0,2.0,49.3
108,109,Arizona State,4,12,299,24.92,0,3.0,74.8
109,110,Southern Mississippi,4,9,225,25.00,1,2.3,56.3
110,111,Troy,3,8,203,25.38,1,2.7,67.7
111,112,Central Michigan,4,12,306,25.50,0,3.0,76.5
112,113,Connecticut,3,11,283,25.73,0,3.7,94.3
113,114,Virginia,4,4,103,25.75,0,1.0,25.8
114,115,Coastal Carolina,4,16,416,26.00,0,4.0,104.0
115,116,North Carolina,4,6,157,26.17,0,1.5,39.3
116,117,Wyoming,4,3,79,26.33,0,0.8,19.8
117,118,Washington State,4,7,186,26.57,1,1.8,46.5
118,119,Rice,4,7,188,26.86,1,1.8,47.0
119,120,Old Dominion,3,10,269,26.90,0,3.3,89.7
120,121,Oregon State,3,11,296,26.91,0,3.7,98.7
121,122,Marshall,3,8,224,28.00,0,2.7,74.7
122,123,Kentucky,4,2,59,29.50,0,0.5,14.8
123,124,Fresno State,3,9,268,29.78,1,3.0,89.3
124,125,Charlotte,4,12,363,30.25,2,3.0,90.8
125,126,Colorado State,4,4,126,31.50,0,1.0,31.5
126,127,New Mexico,3,6,191,31.83,0,2.0,63.7
127,128,Missouri,4,1,39,39.00,0,0.3,9.8
