,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
112,113,Georgia Southern,3,12,535,44.58,4.0,178.3
113,114,Arizona,3,10,446,44.60,3.3,148.7
114,115,Tulsa,4,23,1031,44.83,5.8,257.8
115,116,Western Michigan,4,18,812,45.11,4.5,203.0
116,117,Arkansas State,4,13,587,45.15,3.3,146.8
117,118,USC,4,12,543,45.25,3.0,135.8
118,119,Temple,3,22,998,45.36,7.3,332.7
119,120,Clemson,4,31,1408,45.42,7.8,352.0
120,121,Ball State,4,18,822,45.67,4.5,205.5
121,122,Georgia Tech,3,13,595,45.77,4.3,198.3
122,123,New Mexico,3,16,737,46.06,5.3,245.7
123,124,Wisconsin,3,22,1016,46.18,7.3,338.7
124,125,Auburn,4,28,1305,46.61,7.0,326.3
125,126,North Carolina,4,21,981,46.71,5.3,245.3
126,127,Kent State,4,16,752,47.00,4.0,188.0
127,128,Colorado State,4,21,1010,48.10,5.3,252.5
128,129,Toledo,3,15,725,48.33,5.0,241.7
129,130,Colorado,4,10,488,48.80,2.5,122.0
