,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
85,83,Western Kentucky,3,10,8,80.00,7,70.00,1,10.00
86,83,Massachusetts,4,10,8,80.00,7,70.00,1,10.00
87,83,UNLV,3,10,8,80.00,7,70.00,1,10.00
88,83,UTSA,4,10,8,80.00,7,70.00,1,10.00
89,83,Akron,4,10,8,80.00,6,60.00,2,20.00
90,83,Duke,3,10,8,80.00,6,60.00,2,20.00
91,92,Oregon,4,19,15,78.95,15,78.95,0,0.00
92,92,Western Michigan,4,19,15,78.95,11,57.89,4,21.05
93,94,South Carolina,4,14,11,78.57,8,57.14,3,21.43
94,94,San Diego State,4,14,11,78.57,6,42.86,5,35.71
95,96,Coastal Carolina,4,23,18,78.26,16,69.57,2,8.70
96,97,UCF,4,18,14,77.78,11,61.11,3,16.67
97,97,Utah,4,18,14,77.78,10,55.56,4,22.22
98,97,Marshall,3,9,7,77.78,6,66.67,1,11.11
99,97,Georgia Southern,3,9,7,77.78,2,22.22,5,55.56
100,101,SMU,4,26,20,76.92,16,61.54,4,15.38
101,101,New Mexico State,4,13,10,76.92,9,69.23,1,7.69
102,101,Louisiana-Monroe,3,13,10,76.92,8,61.54,2,15.38
103,101,Arkansas State,4,13,10,76.92,6,46.15,4,30.77
104,105,Maryland,3,20,15,75.00,15,75.00,0,0.00
105,105,Miami (Florida),4,20,15,75.00,12,60.00,3,15.00
106,105,Temple,3,12,9,75.00,8,66.67,1,8.33
107,105,South Alabama,4,12,9,75.00,7,58.33,2,16.67
108,105,South Florida,3,12,9,75.00,6,50.00,3,25.00
109,105,Eastern Michigan,4,12,9,75.00,6,50.00,3,25.00
110,111,Boston College,4,19,14,73.68,12,63.16,2,10.53
111,112,Utah State,3,15,11,73.33,6,40.00,5,33.33
112,113,Rice,4,10,7,70.00,5,50.00,2,20.00
113,114,Michigan,3,13,9,69.23,7,53.85,2,15.38
114,115,UCLA,4,16,11,68.75,10,62.50,1,6.25
115,115,Kentucky,4,16,11,68.75,9,56.25,2,12.50
116,115,Arkansas,4,16,11,68.75,7,43.75,4,25.00
117,118,Nebraska,4,19,13,68.42,11,57.89,2,10.53
118,119,Missouri,4,21,14,66.67,11,52.38,3,14.29
119,119,Syracuse,4,15,10,66.67,7,46.67,3,20.00
120,119,Texas State,4,12,8,66.67,5,41.67,3,25.00
121,119,Vanderbilt,3,9,6,66.67,4,44.44,2,22.22
122,123,Florida International,4,17,11,64.71,9,52.94,2,11.76
123,123,Fresno State,3,17,11,64.71,9,52.94,2,11.76
124,125,Liberty,4,11,7,63.64,7,63.64,0,0.00
125,125,Northwestern,3,11,7,63.64,4,36.36,3,27.27
126,127,Bowling Green,4,16,10,62.50,9,56.25,1,6.25
127,128,UAB,3,9,5,55.56,4,44.44,1,11.11
128,129,Northern Illinois,3,6,3,50.00,1,16.67,2,33.33
129,130,Cincinnati,3,12,5,41.67,5,41.67,0,0.00
