,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
107,108,Appalachian State,3,25,36,9,70,23.3
108,108,USC,4,37,44,12,93,23.3
109,108,Kent State,4,57,31,5,93,23.3
110,111,Houston,4,43,48,3,94,23.5
111,112,Utah State,3,25,42,4,71,23.7
112,113,Florida International,4,49,38,8,95,23.8
113,114,Syracuse,4,32,52,12,96,24.0
114,115,San Jose State,3,34,32,7,73,24.3
115,115,Arkansas State,4,43,48,6,97,24.3
116,117,Middle Tennessee,3,38,31,5,74,24.7
117,118,UCLA,4,32,61,6,99,24.8
118,119,Louisiana Tech,4,37,56,7,100,25.0
119,120,Oregon State,3,35,34,7,76,25.3
120,120,Miami (Ohio),4,48,43,10,101,25.3
121,122,New Mexico State,4,49,51,2,102,25.5
122,123,Toledo,3,27,40,10,77,25.7
123,124,Wyoming,4,27,68,8,103,25.8
124,124,Massachusetts,4,49,49,5,103,25.8
125,126,Vanderbilt,3,29,41,8,78,26.0
126,127,Arizona,3,22,47,10,79,26.3
127,128,New Mexico,3,22,48,11,81,27.0
128,129,Louisiana-Monroe,3,45,34,3,82,27.3
129,129,Florida State,4,38,59,12,109,27.3
