,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
106,106,Arizona,3,10,9,90.00,7,70.00,2,20.00
107,106,Rice,4,10,9,90.00,7,70.00,2,20.00
108,106,Old Dominion,3,10,9,90.00,8,80.00,1,10.00
109,106,Connecticut,3,10,9,90.00,8,80.00,1,10.00
110,106,Massachusetts,4,20,18,90.00,16,80.00,2,10.00
111,112,Florida State,4,22,20,90.91,13,59.09,7,31.82
112,113,UNLV,3,12,11,91.67,7,58.33,4,33.33
113,113,Southern Mississippi,4,12,11,91.67,10,83.33,1,8.33
114,115,Boston College,4,15,14,93.33,9,60.00,5,33.33
115,115,Texas,4,15,14,93.33,9,60.00,5,33.33
116,117,Ball State,4,16,15,93.75,13,81.25,2,12.50
117,118,New Mexico State,4,17,16,94.12,15,88.24,1,5.88
118,119,Iowa,3,3,3,100.00,2,66.67,1,33.33
119,119,Kansas State,3,3,3,100.00,3,100.00,0,0.00
120,119,Memphis,3,5,5,100.00,3,60.00,2,40.00
121,119,Texas Tech,3,5,5,100.00,3,60.00,2,40.00
122,119,Rutgers,3,8,8,100.00,5,62.50,3,37.50
123,119,Minnesota,3,9,9,100.00,7,77.78,2,22.22
124,119,East Carolina,4,10,10,100.00,8,80.00,2,20.00
125,119,Nevada,4,12,12,100.00,11,91.67,1,8.33
126,119,Florida International,4,13,13,100.00,9,69.23,4,30.77
127,119,Colorado State,4,13,13,100.00,9,69.23,4,30.77
128,119,Central Michigan,4,15,15,100.00,12,80.00,3,20.00
129,119,New Mexico,3,15,15,100.00,13,86.67,2,13.33
