,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
41,41,Stanford,4,135,467,3.46,6,33.75,116.75
42,43,Minnesota,3,94,354,3.77,5,31.33,118.00
43,44,Washington,4,129,475,3.68,6,32.25,118.75
44,45,Wake Forest,4,140,486,3.47,4,35.00,121.50
45,46,Texas,4,142,488,3.44,4,35.50,122.00
46,47,Southern Mississippi,4,127,490,3.86,7,31.75,122.50
47,48,Iowa State,3,111,374,3.37,2,37.00,124.67
48,49,Utah State,3,135,377,2.79,2,45.00,125.67
49,49,Western Kentucky,3,125,377,3.02,3,41.67,125.67
50,51,Indiana,4,135,509,3.77,4,33.75,127.25
51,52,Cincinnati,3,122,396,3.25,5,40.67,132.00
52,53,Temple,3,130,399,3.07,5,43.33,133.00
53,54,Nevada,4,142,541,3.81,6,35.50,135.25
54,55,Louisville,4,149,543,3.64,7,37.25,135.75
55,56,Connecticut,3,96,411,4.28,3,32.00,137.00
56,57,Kansas State,3,87,412,4.74,4,29.00,137.33
57,58,SMU,4,137,554,4.04,3,34.25,138.50
58,59,Oklahoma,3,104,421,4.05,2,34.67,140.33
59,59,Duke,3,103,421,4.09,3,34.33,140.33
60,61,California,4,145,565,3.90,4,36.25,141.25
61,62,Boise State,4,143,568,3.97,3,35.75,142.00
62,62,New Mexico,3,107,426,3.98,8,35.67,142.00
63,64,Ball State,4,157,571,3.64,10,39.25,142.75
64,65,Mississippi State,4,128,573,4.48,6,32.00,143.25
65,66,Louisiana-Lafayette,4,123,578,4.70,6,30.75,144.50
66,67,Marshall,3,105,434,4.13,3,35.00,144.67
67,68,South Carolina,4,155,580,3.74,1,38.75,145.00
68,69,Tulane,4,140,589,4.21,5,35.00,147.25
69,70,Eastern Michigan,4,144,595,4.13,8,36.00,148.75
70,71,Tennessee,4,164,599,3.65,7,41.00,149.75
71,72,Illinois,4,171,601,3.51,5,42.75,150.25
72,73,Northwestern,3,115,451,3.92,3,38.33,150.33
73,74,UTEP,3,102,456,4.47,6,34.00,152.00
74,75,Kentucky,4,128,609,4.76,9,32.00,152.25
75,76,Louisiana Tech,4,154,620,4.03,6,38.50,155.00
76,77,Arkansas,4,143,633,4.43,6,35.75,158.25
77,78,Florida State,4,177,636,3.59,9,44.25,159.00
78,79,Northern Illinois,3,98,482,4.92,8,32.67,160.67
79,80,San Jose State,3,127,497,3.91,3,42.33,165.67
80,81,East Carolina,4,164,667,4.07,9,41.00,166.75
81,82,Appalachian State,3,117,507,4.33,3,39.00,169.00
82,83,South Florida,3,137,510,3.72,7,45.67,170.00
83,84,USC,4,159,682,4.29,4,39.75,170.50
84,85,West Virginia,4,165,690,4.18,3,41.25,172.50
85,85,North Carolina,4,151,690,4.57,7,37.75,172.50
86,87,Texas Tech,3,135,518,3.84,3,45.00,172.67
87,88,Virginia Tech,3,133,522,3.92,7,44.33,174.00
88,89,Washington State,4,155,701,4.52,7,38.75,175.25
89,90,Purdue,3,110,526,4.78,5,36.67,175.33
90,91,Colorado,4,157,702,4.47,7,39.25,175.50
91,92,Oklahoma State,4,180,703,3.91,4,45.00,175.75
92,92,Tulsa,4,151,703,4.66,7,37.75,175.75
93,94,North Texas,4,165,710,4.30,8,41.25,177.50
94,94,Florida Atlantic,4,156,710,4.55,7,39.00,177.50
95,96,Vanderbilt,3,94,535,5.69,5,31.33,178.33
96,97,UCLA,4,158,714,4.52,5,39.50,178.50
97,98,UNLV,3,131,536,4.09,5,43.67,178.67
98,99,Boston College,4,157,718,4.57,3,39.25,179.50
99,100,Rice,4,162,727,4.49,7,40.50,181.75
100,101,Kansas,4,181,738,4.08,5,45.25,184.50
101,102,Miami (Ohio),4,167,748,4.48,9,41.75,187.00
102,103,Akron,4,170,749,4.41,8,42.50,187.25
103,104,South Alabama,4,164,753,4.59,6,41.00,188.25
104,105,Syracuse,4,142,772,5.44,11,35.50,193.00
105,106,Hawai'i,4,129,777,6.02,10,32.25,194.25
106,107,Toledo,3,114,598,5.25,6,38.00,199.33
107,108,Houston,4,140,798,5.70,7,35.00,199.50
108,109,Charlotte,4,149,805,5.40,9,37.25,201.25
109,110,Notre Dame,3,126,613,4.87,5,42.00,204.33
110,111,Oregon State,3,135,622,4.61,4,45.00,207.33
111,112,Arkansas State,4,166,833,5.02,10,41.50,208.25
112,113,Ohio,4,152,834,5.49,7,38.00,208.50
113,114,Michigan,3,146,626,4.29,9,48.67,208.67
114,115,Western Michigan,4,161,847,5.26,7,40.25,211.75
115,116,BYU,4,181,862,4.76,4,45.25,215.50
116,117,Florida International,4,155,869,5.61,8,38.75,217.25
117,118,Rutgers,3,134,654,4.88,6,44.67,218.00
118,119,Bowling Green,4,173,883,5.10,10,43.25,220.75
119,120,Middle Tennessee,3,132,666,5.05,5,44.00,222.00
120,121,Liberty,4,171,918,5.37,6,42.75,229.50
121,122,New Mexico State,4,150,953,6.35,11,37.50,238.25
122,123,Colorado State,4,149,958,6.43,11,37.25,239.50
123,124,Louisiana-Monroe,3,124,732,5.90,7,41.33,244.00
124,125,Georgia State,4,166,979,5.90,13,41.50,244.75
125,126,UTSA,4,158,1026,6.49,12,39.50,256.50
126,127,Texas State,4,194,1030,5.31,9,48.50,257.50
127,128,Kent State,4,215,1044,4.86,11,53.75,261.00
128,129,Georgia Tech,3,150,823,5.49,7,50.00,274.33
129,130,Massachusetts,4,173,1135,6.56,15,43.25,283.75
