,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
38,39,South Carolina,13,484,1834,3.79,15,37.23,141.08
39,40,Texas State,12,455,1700,3.74,21,37.92,141.67
40,41,Pittsburgh,12,407,1709,4.20,14,33.92,142.42
41,42,Iowa,13,455,1880,4.13,10,35.00,144.62
42,43,Miami (Florida),13,541,1895,3.50,10,41.62,145.77
43,44,BYU,13,520,1919,3.69,15,40.00,147.62
44,45,Houston,12,471,1775,3.77,19,39.25,147.92
45,46,South Alabama,12,431,1822,4.23,15,35.92,151.83
46,47,Washington State,13,469,1981,4.22,26,36.08,152.38
47,48,Duke,13,498,1992,4.00,16,38.31,153.23
48,49,Georgia Tech,11,373,1690,4.53,15,33.91,153.64
49,50,Florida,11,400,1693,4.23,16,36.36,153.91
50,51,Notre Dame,13,506,2008,3.97,9,38.92,154.46
51,52,Navy,13,447,2009,4.49,18,34.38,154.54
52,53,Western Michigan,12,443,1873,4.23,27,36.92,156.08
53,54,Oklahoma,14,500,2191,4.38,24,35.71,156.50
54,55,New Mexico,12,406,1889,4.65,20,33.83,157.42
55,56,USC,14,510,2221,4.35,20,36.43,158.64
56,57,Florida Atlantic,14,557,2224,3.99,22,39.79,158.86
57,58,Missouri,13,521,2075,3.98,27,40.08,159.62
58,59,UCF,13,498,2079,4.17,17,38.31,159.92
59,60,Wyoming,13,599,2084,3.48,16,46.08,160.31
60,61,Indiana,12,497,1925,3.87,18,41.42,160.42
61,62,Texas Tech,13,488,2101,4.31,16,37.54,161.62
62,63,Louisville,13,514,2124,4.13,24,39.54,163.38
63,64,California,12,475,1969,4.15,21,39.58,164.08
64,65,New Mexico State,13,520,2164,4.16,25,40.00,166.46
65,66,Miami (Ohio),12,449,2001,4.46,13,37.42,166.75
66,67,Idaho,12,463,2017,4.36,19,38.58,168.08
67,68,Stanford,14,516,2366,4.59,18,36.86,169.00
68,69,Coastal Carolina,12,469,2034,4.34,28,39.08,169.50
69,70,Western Kentucky,13,500,2214,4.43,27,38.46,170.31
70,71,Texas A&M,13,530,2221,4.19,19,40.77,170.85
71,72,Florida International,13,478,2227,4.66,23,36.77,171.31
72,73,Kansas,12,491,2059,4.19,31,40.92,171.58
73,74,Minnesota,12,422,2066,4.90,19,35.17,172.17
74,75,Army,13,423,2248,5.31,23,32.54,172.92
75,76,Eastern Michigan,12,481,2079,4.32,17,40.08,173.25
76,77,Temple,13,532,2270,4.27,18,40.92,174.62
77,78,Arizona State,13,465,2272,4.89,31,35.77,174.77
78,79,Kentucky,13,466,2279,4.89,23,35.85,175.31
79,80,UAB,13,494,2287,4.63,19,38.00,175.92
80,81,Louisiana Tech,13,491,2296,4.68,21,37.77,176.62
81,82,Toledo,14,518,2490,4.81,27,37.00,177.86
82,83,Georgia Southern,12,414,2164,5.23,21,34.50,180.33
83,84,Rutgers,12,475,2182,4.59,21,39.58,181.83
84,85,Memphis,13,568,2394,4.21,25,43.69,184.15
85,86,Arizona,13,522,2406,4.61,32,40.15,185.08
86,86,Connecticut,12,447,2221,4.97,26,37.25,185.08
87,88,Central Michigan,13,557,2408,4.32,24,42.85,185.23
88,89,Wake Forest,13,547,2415,4.41,24,42.08,185.77
89,90,Colorado State,13,474,2432,5.13,22,36.46,187.08
90,91,Ball State,12,448,2256,5.04,27,37.33,188.00
91,92,Baylor,12,463,2279,4.92,22,38.58,189.92
92,93,Maryland,12,490,2290,4.67,29,40.83,190.83
93,94,Boston College,13,516,2482,4.81,26,39.69,190.92
94,95,Cincinnati,12,526,2309,4.39,19,43.83,192.42
95,96,Rice,12,462,2311,5.00,30,38.50,192.58
96,97,Buffalo,12,534,2338,4.38,21,44.50,194.83
97,98,Arkansas,12,469,2353,5.02,28,39.08,196.08
98,99,Syracuse,12,451,2360,5.23,28,37.58,196.67
99,100,Massachusetts,12,480,2375,4.95,27,40.00,197.92
100,101,Vanderbilt,12,479,2382,4.97,30,39.92,198.50
101,102,Virginia,13,557,2591,4.65,25,42.85,199.31
102,103,North Texas,14,590,2835,4.81,35,42.14,202.50
103,104,West Virginia,13,539,2654,4.92,26,41.46,204.15
104,105,Old Dominion,12,529,2450,4.63,30,44.08,204.17
105,106,Akron,14,572,2876,5.03,24,40.86,205.43
106,107,Charlotte,12,517,2470,4.78,26,43.08,205.83
107,108,SMU,13,546,2700,4.95,33,42.00,207.69
108,109,Colorado,12,477,2496,5.23,23,39.75,208.00
109,110,Nevada,12,565,2499,4.42,24,47.08,208.25
110,111,Hawai'i,12,480,2522,5.25,23,40.00,210.17
111,112,Tulane,12,464,2525,5.44,26,38.67,210.42
112,113,North Carolina,12,532,2556,4.80,21,44.33,213.00
113,114,Kent State,12,487,2559,5.25,31,40.58,213.25
114,115,Nebraska,12,463,2577,5.57,33,38.58,214.75
115,116,Utah State,13,626,2813,4.49,20,48.15,216.38
116,117,Illinois,12,548,2622,4.78,27,45.67,218.50
117,118,Air Force,12,451,2674,5.93,31,37.58,222.83
118,119,Louisiana-Monroe,12,499,2793,5.60,32,41.58,232.75
119,120,UTEP,12,520,2812,5.41,32,43.33,234.33
120,121,Oregon State,12,515,2829,5.49,35,42.92,235.75
121,122,Louisiana-Lafayette,12,537,2839,5.29,39,44.75,236.58
122,123,UNLV,12,530,2872,5.42,32,44.17,239.33
123,124,Mississippi,12,550,2944,5.35,29,45.83,245.33
124,125,East Carolina,12,501,2946,5.88,36,41.75,245.50
125,126,Tennessee,12,555,3015,5.43,29,46.25,251.25
126,127,Bowling Green,12,544,3039,5.59,35,45.33,253.25
127,128,Tulsa,12,543,3180,5.86,32,45.25,265.00
128,129,San Jose State,13,686,3710,5.41,40,52.77,285.38
129,130,UCLA,13,649,3736,5.76,35,49.92,287.38
