,Rank,Name,G,Sacks,Sack Yards,Sacks/G
104,104,Ball State,12,33.0,190,2.75
105,104,Arkansas State,12,33.0,201,2.75
106,104,Purdue,13,33.0,216,2.54
107,108,Texas,13,34.0,221,2.62
108,109,Maryland,12,35.0,169,2.92
109,109,Arkansas,12,35.0,197,2.92
110,109,Connecticut,12,35.0,203,2.92
111,109,California,12,35.0,242,2.92
112,109,Tennessee,12,35.0,242,2.92
113,114,Auburn,14,36.0,224,2.57
114,114,Texas State,12,36.0,262,3.00
115,114,Michigan,13,36.0,264,2.77
116,114,San Jose State,13,36.0,285,2.77
117,118,Florida,11,37.0,242,3.36
118,119,Utah,13,38.0,233,2.92
119,119,Akron,14,38.0,243,2.71
120,119,Baylor,12,38.0,266,3.17
121,122,Colorado,12,39.0,250,3.25
122,122,North Texas,14,39.0,289,2.79
123,124,Arizona State,13,41.0,240,3.15
124,125,Illinois,12,42.0,277,3.50
125,126,Washington State,13,44.0,317,3.39
126,127,Kent State,12,46.0,240,3.83
127,127,Massachusetts,12,46.0,263,3.83
128,129,Western Kentucky,13,48.0,348,3.69
129,130,Idaho,12,50.0,335,4.17
