,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
37,38,Air Force,12,48,42,87.50,36,75.00,6,12.50
38,38,Houston,12,48,42,87.50,32,66.67,10,20.83
39,38,Arkansas,12,40,35,87.50,30,75.00,5,12.50
40,38,Utah State,13,40,35,87.50,20,50.00,15,37.50
41,42,Utah,13,63,55,87.30,33,52.38,22,34.92
42,43,Washington State,13,54,47,87.04,33,61.11,14,25.93
43,44,West Virginia,13,53,46,86.79,36,67.92,10,18.87
44,44,UCLA,13,53,46,86.79,34,64.15,12,22.64
45,46,Iowa State,13,52,45,86.54,32,61.54,13,25.00
46,47,Indiana,12,44,38,86.36,27,61.36,11,25.00
47,48,Army,13,51,44,86.27,42,82.35,2,3.92
48,48,SMU,13,51,44,86.27,33,64.71,11,21.57
49,50,Mississippi State,13,58,50,86.21,38,65.52,12,20.69
50,51,Tulane,12,36,31,86.11,23,63.89,9,25.00
51,52,UNLV,12,50,43,86.00,27,54.00,16,32.00
52,53,Colorado State,13,63,54,85.71,44,69.84,10,15.87
53,53,Texas A&M,13,56,48,85.71,35,62.50,13,23.21
54,53,Old Dominion,12,35,30,85.71,18,51.43,12,34.29
55,56,Wisconsin,14,62,53,85.48,41,66.13,12,19.35
56,57,Alabama,14,68,58,85.29,46,67.65,12,17.65
57,57,South Carolina,13,34,29,85.29,19,55.88,10,29.41
58,59,Louisiana Tech,13,54,46,85.19,28,51.85,18,33.33
59,60,Toledo,14,67,57,85.07,36,53.73,21,31.34
60,61,Miami (Ohio),12,40,34,85.00,26,65.00,8,20.00
61,62,Louisville,13,59,50,84.75,36,61.02,14,23.73
62,63,Kansas State,13,52,44,84.62,32,61.54,12,23.08
63,64,UCF,13,71,60,84.51,50,70.42,10,14.08
64,65,Coastal Carolina,12,32,27,84.38,21,65.63,6,18.75
65,66,Navy,13,51,43,84.31,35,68.63,8,15.69
66,66,Western Michigan,12,51,43,84.31,31,60.78,12,23.53
67,68,Appalachian State,13,57,48,84.21,36,63.16,12,21.05
68,69,Colorado,12,44,37,84.09,25,56.82,12,27.27
69,69,Michigan,13,44,37,84.09,23,52.27,14,31.82
70,71,Vanderbilt,12,37,31,83.78,30,81.08,1,2.70
71,71,North Carolina,12,37,31,83.78,26,70.27,5,13.51
72,73,San Diego State,13,43,36,83.72,27,62.79,9,20.93
73,74,Washington,13,60,50,83.33,40,66.67,10,16.67
74,74,Louisiana-Monroe,12,48,40,83.33,32,66.67,8,16.67
75,74,Eastern Michigan,12,42,35,83.33,23,54.76,12,28.57
76,77,Duke,13,53,44,83.02,26,49.06,18,33.96
77,78,Massachusetts,12,47,39,82.98,29,61.70,10,21.28
78,78,Syracuse,12,47,39,82.98,23,48.94,16,34.04
79,80,Michigan State,13,51,42,82.35,30,58.82,12,23.53
80,80,UTSA,11,34,28,82.35,14,41.18,14,41.18
81,82,Nevada,12,45,37,82.22,30,66.67,7,15.56
82,82,Boston College,13,45,37,82.22,26,57.78,11,24.44
83,82,Temple,13,45,37,82.22,24,53.33,13,28.89
84,85,New Mexico State,13,50,41,82.00,30,60.00,11,22.00
85,86,Troy,13,55,45,81.82,35,63.64,10,18.18
86,86,Southern Mississippi,13,44,36,81.82,23,52.27,13,29.55
87,88,California,12,49,40,81.63,27,55.10,13,26.53
88,89,Boise State,14,63,51,80.95,36,57.14,15,23.81
89,90,Idaho,12,41,33,80.49,24,58.54,9,21.95
90,90,Minnesota,12,41,33,80.49,23,56.10,10,24.39
91,92,South Florida,12,61,49,80.33,32,52.46,17,27.87
92,93,Northern Illinois,13,45,36,80.00,28,62.22,8,17.78
93,93,Marshall,13,40,32,80.00,24,60.00,8,20.00
94,93,Middle Tennessee,13,35,28,80.00,23,65.71,6,17.14
95,93,Tennessee,12,35,28,80.00,19,54.29,9,25.71
96,93,Rutgers,12,30,24,80.00,18,60.00,6,20.00
97,98,Iowa,13,49,39,79.59,32,65.31,7,14.29
98,99,Central Michigan,13,43,34,79.07,27,62.79,7,16.28
99,100,Virginia,13,33,26,78.79,18,54.55,8,24.24
100,101,Texas,13,47,37,78.72,29,61.70,8,17.02
101,102,Baylor,12,40,31,77.50,18,45.00,13,32.50
102,103,Virginia Tech,13,57,44,77.19,29,50.88,15,26.32
103,104,Pittsburgh,12,35,27,77.14,24,68.57,3,8.57
104,105,LSU,13,56,43,76.79,33,58.93,10,17.86
105,106,Ball State,12,30,23,76.67,18,60.00,5,16.67
106,107,Buffalo,12,55,42,76.36,29,52.73,13,23.64
107,108,Georgia Southern,12,38,29,76.32,20,52.63,9,23.68
108,109,Maryland,12,37,28,75.68,22,59.46,6,16.22
109,109,Texas State,12,37,28,75.68,18,48.65,10,27.03
110,111,Nebraska,12,45,34,75.56,23,51.11,11,24.44
111,112,Cincinnati,12,44,33,75.00,24,54.55,9,20.45
112,112,East Carolina,12,44,33,75.00,24,54.55,9,20.45
113,112,UTEP,12,20,15,75.00,13,65.00,2,10.00
114,115,Rice,12,27,20,74.07,17,62.96,3,11.11
115,116,Western Kentucky,13,50,37,74.00,30,60.00,6,12.00
116,117,Connecticut,12,42,31,73.81,22,52.38,9,21.43
117,118,South Alabama,12,38,28,73.68,17,44.74,11,28.95
118,118,BYU,13,38,28,73.68,17,44.74,11,28.95
119,120,North Carolina State,13,60,44,73.33,36,60.00,8,13.33
120,121,USC,14,59,43,72.88,34,57.63,9,15.25
121,122,Akron,14,33,24,72.73,20,60.61,4,12.12
122,123,Arkansas State,12,64,46,71.88,35,54.69,11,17.19
123,123,New Mexico,12,32,23,71.88,17,53.13,6,18.75
124,125,Hawai'i,12,43,30,69.77,26,60.47,4,9.30
125,126,Texas Tech,13,62,43,69.35,33,53.23,10,16.13
126,127,Charlotte,12,26,18,69.23,15,57.69,3,11.54
127,128,Georgia State,12,36,24,66.67,16,44.44,8,22.22
128,129,San Jose State,13,29,19,65.52,13,44.83,6,20.69
129,130,Kent State,12,25,16,64.00,8,32.00,8,32.00
