,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
41,42,Iowa State,13,76,4750,62.50,41,53.95,3,0
42,43,Iowa,13,70,4374,62.49,32,45.71,0,2
43,44,Fresno State,14,81,5054,62.40,40,49.38,0,0
44,45,Louisiana-Monroe,12,69,4305,62.39,25,36.23,1,4
45,46,USC,14,82,5111,62.33,30,36.59,4,0
46,47,Rutgers,12,46,2863,62.24,14,30.43,1,1
47,48,Penn State,13,93,5787,62.23,33,35.48,7,0
48,49,Virginia,13,58,3609,62.22,20,34.48,2,2
49,50,Oregon State,12,51,3171,62.18,15,29.41,0,2
50,51,Clemson,14,88,5471,62.17,26,29.55,3,0
51,52,Georgia State,12,53,3294,62.15,14,26.42,1,0
52,53,BYU,13,49,3043,62.10,15,30.61,2,2
53,54,Western Kentucky,13,62,3849,62.08,24,38.71,2,1
54,55,Nebraska,12,61,3784,62.03,28,45.90,1,1
55,56,South Florida,12,88,5454,61.98,36,40.91,5,0
56,56,Indiana,12,62,3843,61.98,32,51.61,2,3
57,58,Missouri,13,94,5824,61.96,49,52.13,4,0
58,58,Florida International,13,68,4213,61.96,34,50.00,2,1
59,60,Toledo,14,99,6130,61.92,45,45.45,3,0
60,61,Duke,13,73,4518,61.89,19,26.03,1,0
61,62,TCU,14,90,5568,61.87,34,37.78,4,0
62,63,Washington State,13,77,4760,61.82,31,40.26,1,2
63,64,Texas A&M,13,80,4940,61.75,34,42.50,4,3
64,65,North Texas,14,96,5926,61.73,40,41.67,0,0
65,66,Notre Dame,13,84,5176,61.62,24,28.57,3,0
66,67,Nevada,12,61,3757,61.59,30,49.18,1,4
67,68,Purdue,13,66,4059,61.50,38,57.58,1,2
68,69,Wyoming,13,61,3751,61.49,24,39.34,4,1
69,70,Kansas State,13,82,5031,61.35,43,52.44,1,0
70,70,Appalachian State,13,82,5031,61.35,29,35.37,2,1
71,72,Minnesota,12,56,3433,61.30,19,33.93,3,2
72,73,Mississippi,12,76,4653,61.22,25,32.89,1,2
73,74,Oklahoma,14,112,6845,61.12,85,75.89,3,0
74,75,Kent State,12,38,2320,61.05,9,23.68,1,1
75,76,Eastern Michigan,12,61,3720,60.98,18,29.51,2,2
76,77,Michigan State,13,62,3778,60.94,14,22.58,1,1
77,78,Air Force,12,67,4082,60.93,34,50.75,3,2
78,79,Utah,13,82,4986,60.80,48,58.54,3,1
79,80,Arkansas,12,66,4008,60.73,21,31.82,6,0
80,81,Temple,13,69,4190,60.72,18,26.09,1,1
81,82,Houston,12,65,3942,60.65,26,40.00,2,2
82,83,Idaho,12,52,3153,60.63,26,50.00,2,1
83,84,Louisiana Tech,13,82,4966,60.56,29,35.37,0,0
84,85,UTSA,11,56,3391,60.55,18,32.14,0,3
85,86,Texas State,12,48,2906,60.54,15,31.25,4,0
86,87,Tulane,12,57,3447,60.47,21,36.84,0,5
87,88,Southern Mississippi,13,73,4410,60.41,36,49.32,5,1
88,89,Buffalo,12,61,3683,60.38,22,36.07,1,1
89,90,New Mexico State,13,73,4403,60.32,29,39.73,5,0
90,91,Northern Illinois,13,70,4219,60.27,20,28.57,4,0
91,92,UNLV,12,72,4336,60.22,21,29.17,1,2
92,93,Western Michigan,12,72,4335,60.21,16,22.22,1,0
93,94,Louisville,13,91,5478,60.20,23,25.27,3,2
94,94,Louisiana-Lafayette,12,64,3853,60.20,19,29.69,5,2
95,96,Army,13,69,4153,60.19,20,28.99,1,1
96,97,UAB,13,71,4273,60.18,30,42.25,2,0
97,98,Utah State,13,77,4632,60.16,38,49.35,1,4
98,99,Oklahoma State,13,109,6508,59.71,37,33.94,4,0
99,100,UCF,13,105,6269,59.70,23,21.90,4,1
100,101,Kentucky,13,71,4235,59.65,30,42.25,1,0
101,102,Baylor,12,59,3512,59.53,13,22.03,3,5
102,103,Ball State,12,47,2790,59.36,8,17.02,2,0
103,104,Washington,13,87,5162,59.33,18,20.69,1,0
104,105,Wake Forest,13,88,5218,59.30,33,37.50,6,1
105,106,Miami (Ohio),12,58,3435,59.22,21,36.21,6,2
106,107,Maryland,12,58,3432,59.17,5,8.62,3,0
107,108,Georgia Tech,11,57,3372,59.16,10,17.54,2,1
108,109,Troy,13,74,4373,59.09,24,32.43,1,2
109,110,Old Dominion,12,56,3307,59.05,19,33.93,0,0
110,111,Coastal Carolina,12,56,3304,59.00,9,16.07,1,3
111,112,Cincinnati,12,52,3058,58.81,13,25.00,5,1
112,113,West Virginia,13,78,4580,58.72,27,34.62,4,4
113,114,Northwestern,13,68,3991,58.69,20,29.41,1,3
114,115,Navy,13,70,4106,58.66,17,24.29,3,3
115,116,South Alabama,12,51,2989,58.61,8,15.69,3,2
116,117,Ohio,13,93,5450,58.60,20,21.51,0,0
117,118,UTEP,12,33,1932,58.55,21,63.64,0,0
118,119,North Carolina State,13,79,4617,58.44,22,27.85,0,1
119,120,Ohio State,14,104,6075,58.41,12,11.54,7,2
120,121,SMU,13,89,5195,58.37,28,31.46,1,2
121,122,Akron,14,60,3483,58.05,12,20.00,1,1
122,123,Memphis,13,101,5854,57.96,21,20.79,5,2
123,124,Arkansas State,12,85,4912,57.79,24,28.24,6,2
124,125,Hawai'i,12,50,2885,57.70,2,4.00,1,3
125,126,Massachusetts,12,67,3859,57.60,20,29.85,2,4
126,127,Kansas,12,51,2902,56.90,17,33.33,1,1
127,128,Bowling Green,12,63,3551,56.37,18,28.57,0,2
128,129,San Jose State,13,47,2642,56.21,31,65.96,3,3
129,130,Central Michigan,13,67,3658,54.60,20,29.85,0,1
