,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
68,69,Hawai'i,12,68,619,5.7,51.6
69,70,Ohio State,14,83,721,5.9,51.5
70,71,Miami (Florida),13,74,660,5.7,50.8
71,71,Toledo,14,75,711,5.4,50.8
72,73,Washington State,13,75,659,5.8,50.7
73,74,Kansas,12,72,605,6.0,50.4
74,75,Old Dominion,12,58,603,4.8,50.3
75,76,Colorado,12,64,601,5.3,50.1
76,77,New Mexico,12,64,599,5.3,49.9
77,78,Missouri,13,77,648,5.9,49.8
78,79,Utah,13,69,644,5.3,49.5
79,80,North Carolina State,13,77,639,5.9,49.2
80,81,BYU,13,69,637,5.3,49.0
81,82,Northwestern,13,67,636,5.2,48.9
82,83,Colorado State,13,73,633,5.6,48.7
83,84,Auburn,14,84,679,6.0,48.5
84,85,Virginia Tech,13,82,626,6.3,48.2
85,85,Georgia State,12,71,578,5.9,48.2
86,85,Mississippi State,13,65,626,5.0,48.2
87,88,North Carolina,12,64,577,5.3,48.1
88,89,Oklahoma State,13,76,623,5.8,47.9
89,90,Kansas State,13,74,613,5.7,47.2
90,91,Wisconsin,14,76,659,5.4,47.1
91,92,Bowling Green,12,65,560,5.4,46.7
92,93,Vanderbilt,12,86,557,7.2,46.4
93,94,Louisiana-Lafayette,12,64,555,5.3,46.3
94,94,Wyoming,13,64,602,4.9,46.3
95,96,Florida International,13,70,600,5.4,46.2
96,97,Michigan,13,70,599,5.4,46.1
97,98,Florida,11,64,501,5.8,45.5
98,98,Michigan State,13,63,592,4.8,45.5
99,100,Georgia Southern,12,63,545,5.3,45.4
100,101,Virginia,13,66,589,5.1,45.3
101,102,Arkansas,12,65,542,5.4,45.2
102,103,Oklahoma,14,74,632,5.3,45.1
103,103,Clemson,14,74,631,5.3,45.1
104,105,Texas A&M,13,70,583,5.4,44.8
105,106,Southern Mississippi,13,64,577,4.9,44.4
106,107,Wake Forest,13,62,567,4.8,43.6
107,108,Florida Atlantic,14,70,605,5.0,43.2
108,109,TCU,14,67,596,4.8,42.6
109,110,Idaho,12,59,506,4.9,42.2
110,111,San Diego State,13,61,545,4.7,41.9
111,112,Boise State,14,62,585,4.4,41.8
112,113,Charlotte,12,60,500,5.0,41.7
113,114,South Carolina,13,71,526,5.5,40.5
114,114,Fresno State,14,72,567,5.1,40.5
115,116,Louisiana Tech,13,69,522,5.3,40.2
116,116,Navy,13,67,523,5.2,40.2
117,118,South Alabama,12,66,479,5.5,39.9
118,119,Ball State,12,49,478,4.1,39.8
119,120,Georgia,15,78,595,5.2,39.7
120,121,Washington,13,55,514,4.2,39.5
121,122,Florida State,13,60,510,4.6,39.2
122,123,Pittsburgh,12,57,461,4.8,38.4
123,124,Army,13,63,498,4.8,38.3
124,125,Air Force,12,50,457,4.2,38.1
125,126,Boston College,13,61,491,4.7,37.8
126,127,Georgia Tech,11,42,396,3.8,36.0
127,128,LSU,13,64,465,4.9,35.8
128,129,Rice,12,49,406,4.1,33.8
129,130,Alabama,14,61,455,4.4,32.5
