,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
47,48,Texas A&M,13,78,4755,60.96,34,43.59,2,0
48,49,UTEP,12,79,4818,60.99,40,50.63,1,0
49,50,North Carolina,12,74,4515,61.01,30,40.54,0,0
50,50,Missouri,13,80,4881,61.01,37,46.25,1,1
51,52,South Florida,12,51,3112,61.02,18,35.29,2,5
52,53,LSU,13,54,3296,61.04,31,57.41,3,2
53,54,Nebraska,12,78,4763,61.06,32,41.03,4,1
54,55,Tennessee,12,67,4092,61.07,34,50.75,1,0
55,56,Mississippi,12,79,4825,61.08,34,43.04,4,4
56,57,Syracuse,12,75,4582,61.09,34,45.33,2,0
57,58,SMU,13,88,5378,61.11,35,39.77,3,0
58,59,Idaho,12,66,4034,61.12,27,40.91,6,0
59,60,Georgia,15,58,3546,61.14,27,46.55,0,0
60,61,Kentucky,13,74,4525,61.15,24,32.43,2,1
61,62,Georgia State,12,56,3426,61.18,21,37.50,5,5
62,63,California,12,67,4100,61.19,18,26.87,1,1
63,64,Louisiana-Lafayette,12,82,5019,61.21,37,45.12,2,3
64,65,New Mexico State,13,73,4470,61.23,39,53.42,4,2
65,66,Wyoming,13,53,3246,61.25,29,54.72,1,1
66,67,Duke,13,56,3433,61.30,23,41.07,2,1
67,68,Utah State,13,68,4170,61.32,29,42.65,4,1
68,69,Central Michigan,13,73,4478,61.34,23,31.51,6,0
69,70,Oklahoma State,13,72,4418,61.36,42,58.33,0,2
70,71,North Carolina State,13,63,3870,61.43,25,39.68,5,5
71,72,Texas Tech,13,79,4855,61.46,45,56.96,3,3
72,73,Appalachian State,13,59,3627,61.47,27,45.76,3,1
73,73,Rice,12,79,4856,61.47,38,48.10,2,0
74,75,Ball State,12,89,5472,61.48,40,44.94,1,0
75,76,Purdue,13,56,3444,61.50,25,44.64,1,3
76,77,Minnesota,12,55,3383,61.51,19,34.55,1,1
77,78,Iowa,13,56,3445,61.52,19,33.93,3,1
78,79,Louisville,13,65,4001,61.55,33,50.77,5,2
79,80,Connecticut,12,83,5110,61.57,28,33.73,4,1
80,81,Oklahoma,14,71,4378,61.66,31,43.66,1,3
81,82,Northern Illinois,13,63,3888,61.71,23,36.51,0,1
82,83,East Carolina,12,93,5742,61.74,44,47.31,3,1
83,84,Middle Tennessee,13,66,4077,61.77,39,59.09,2,0
84,85,Oregon,13,74,4572,61.78,33,44.59,0,2
85,86,Florida State,13,60,3708,61.80,31,51.67,2,2
86,87,UCLA,13,92,5687,61.82,35,38.04,3,1
87,88,Utah,13,67,4143,61.84,44,65.67,4,2
88,89,Charlotte,12,73,4519,61.90,28,38.36,2,0
89,90,Illinois,12,68,4210,61.91,30,44.12,2,1
90,91,Arizona State,13,83,5142,61.95,43,51.81,2,1
91,92,Old Dominion,12,69,4282,62.06,34,49.28,1,1
92,92,Baylor,12,87,5399,62.06,47,54.02,2,0
93,94,Hawai'i,12,73,4537,62.15,29,39.73,1,1
94,95,Coastal Carolina,12,73,4538,62.16,25,34.25,0,2
95,96,West Virginia,13,79,4913,62.19,36,45.57,2,3
96,97,Florida International,13,71,4417,62.21,32,45.07,3,2
97,98,Tulane,12,65,4045,62.23,35,53.85,3,1
98,99,Michigan,13,54,3365,62.31,19,35.19,4,1
99,100,Iowa State,13,56,3490,62.32,23,41.07,4,0
100,101,Stanford,14,68,4241,62.37,20,29.41,2,0
101,102,Colorado State,13,66,4117,62.38,42,63.64,0,3
102,103,Cincinnati,12,74,4618,62.41,37,50.00,0,0
103,104,Nevada,12,78,4870,62.44,37,47.44,0,1
104,105,Arizona,13,78,4875,62.50,46,58.97,0,1
105,106,Northwestern,13,53,3313,62.51,27,50.94,0,1
106,107,UTSA,11,42,2626,62.52,20,47.62,1,0
107,108,Air Force,12,75,4693,62.57,46,61.33,3,1
108,109,South Alabama,12,66,4130,62.58,31,46.97,2,1
109,110,Southern Mississippi,13,64,4006,62.59,23,35.94,1,3
110,111,Virginia Tech,13,45,2818,62.62,17,37.78,2,0
111,112,Boise State,14,57,3570,62.63,19,33.33,1,5
112,113,Pittsburgh,12,61,3823,62.67,28,45.90,3,2
113,114,Oregon State,12,95,5960,62.74,36,37.89,2,0
114,115,Indiana,12,61,3830,62.79,26,42.62,2,0
115,116,Ohio State,14,56,3521,62.88,27,48.21,1,0
116,117,Washington,13,47,2956,62.89,19,40.43,1,3
117,118,Wisconsin,14,48,3020,62.92,13,27.08,0,2
118,118,Wake Forest,13,74,4656,62.92,28,37.84,4,2
119,120,Houston,12,64,4032,63.00,32,50.00,0,0
120,120,BYU,13,69,4347,63.00,31,44.93,0,1
121,122,Clemson,14,44,2773,63.02,16,36.36,2,4
122,123,Miami (Florida),13,61,3845,63.03,25,40.98,1,2
123,124,Auburn,14,56,3533,63.09,28,50.00,1,2
124,125,Alabama,14,42,2673,63.64,22,52.38,1,2
125,126,Washington State,13,63,4012,63.68,38,60.32,0,1
126,127,Texas State,12,79,5035,63.73,44,55.70,4,0
127,128,Vanderbilt,12,70,4464,63.77,38,54.29,2,1
128,129,Colorado,12,66,4211,63.80,38,57.58,1,2
129,130,Florida,11,62,3987,64.31,34,54.84,2,1
