,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
95,86,Michigan,13,3,1,0,0,0,0,0
96,86,Northwestern,13,3,0,0,0,0,0,0
97,86,Oregon State,12,3,1,0,0,0,0,0
98,86,Pittsburgh,12,3,0,0,0,0,0,0
99,86,San Jose State,13,3,2,1,1,1,1,1
100,86,South Alabama,12,3,2,0,0,0,0,0
101,86,South Carolina,13,3,2,2,2,2,2,2
102,86,Wake Forest,13,3,1,0,0,0,0,0
103,86,Washington,13,3,2,1,1,1,1,0
104,86,Wisconsin,14,3,1,0,0,0,0,0
105,106,Alabama,14,2,1,1,0,0,0,0
106,106,Baylor,12,2,0,0,0,0,0,0
107,106,Clemson,14,2,0,0,0,0,0,0
108,106,Georgia Tech,11,2,1,0,0,0,0,0
109,106,Iowa State,13,2,0,0,0,0,0,0
110,106,Miami (Ohio),12,2,0,0,0,0,0,0
111,106,Oklahoma,14,2,2,1,1,1,0,0
112,106,Purdue,13,2,1,0,0,0,0,0
113,106,Rutgers,12,2,1,0,0,0,0,0
114,106,South Florida,12,2,0,0,0,0,0,0
115,106,Southern Mississippi,13,2,0,0,0,0,0,0
116,106,Tulsa,12,2,0,0,0,0,0,0
117,106,UNLV,12,2,0,0,0,0,0,0
118,106,Utah,13,2,1,1,0,0,0,0
119,120,Air Force,12,1,1,0,0,0,0,0
120,120,Akron,14,1,0,0,0,0,0,0
121,120,Arizona State,13,1,1,1,0,0,0,0
122,120,Cincinnati,12,1,1,0,0,0,0,0
123,120,Eastern Michigan,12,1,1,1,0,0,0,0
124,120,Idaho,12,1,0,0,0,0,0,0
125,120,Oklahoma State,13,1,0,0,0,0,0,0
126,127,Buffalo,12,0,0,0,0,0,0,0
127,127,LSU,13,0,0,0,0,0,0,0
128,127,Texas State,12,0,0,0,0,0,0,0
129,127,Washington State,13,0,0,0,0,0,0,0
