,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
38,39,Marshall,13,75,3031,40.41,5.8,233.2
39,40,UNLV,12,41,1658,40.44,3.4,138.2
40,41,Ball State,12,51,2064,40.47,4.3,172.0
41,42,Memphis,13,66,2677,40.56,5.1,205.9
42,43,Washington,13,73,2962,40.58,5.6,227.8
43,44,Alabama,14,94,3817,40.61,6.7,272.6
44,45,Western Kentucky,13,67,2723,40.64,5.2,209.5
45,46,Central Michigan,13,80,3253,40.66,6.2,250.2
46,47,North Carolina State,13,64,2604,40.69,4.9,200.3
47,48,Illinois,12,58,2363,40.74,4.8,196.9
48,49,Houston,12,61,2487,40.77,5.1,207.3
49,50,Tulane,12,42,1714,40.81,3.5,142.8
50,50,Louisiana-Monroe,12,52,2122,40.81,4.3,176.8
51,52,Northwestern,13,80,3269,40.86,6.2,251.5
52,53,Florida Atlantic,14,69,2820,40.87,4.9,201.4
53,54,Bowling Green,12,47,1923,40.91,3.9,160.3
54,55,Texas A&M,13,86,3519,40.92,6.6,270.7
55,56,Minnesota,12,62,2539,40.95,5.2,211.6
56,57,UCLA,13,51,2089,40.96,3.9,160.7
57,58,Mississippi State,13,84,3442,40.98,6.5,264.8
58,59,Air Force,12,50,2050,41.00,4.2,170.8
59,60,Wake Forest,13,72,2958,41.08,5.5,227.5
60,61,Southern Mississippi,13,82,3371,41.11,6.3,259.3
61,62,Virginia Tech,13,92,3785,41.14,7.1,291.2
62,63,Massachusetts,12,63,2597,41.22,5.3,216.4
63,64,Pittsburgh,12,61,2515,41.23,5.1,209.6
64,65,Iowa State,13,73,3011,41.25,5.6,231.6
65,66,Louisiana Tech,13,56,2311,41.27,4.3,177.8
66,67,Idaho,12,60,2477,41.28,5.0,206.4
67,68,Arizona,13,57,2354,41.30,4.4,181.1
68,69,South Alabama,12,47,1942,41.32,3.9,161.8
69,70,Nevada,12,45,1860,41.33,3.8,155.0
70,71,Buffalo,12,60,2484,41.40,5.0,207.0
71,71,Eastern Michigan,12,75,3105,41.40,6.3,258.8
72,73,North Carolina,12,65,2692,41.42,5.4,224.3
73,74,Florida State,13,77,3190,41.43,5.9,245.4
74,75,Michigan,13,97,4021,41.45,7.5,309.3
75,76,Mississippi,12,54,2240,41.48,4.5,186.7
76,77,Coastal Carolina,12,53,2200,41.51,4.4,183.3
77,78,Rice,12,40,1663,41.58,3.3,138.6
78,79,Wisconsin,14,84,3495,41.61,6.0,249.6
79,80,Baylor,12,54,2251,41.69,4.5,187.6
80,81,Auburn,14,90,3755,41.72,6.4,268.2
81,82,Florida International,13,44,1836,41.73,3.4,141.2
82,83,Ohio State,14,90,3757,41.74,6.4,268.4
83,84,Washington State,13,80,3347,41.84,6.2,257.5
84,85,San Diego State,13,72,3016,41.89,5.5,232.0
85,86,UAB,13,68,2856,42.00,5.2,219.7
86,87,Michigan State,13,77,3236,42.03,5.9,248.9
87,88,Kentucky,13,48,2018,42.04,3.7,155.2
88,89,Appalachian State,13,74,3113,42.07,5.7,239.5
89,90,Temple,13,63,2651,42.08,4.8,203.9
90,91,Syracuse,12,72,3033,42.13,6.0,252.8
91,92,Kent State,12,57,2402,42.14,4.8,200.2
92,93,Texas,13,92,3881,42.18,7.1,298.5
93,94,Georgia Southern,12,53,2237,42.21,4.4,186.4
94,95,USC,14,71,3003,42.30,5.1,214.5
95,96,Fresno State,14,78,3310,42.44,5.6,236.4
96,97,Florida,11,55,2343,42.60,5.0,213.0
97,98,New Mexico State,13,76,3240,42.63,5.8,249.2
98,99,Indiana,12,95,4052,42.65,7.9,337.7
99,100,Colorado State,13,59,2519,42.69,4.5,193.8
100,100,Oklahoma,14,74,3159,42.69,5.3,225.6
101,100,Notre Dame,13,75,3202,42.69,5.8,246.3
102,103,Oklahoma State,13,79,3377,42.75,6.1,259.8
103,104,Texas State,12,64,2737,42.77,5.3,228.1
104,105,Boston College,13,90,3852,42.80,6.9,296.3
105,106,Georgia Tech,11,57,2440,42.81,5.2,221.8
106,107,TCU,14,86,3688,42.88,6.1,263.4
107,108,South Carolina,13,59,2531,42.90,4.5,194.7
108,109,West Virginia,13,71,3049,42.94,5.5,234.5
109,110,Georgia,15,95,4106,43.22,6.3,273.7
110,111,Texas Tech,13,58,2510,43.28,4.5,193.1
111,112,Cincinnati,12,49,2121,43.29,4.1,176.8
112,113,Tennessee,12,59,2556,43.32,4.9,213.0
113,114,Old Dominion,12,62,2690,43.39,5.2,224.2
114,115,Oregon State,12,30,1302,43.40,2.5,108.5
115,116,Clemson,14,104,4522,43.48,7.4,323.0
116,117,Missouri,13,73,3184,43.62,5.6,244.9
117,118,UCF,13,66,2881,43.65,5.1,221.6
118,119,East Carolina,12,41,1790,43.66,3.4,149.2
119,120,Utah,13,67,2934,43.79,5.2,225.7
120,121,Georgia State,12,61,2673,43.82,5.1,222.8
121,122,Connecticut,12,53,2326,43.89,4.4,193.8
122,123,New Mexico,12,70,3073,43.90,5.8,256.1
123,124,Middle Tennessee,13,73,3243,44.42,5.6,249.5
124,125,Wyoming,13,65,2892,44.49,5.0,222.5
125,126,Louisiana-Lafayette,12,51,2285,44.80,4.3,190.4
126,127,Duke,13,73,3282,44.96,5.6,252.5
127,128,LSU,13,73,3294,45.12,5.6,253.4
128,129,Louisville,13,66,2979,45.14,5.1,229.2
129,130,BYU,13,56,2570,45.89,4.3,197.7
