,Rank,Name,G,TFL,TFL Yards,TFL/G
52,46,Northern Illinois,13,72.0,312,5.54
53,46,Colorado,12,72.0,327,6.00
54,55,Stanford,14,73.0,218,5.21
55,55,Ohio,13,73.0,221,5.62
56,55,Houston,12,73.0,238,6.08
57,55,Memphis,13,73.0,264,5.62
58,55,South Carolina,13,73.0,277,5.62
59,55,Temple,13,73.0,286,5.62
60,55,Wyoming,13,73.0,299,5.62
61,55,Northwestern,13,73.0,308,5.62
62,55,Florida,11,73.0,324,6.64
63,55,USC,14,73.0,328,5.21
64,65,Washington,13,74.0,286,5.69
65,65,Tulane,12,74.0,307,6.17
66,65,Indiana,12,74.0,318,6.17
67,65,Florida International,13,74.0,336,5.69
68,69,Louisiana Tech,13,75.0,240,5.77
69,69,Georgia State,12,75.0,260,6.25
70,69,Kentucky,13,75.0,287,5.77
71,72,Boston College,13,76.0,239,5.85
72,72,Old Dominion,12,76.0,242,6.33
73,72,Notre Dame,13,76.0,246,5.85
74,75,Southern Mississippi,13,77.0,237,5.92
75,75,UTSA,11,77.0,251,7.00
76,75,Coastal Carolina,12,77.0,296,6.42
77,75,Virginia,13,77.0,305,5.92
78,75,New Mexico State,13,77.0,321,5.92
79,75,Clemson,14,77.0,377,5.50
80,81,Charlotte,12,78.0,270,6.50
81,81,Rice,12,78.0,306,6.50
82,81,Washington State,13,78.0,415,6.00
83,84,Louisiana-Lafayette,12,78.5,324,6.54
84,85,North Carolina State,13,79.0,244,6.08
85,85,San Diego State,13,79.0,308,6.08
86,85,Pittsburgh,12,79.0,336,6.58
87,85,Texas Tech,13,79.0,354,6.08
88,85,North Carolina,12,79.0,358,6.58
89,90,Boise State,14,80.0,258,5.71
90,91,South Florida,12,81.0,262,6.75
91,91,Arkansas,12,81.0,295,6.75
92,91,Iowa,13,81.0,302,6.23
93,91,Arizona State,13,81.0,355,6.23
94,95,Oklahoma State,13,82.0,281,6.31
95,95,Oregon,13,82.0,306,6.31
96,95,Maryland,12,82.0,306,6.83
97,95,Texas A&M,13,82.0,312,6.31
98,95,Syracuse,12,82.0,329,6.83
99,95,Bowling Green,12,82.0,335,6.83
100,101,San Jose State,13,83.0,370,6.39
101,101,Michigan,13,83.0,376,6.39
102,103,Central Michigan,13,84.0,300,6.46
103,103,Middle Tennessee,13,84.0,315,6.46
104,103,UCLA,13,84.0,358,6.46
105,103,California,12,84.0,374,7.00
106,107,Florida Atlantic,14,85.0,295,6.07
107,107,TCU,14,85.0,302,6.07
108,107,South Alabama,12,85.0,349,7.08
109,110,Duke,13,87.0,322,6.69
110,110,Illinois,12,87.0,411,7.25
111,112,Tennessee,12,89.0,365,7.42
112,113,Utah State,13,90.0,310,6.92
113,113,Auburn,14,90.0,347,6.43
114,113,Texas,13,90.0,360,6.92
115,113,Massachusetts,12,90.0,364,7.50
116,117,Connecticut,12,91.0,326,7.58
117,117,Penn State,13,91.0,356,7.00
118,119,Kansas State,13,91.5,266,7.04
119,120,Florida State,13,92.0,356,7.08
120,120,Kansas,12,92.0,381,7.67
121,122,Georgia Southern,12,92.5,354,7.71
122,123,Akron,14,93.0,370,6.64
123,124,Baylor,12,94.0,398,7.83
124,124,Idaho,12,94.0,425,7.83
125,126,Utah,13,96.0,400,7.39
126,126,North Texas,14,96.0,417,6.86
127,128,Western Kentucky,13,101.0,462,7.77
128,129,Texas State,12,109.0,447,9.08
129,130,Kent State,12,116.0,451,9.67
