,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
44,45,Tulane,12,70,579,5.8,48.3
45,46,Western Kentucky,13,74,633,5.7,48.7
46,46,Notre Dame,13,75,633,5.8,48.7
47,48,Connecticut,12,63,586,5.3,48.8
48,49,Northwestern,13,64,637,4.9,49.0
49,50,Syracuse,12,74,593,6.2,49.4
50,51,Buffalo,12,67,597,5.6,49.8
51,52,Boise State,14,82,700,5.9,50.0
52,53,Vanderbilt,12,69,601,5.8,50.1
53,53,Rutgers,12,71,601,5.9,50.1
54,55,Wisconsin,14,75,703,5.4,50.2
55,56,Miami (Florida),13,69,656,5.3,50.5
56,57,Purdue,13,75,658,5.8,50.6
57,57,LSU,13,75,658,5.8,50.6
58,59,New Mexico,12,73,613,6.1,51.1
59,59,Louisville,13,82,664,6.3,51.1
60,61,Washington State,13,73,666,5.6,51.2
61,62,UTEP,12,70,625,5.8,52.1
62,63,Florida Atlantic,14,82,733,5.9,52.4
63,64,Western Michigan,12,68,639,5.7,53.3
64,65,San Jose State,13,84,694,6.5,53.4
65,66,UAB,13,76,697,5.8,53.6
66,66,TCU,14,89,750,6.4,53.6
67,68,Houston,12,72,646,6.0,53.8
68,68,Florida State,13,78,699,6.0,53.8
69,70,Georgia Southern,12,77,648,6.4,54.0
70,71,Arizona,13,68,705,5.2,54.2
71,72,Mississippi State,13,80,710,6.2,54.6
72,73,North Carolina State,13,78,712,6.0,54.8
73,73,California,12,78,658,6.5,54.8
74,75,Northern Illinois,13,80,722,6.2,55.5
75,76,Colorado,12,75,668,6.3,55.7
76,76,Georgia,15,95,835,6.3,55.7
77,78,Baylor,12,88,671,7.3,55.9
78,79,Utah State,13,80,729,6.2,56.1
79,79,New Mexico State,13,89,729,6.8,56.1
80,81,South Alabama,12,73,679,6.1,56.6
81,81,Massachusetts,12,79,679,6.6,56.6
82,83,Colorado State,13,81,741,6.2,57.0
83,84,Michigan,13,86,743,6.6,57.2
84,85,Oklahoma,14,82,808,5.9,57.7
85,86,Troy,13,91,751,7.0,57.8
86,87,San Diego State,13,85,758,6.5,58.3
87,87,UTSA,11,79,641,7.2,58.3
88,89,Eastern Michigan,12,74,702,6.2,58.5
89,90,Florida,11,88,646,8.0,58.7
90,91,East Carolina,12,80,705,6.7,58.8
91,92,Indiana,12,71,707,5.9,58.9
92,93,Michigan State,13,84,768,6.5,59.1
93,94,SMU,13,83,769,6.4,59.2
94,95,Missouri,13,96,774,7.4,59.5
95,96,West Virginia,13,79,776,6.1,59.7
96,97,Marshall,13,85,777,6.5,59.8
97,98,Tulsa,12,84,720,7.0,60.0
98,99,Nebraska,12,75,728,6.3,60.7
99,99,Utah,13,88,789,6.8,60.7
100,101,Central Michigan,13,83,804,6.4,61.8
101,102,Middle Tennessee,13,84,809,6.5,62.2
102,103,Akron,14,88,873,6.3,62.4
103,103,Mississippi,12,91,749,7.6,62.4
104,105,Coastal Carolina,12,84,754,7.0,62.8
105,106,Appalachian State,13,91,831,7.0,63.9
106,107,Illinois,12,85,768,7.1,64.0
107,108,Charlotte,12,78,771,6.5,64.3
108,109,Maryland,12,83,774,6.9,64.5
109,110,Florida International,13,84,844,6.5,64.9
110,111,Miami (Ohio),12,86,781,7.2,65.1
111,112,Texas,13,92,869,7.1,66.8
112,113,Southern Mississippi,13,99,872,7.6,67.1
113,114,Ohio State,14,97,943,6.9,67.4
114,115,Toledo,14,106,951,7.6,67.9
115,116,Oregon State,12,84,816,7.0,68.0
116,117,UCF,13,109,888,8.4,68.3
117,118,Hawai'i,12,93,826,7.8,68.8
118,119,Bowling Green,12,89,827,7.4,68.9
119,120,Arkansas State,12,94,828,7.8,69.0
120,121,Temple,13,101,902,7.8,69.4
121,122,USC,14,107,975,7.6,69.6
122,123,North Carolina,12,93,872,7.8,72.7
123,124,Cincinnati,12,94,876,7.8,73.0
124,125,Kent State,12,94,895,7.8,74.6
125,126,UCLA,13,106,977,8.2,75.2
126,127,Texas Tech,13,104,996,8.0,76.6
127,128,Memphis,13,111,1006,8.5,77.4
128,129,South Florida,12,111,1032,9.3,86.0
129,130,Oregon,13,122,1148,9.4,88.3
