,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
40,38,Wisconsin,14,24,16,66.7,1.7,1.1
41,38,Kentucky,13,24,16,66.7,1.8,1.2
42,38,Florida,11,24,16,66.7,2.2,1.5
43,44,Houston,12,31,21,67.7,2.6,1.8
44,45,South Alabama,12,28,19,67.9,2.3,1.6
45,46,Central Michigan,13,25,17,68.0,1.9,1.3
46,47,Colorado,12,22,15,68.2,1.8,1.3
47,48,Colorado State,13,19,13,68.4,1.5,1.0
48,49,Duke,13,13,9,69.2,1.0,0.7
49,50,Auburn,14,20,14,70.0,1.4,1.0
50,50,Fresno State,14,20,14,70.0,1.4,1.0
51,50,Washington,13,20,14,70.0,1.5,1.1
52,50,North Carolina,12,20,14,70.0,1.7,1.2
53,54,Northern Illinois,13,27,19,70.4,2.1,1.5
54,55,Toledo,14,17,12,70.6,1.2,0.9
55,55,Iowa State,13,17,12,70.6,1.3,0.9
56,57,Memphis,13,14,10,71.4,1.1,0.8
57,57,Connecticut,12,14,10,71.4,1.2,0.8
58,57,Stanford,14,21,15,71.4,1.5,1.1
59,57,Mississippi,12,28,20,71.4,2.3,1.7
60,57,Idaho,12,28,20,71.4,2.3,1.7
61,62,Marshall,13,18,13,72.2,1.4,1.0
62,62,Navy,13,18,13,72.2,1.4,1.0
63,62,Tennessee,12,18,13,72.2,1.5,1.1
64,65,West Virginia,13,29,21,72.4,2.2,1.6
65,66,Texas,13,22,16,72.7,1.7,1.2
66,66,Iowa,13,22,16,72.7,1.7,1.2
67,68,Louisiana-Lafayette,12,15,11,73.3,1.3,0.9
68,68,Bowling Green,12,15,11,73.3,1.3,0.9
69,70,SMU,13,19,14,73.7,1.5,1.1
70,71,Georgia,15,23,17,73.9,1.5,1.1
71,71,Nevada,12,23,17,73.9,1.9,1.4
72,73,Cincinnati,12,27,20,74.1,2.3,1.7
73,74,Western Kentucky,13,24,18,75.0,1.8,1.4
74,74,Wake Forest,13,24,18,75.0,1.8,1.4
75,76,Middle Tennessee,13,21,16,76.2,1.6,1.2
76,76,Oregon,13,21,16,76.2,1.6,1.2
77,76,North Carolina State,13,21,16,76.2,1.6,1.2
78,79,Wyoming,13,17,13,76.5,1.3,1.0
79,79,UNLV,12,17,13,76.5,1.4,1.1
80,81,Penn State,13,13,10,76.9,1.0,0.8
81,81,Indiana,12,13,10,76.9,1.1,0.8
82,81,Illinois,12,13,10,76.9,1.1,0.8
83,81,Nebraska,12,13,10,76.9,1.1,0.8
84,85,Oklahoma,14,22,17,77.3,1.6,1.2
85,85,San Jose State,13,22,17,77.3,1.7,1.3
86,87,Utah,13,31,24,77.4,2.4,1.8
87,88,California,12,27,21,77.8,2.3,1.8
88,89,Appalachian State,13,23,18,78.3,1.8,1.4
89,90,Mississippi State,13,14,11,78.6,1.1,0.8
90,91,Arkansas,12,19,15,78.9,1.6,1.3
91,92,UCLA,13,29,23,79.3,2.2,1.8
92,93,Ball State,12,15,12,80.0,1.3,1.0
93,93,Kansas,12,20,16,80.0,1.7,1.3
94,93,Oregon State,12,20,16,80.0,1.7,1.3
95,93,Missouri,13,25,20,80.0,1.9,1.5
96,97,Kansas State,13,21,17,81.0,1.6,1.3
97,98,Baylor,12,27,22,81.5,2.3,1.8
98,99,Boise State,14,11,9,81.8,0.8,0.6
99,99,San Diego State,13,11,9,81.8,0.8,0.7
100,99,Texas Tech,13,22,18,81.8,1.7,1.4
101,99,Arizona State,13,22,18,81.8,1.7,1.4
102,103,Syracuse,12,17,14,82.4,1.4,1.2
103,104,North Texas,14,18,15,83.3,1.3,1.1
104,104,Southern Mississippi,13,18,15,83.3,1.4,1.2
105,104,Air Force,12,18,15,83.3,1.5,1.3
106,104,Rice,12,18,15,83.3,1.5,1.3
107,108,UAB,13,25,21,84.0,1.9,1.6
108,108,BYU,13,25,21,84.0,1.9,1.6
109,110,Utah State,13,19,16,84.2,1.5,1.2
110,110,Tulsa,12,19,16,84.2,1.6,1.3
111,110,Georgia Tech,11,19,16,84.2,1.7,1.5
112,113,LSU,13,21,18,85.7,1.6,1.4
113,113,Rutgers,12,21,18,85.7,1.8,1.5
114,115,Vanderbilt,12,15,13,86.7,1.3,1.1
115,116,UTEP,12,8,7,87.5,0.7,0.6
116,116,UTSA,11,8,7,87.5,0.7,0.6
117,116,Alabama,14,16,14,87.5,1.1,1.0
118,116,South Carolina,13,24,21,87.5,1.8,1.6
119,120,Oklahoma State,13,17,15,88.2,1.3,1.2
120,120,Washington State,13,17,15,88.2,1.3,1.2
121,122,South Florida,12,9,8,88.9,0.8,0.7
122,123,Massachusetts,12,19,17,89.5,1.6,1.4
123,124,Louisiana-Monroe,12,10,9,90.0,0.8,0.8
124,125,New Mexico,12,12,11,91.7,1.0,0.9
125,125,Texas State,12,24,22,91.7,2.0,1.8
126,127,Michigan State,13,15,14,93.3,1.2,1.1
127,128,Ohio,13,18,17,94.4,1.4,1.3
128,129,Purdue,13,15,15,100.0,1.2,1.2
129,129,Miami (Florida),13,21,21,100.0,1.6,1.6
