,Rank,Name,G,Fum. Gain,Int. Gain,Total Gain,Fum. Lost,Int. Lost,Total Lost,Margin,Margin/G
76,72,Arkansas,12,9,8,17,9,9,18,-1,-0.08
77,72,Miami (Ohio),12,6,11,17,7,11,18,-1,-0.08
78,72,Louisiana-Lafayette,12,6,9,15,4,12,16,-1,-0.08
79,80,USC,14,9,16,25,14,13,27,-2,-0.14
80,81,New Mexico State,13,11,16,27,7,22,29,-2,-0.15
81,81,Northern Illinois,13,7,15,22,13,11,24,-2,-0.15
82,83,Houston,12,6,15,21,11,12,23,-2,-0.17
83,83,Nevada,12,11,8,19,6,15,21,-2,-0.17
84,85,Washington State,13,13,15,28,11,20,31,-3,-0.23
85,85,Florida International,13,11,7,18,11,10,21,-3,-0.23
86,85,Navy,13,9,7,16,9,10,19,-3,-0.23
87,88,Tennessee,12,10,5,15,8,10,18,-3,-0.25
88,89,Florida,11,3,14,17,10,10,20,-3,-0.27
89,90,Temple,13,8,10,18,7,15,22,-4,-0.31
90,90,Ohio,13,8,9,17,12,9,21,-4,-0.31
91,90,Michigan,13,7,10,17,11,10,21,-4,-0.31
92,93,Eastern Michigan,12,10,8,18,7,15,22,-4,-0.33
93,93,Georgia State,12,7,10,17,12,9,21,-4,-0.33
94,93,Old Dominion,12,8,8,16,6,14,20,-4,-0.33
95,93,Louisiana-Monroe,12,5,9,14,9,9,18,-4,-0.33
96,97,Rutgers,12,3,12,15,9,11,20,-5,-0.42
97,97,Mississippi,12,5,8,13,5,13,18,-5,-0.42
98,97,Cincinnati,12,6,5,11,7,9,16,-5,-0.42
99,97,Vanderbilt,12,2,7,9,4,10,14,-5,-0.42
100,101,Georgia Tech,11,4,6,10,10,5,15,-5,-0.45
101,102,Florida State,13,6,9,15,8,13,21,-6,-0.46
102,103,North Carolina,12,9,7,16,6,16,22,-6,-0.50
103,103,UTEP,12,8,6,14,6,14,20,-6,-0.50
104,105,West Virginia,13,8,11,19,12,14,26,-7,-0.54
105,106,Illinois,12,10,9,19,7,19,26,-7,-0.58
106,106,Kent State,12,7,12,19,11,15,26,-7,-0.58
107,106,Indiana,12,8,5,13,7,13,20,-7,-0.58
108,106,Nebraska,12,3,9,12,2,17,19,-7,-0.58
109,106,Coastal Carolina,12,6,5,11,7,11,18,-7,-0.58
110,111,Missouri,13,5,12,17,11,14,25,-8,-0.62
111,111,Marshall,13,9,6,15,9,14,23,-8,-0.62
112,111,Western Kentucky,13,5,10,15,13,10,23,-8,-0.62
113,114,Connecticut,12,5,6,11,8,11,19,-8,-0.67
114,115,UCLA,13,5,8,13,12,10,22,-9,-0.69
115,116,Ball State,12,6,6,12,7,14,21,-9,-0.75
116,116,Charlotte,12,9,2,11,4,16,20,-9,-0.75
117,118,BYU,13,9,8,17,8,19,27,-10,-0.77
118,119,North Texas,14,8,8,16,12,15,27,-11,-0.79
119,120,East Carolina,12,4,7,11,5,16,21,-10,-0.83
120,120,Air Force,12,5,5,10,14,6,20,-10,-0.83
121,122,Middle Tennessee,13,6,5,11,6,17,23,-12,-0.92
122,123,Syracuse,12,8,4,12,8,16,24,-12,-1.00
123,124,Oregon State,12,7,7,14,16,12,28,-14,-1.17
124,124,Baylor,12,8,3,11,11,14,25,-14,-1.17
125,126,Texas State,12,9,0,9,14,10,24,-15,-1.25
126,127,New Mexico,12,7,6,13,15,14,29,-16,-1.33
127,128,Kansas,12,5,4,9,9,17,26,-17,-1.42
128,129,Rice,12,3,3,6,13,16,29,-23,-1.92
129,130,San Jose State,13,10,6,16,22,20,42,-26,-2.00
