,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
111,112,Tulsa,12,44,809,18.39,0,3.7,67.4
112,113,Oklahoma State,13,29,533,18.38,0,2.2,41.0
113,114,LSU,13,21,385,18.33,0,1.6,29.6
114,115,Akron,14,33,602,18.24,0,2.4,43.0
115,116,Utah,13,18,324,18.00,0,1.4,24.9
116,117,Washington State,13,25,449,17.96,0,1.9,34.5
117,118,Baylor,12,37,662,17.89,0,3.1,55.2
118,119,Rice,12,37,659,17.81,0,3.1,54.9
119,120,Miami (Ohio),12,40,708,17.70,0,3.3,59.0
120,121,Buffalo,12,36,634,17.61,0,3.0,52.8
121,122,BYU,13,38,667,17.55,0,2.9,51.3
122,123,Air Force,12,26,454,17.46,0,2.2,37.8
123,124,Rutgers,12,41,714,17.41,0,3.4,59.5
124,125,Kent State,12,51,883,17.31,0,4.3,73.6
125,126,Texas State,12,31,535,17.26,0,2.6,44.6
126,127,Purdue,13,30,509,16.97,0,2.3,39.2
127,128,Eastern Michigan,12,37,618,16.70,0,3.1,51.5
128,129,UNLV,12,37,617,16.68,0,3.1,51.4
129,130,Idaho,12,32,529,16.53,0,2.7,44.1
