,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
42,43,Southern Mississippi,13,2399,3121,937,5520,5.89,424.6
43,44,Tulsa,12,2967,2077,884,5044,5.71,420.3
44,45,TCU,14,2438,3431,963,5869,6.09,419.2
45,46,Troy,13,1937,3505,872,5442,6.24,418.6
46,46,Mississippi State,13,3272,2170,987,5442,5.51,418.6
47,48,Colorado,12,1886,3125,909,5011,5.51,417.6
48,49,Air Force,12,3689,1321,908,5010,5.52,417.5
49,50,Connecticut,12,1752,3230,907,4982,5.49,415.2
50,51,Wisconsin,14,3121,2689,954,5810,6.09,415.0
51,52,Utah,13,2132,3242,953,5374,5.64,413.4
52,53,Virginia Tech,13,2254,3113,996,5367,5.39,412.8
53,54,LSU,13,2699,2645,863,5344,6.19,411.1
54,55,Northwestern,13,2264,3040,998,5304,5.31,408.0
55,56,Texas A&M,13,2023,3266,955,5289,5.54,406.8
56,57,Boise State,14,2009,3677,981,5686,5.80,406.1
57,58,Washington,13,2382,2889,821,5271,6.42,405.5
58,59,Baylor,12,1407,3452,876,4859,5.55,404.9
59,60,Miami (Florida),13,2090,3153,840,5243,6.24,403.3
60,61,Purdue,13,1970,3270,938,5240,5.59,403.1
61,62,Louisiana Tech,13,2242,2997,915,5239,5.73,403.0
62,63,Hawai'i,12,2018,2814,843,4832,5.73,402.7
63,64,San Diego State,13,3282,1920,827,5202,6.29,400.2
64,65,Louisiana-Lafayette,12,2204,2578,828,4782,5.78,398.5
65,65,Texas,13,1815,3365,1006,5180,5.15,398.5
66,67,Nevada,12,1526,3245,813,4771,5.87,397.6
67,68,Utah State,13,2228,2938,920,5166,5.62,397.4
68,69,Western Kentucky,13,791,4355,968,5146,5.32,395.8
69,69,Indiana,12,1561,3188,951,4749,4.99,395.8
70,71,Middle Tennessee,13,1850,3264,900,5114,5.68,393.4
71,72,Fresno State,14,2170,3331,952,5501,5.78,392.9
72,73,Florida International,13,2069,3031,890,5100,5.73,392.3
73,74,Georgia Tech,11,3381,927,751,4308,5.74,391.6
74,75,Tulane,12,2778,1920,816,4698,5.76,391.5
75,76,Army,13,4710,361,850,5071,5.97,390.1
76,77,Central Michigan,13,1743,3324,923,5067,5.49,389.8
77,78,Western Michigan,12,2697,1978,856,4675,5.46,389.6
78,79,Stanford,14,2833,2608,843,5441,6.45,388.6
79,80,Temple,13,1773,3273,914,5046,5.52,388.2
80,81,Georgia State,12,1408,3248,852,4656,5.46,388.0
81,82,UTSA,11,2030,2231,754,4261,5.65,387.4
82,83,Eastern Michigan,12,1555,3088,857,4643,5.42,386.9
83,84,Bowling Green,12,1820,2820,847,4640,5.48,386.7
84,84,Boston College,13,2865,2162,985,5027,5.10,386.7
85,86,Iowa State,13,1470,3548,904,5018,5.55,386.0
86,87,Nebraska,12,1290,3330,827,4620,5.59,385.0
87,88,Duke,13,2228,2774,1016,5002,4.92,384.8
88,89,Miami (Ohio),12,1763,2852,831,4615,5.55,384.6
89,90,California,12,1507,3107,892,4614,5.17,384.5
90,91,Michigan State,13,2182,2798,971,4980,5.13,383.1
91,92,Marshall,13,1823,3115,898,4938,5.50,379.8
92,93,Northern Illinois,13,2312,2599,963,4911,5.10,377.8
93,94,Arkansas,12,2016,2465,802,4481,5.59,373.4
94,95,Kansas State,13,2584,2259,789,4843,6.14,372.5
95,96,North Carolina,12,1730,2705,834,4435,5.32,369.6
96,97,Pittsburgh,12,1782,2612,822,4394,5.35,366.2
97,98,UAB,13,2382,2347,871,4729,5.43,363.8
98,99,New Mexico,12,2825,1489,784,4314,5.50,359.5
99,100,Florida State,13,2024,2551,808,4575,5.66,351.9
100,101,Cincinnati,12,1624,2597,805,4221,5.24,351.8
101,102,Vanderbilt,12,1286,2923,751,4209,5.60,350.8
102,103,Kentucky,13,2102,2446,818,4548,5.56,349.8
103,104,Idaho,12,1495,2699,824,4194,5.09,349.5
104,105,Michigan,13,2310,2226,875,4536,5.18,348.9
105,106,Coastal Carolina,12,1875,2269,750,4144,5.53,345.3
106,107,Virginia,13,1216,3233,908,4449,4.90,342.2
107,108,Texas State,12,1609,2468,854,4077,4.77,339.8
108,109,South Carolina,13,1588,2794,802,4382,5.46,337.1
109,110,Florida,11,1720,1975,712,3695,5.19,335.9
110,111,Ball State,12,1896,2126,902,4022,4.46,335.2
111,112,South Alabama,12,1167,2845,786,4012,5.10,334.3
112,113,Oregon State,12,1650,2355,773,4005,5.18,333.8
113,114,Old Dominion,12,1967,2021,811,3988,4.92,332.3
114,114,Georgia Southern,12,2668,1320,839,3988,4.75,332.3
115,116,Rice,12,2244,1738,732,3982,5.44,331.8
116,117,Iowa,13,1810,2473,836,4283,5.12,329.5
117,118,Kansas,12,1231,2717,851,3948,4.64,329.0
118,119,BYU,13,1697,2530,822,4227,5.14,325.2
119,120,Maryland,12,1940,1940,754,3880,5.15,323.3
120,121,San Jose State,13,1561,2574,898,4135,4.60,318.1
121,122,Akron,14,1475,2949,906,4424,4.88,316.0
122,123,Minnesota,12,2189,1513,758,3702,4.88,308.5
123,124,Charlotte,12,1995,1643,740,3638,4.92,303.2
124,125,Tennessee,12,1409,2084,732,3493,4.77,291.1
125,126,Wyoming,13,1414,2304,794,3718,4.68,286.0
126,127,Illinois,12,1267,2098,725,3365,4.64,280.4
127,128,Kent State,12,1830,1472,754,3302,4.38,275.2
128,129,Rutgers,12,1765,1387,711,3152,4.43,262.7
129,130,UTEP,12,1147,1619,676,2766,4.09,230.5
