,Rank,Name,G,TFL,TFL Yards,TFL/G
76,76,North Carolina,12,72.0,224,6.00
77,78,Minnesota,12,71.0,247,5.92
78,79,Eastern Michigan,12,70.0,301,5.83
79,79,Virginia,13,70.0,285,5.39
80,81,Hawai'i,12,69.0,268,5.75
81,81,Ball State,12,69.0,261,5.75
82,81,Western Kentucky,13,69.0,188,5.31
83,84,California,12,67.0,328,5.58
84,84,South Carolina,13,67.0,278,5.15
85,84,Colorado State,13,67.0,270,5.15
86,84,Syracuse,12,67.0,224,5.58
87,88,Georgia Southern,12,66.5,195,5.54
88,89,Utah State,13,66.0,249,5.08
89,90,Utah,13,65.0,277,5.00
90,90,Michigan State,13,65.0,239,5.00
91,90,Connecticut,12,65.0,238,5.42
92,90,Kansas State,13,65.0,237,5.00
93,90,Coastal Carolina,12,65.0,230,5.42
94,90,San Jose State,13,65.0,200,5.00
95,96,Iowa,13,64.0,247,4.92
96,97,Kentucky,13,63.0,279,4.85
97,97,Louisiana Tech,13,63.0,244,4.85
98,99,Louisiana-Monroe,12,62.0,219,5.17
99,100,Louisiana-Lafayette,12,61.5,313,5.13
100,101,Tennessee,12,61.0,217,5.08
101,102,New Mexico,12,59.0,250,4.92
102,102,Navy,13,59.0,204,4.54
103,102,Maryland,12,59.0,187,4.92
104,105,San Diego State,13,58.0,291,4.46
105,105,Tulsa,12,58.0,207,4.83
106,105,Cincinnati,12,58.0,202,4.83
107,105,Tulane,12,58.0,182,4.83
108,109,Pittsburgh,12,56.0,230,4.67
109,109,Texas State,12,56.0,209,4.67
110,109,Miami (Ohio),12,56.0,198,4.67
111,112,BYU,13,55.0,194,4.23
112,112,UTEP,12,55.0,168,4.58
113,114,Texas Tech,13,54.0,231,4.15
114,114,Georgia State,12,54.0,224,4.50
115,114,Colorado,12,54.0,200,4.50
116,114,Bowling Green,12,54.0,181,4.50
117,118,UNLV,12,53.0,219,4.42
118,118,Buffalo,12,53.0,213,4.42
119,118,Illinois,12,53.0,194,4.42
120,121,Army,13,51.0,280,3.92
121,122,South Alabama,12,50.0,220,4.17
122,122,Oregon State,12,50.0,190,4.17
123,122,Charlotte,12,50.0,159,4.17
124,122,Rutgers,12,50.0,157,4.17
125,126,Arkansas,12,48.0,190,4.00
126,127,Georgia Tech,11,47.0,222,4.27
127,128,Air Force,12,46.0,166,3.83
128,129,Nebraska,12,44.0,167,3.67
129,130,East Carolina,12,39.0,148,3.25
