,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
52,52,UAB,13,110,113,31,254,19.5
53,54,New Mexico,12,87,131,17,235,19.6
54,54,Middle Tennessee,13,110,119,26,255,19.6
55,56,South Florida,12,85,123,28,236,19.7
56,56,Texas A&M,13,108,127,21,256,19.7
57,58,Pittsburgh,12,90,131,17,238,19.8
58,59,Iowa State,13,96,148,15,259,19.9
59,60,Notre Dame,13,110,131,19,260,20.0
60,61,Kent State,12,111,96,34,241,20.1
61,61,USC,14,122,130,30,282,20.1
62,63,Ball State,12,105,122,15,242,20.2
63,63,Tulane,12,120,109,13,242,20.2
64,65,Rutgers,12,97,130,16,243,20.3
65,65,Toledo,14,121,129,34,284,20.3
66,67,Idaho,12,112,121,12,245,20.4
67,67,South Carolina,13,102,139,24,265,20.4
68,67,Oklahoma,14,118,133,35,286,20.4
69,70,Louisville,13,118,133,15,266,20.5
70,70,Missouri,13,110,133,24,267,20.5
71,70,Temple,13,119,117,31,267,20.5
72,70,BYU,13,119,135,13,267,20.5
73,74,North Texas,14,138,128,23,289,20.6
74,75,Syracuse,12,109,122,17,248,20.7
75,76,Texas State,12,89,148,12,249,20.8
76,76,Vanderbilt,12,125,99,26,250,20.8
77,76,Oregon,13,93,132,45,270,20.8
78,76,Miami (Florida),13,120,129,21,270,20.8
79,80,Kansas State,13,88,174,10,272,20.9
80,80,Stanford,14,128,143,22,293,20.9
81,82,Louisiana Tech,13,142,120,12,274,21.1
82,83,Utah State,13,147,108,21,276,21.2
83,84,Colorado State,13,118,135,24,277,21.3
84,85,Arkansas,12,128,115,14,257,21.4
85,86,South Alabama,12,98,139,21,258,21.5
86,86,Buffalo,12,136,105,17,258,21.5
87,86,West Virginia,13,121,126,32,279,21.5
88,86,UCF,13,110,141,29,280,21.5
89,90,Coastal Carolina,12,114,128,19,261,21.8
90,90,Rice,12,121,130,11,262,21.8
91,90,Tennessee,12,154,92,16,262,21.8
92,90,Florida Atlantic,14,116,163,26,305,21.8
93,94,New Mexico State,13,114,145,26,285,21.9
94,95,Baylor,12,124,125,15,264,22.0
95,95,Oklahoma State,13,112,144,30,286,22.0
96,97,Kansas,12,106,141,18,265,22.1
97,97,North Carolina,12,132,108,25,265,22.1
98,99,Kentucky,13,124,145,20,289,22.2
99,100,Arizona State,13,112,155,23,290,22.3
100,101,California,12,116,136,17,269,22.4
101,101,Illinois,12,137,109,23,269,22.4
102,103,Florida International,13,116,145,32,293,22.5
103,104,Old Dominion,12,129,128,15,272,22.7
104,105,Houston,12,107,147,20,274,22.8
105,105,Hawai'i,12,124,129,21,274,22.8
106,107,Cincinnati,12,119,124,32,275,22.9
107,108,Mississippi,12,133,121,24,278,23.2
108,109,Nebraska,12,131,122,26,279,23.3
109,109,Colorado,12,132,128,19,279,23.3
110,111,SMU,13,135,146,23,304,23.4
111,111,Akron,14,151,146,31,328,23.4
112,113,Charlotte,12,132,134,16,282,23.5
113,114,Maryland,12,119,135,30,284,23.7
114,115,UTEP,12,148,117,20,285,23.8
115,116,UNLV,12,158,116,14,288,24.0
116,117,Wake Forest,13,130,166,17,313,24.1
117,117,San Jose State,13,172,124,17,313,24.1
118,119,Texas Tech,13,107,172,37,316,24.3
119,120,Tulsa,12,142,128,23,293,24.4
120,121,Memphis,13,125,161,32,318,24.5
121,122,UCLA,13,165,112,43,320,24.6
122,123,East Carolina,12,140,136,20,296,24.7
123,123,Arizona,13,128,164,29,321,24.7
124,125,Nevada,12,142,133,24,299,24.9
125,126,Louisiana-Monroe,12,137,147,17,301,25.1
126,127,Louisiana-Lafayette,12,151,132,19,302,25.2
127,128,Connecticut,12,114,173,21,308,25.7
128,129,Bowling Green,12,152,136,25,313,26.1
129,130,Oregon State,12,154,129,31,314,26.2
