,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
57,58,Utah,13,76,665,5.8,51.2
58,59,Iowa State,12,71,616,5.9,51.3
59,60,UTEP,13,77,668,5.9,51.4
60,61,North Texas,12,85,618,7.1,51.5
61,62,Central Michigan,12,68,619,5.7,51.6
62,63,San Diego State,13,77,672,5.9,51.7
63,64,Colorado,12,79,626,6.6,52.2
64,65,Arizona,13,92,682,7.1,52.5
65,66,Georgia Tech,13,81,689,6.2,53.0
66,67,Western Michigan,12,69,637,5.8,53.1
67,68,Auburn,14,79,745,5.6,53.2
68,69,Eastern Michigan,12,67,639,5.6,53.3
69,69,Bowling Green,12,72,639,6.0,53.3
70,71,Boise State,13,74,711,5.7,54.7
71,72,Illinois,13,79,713,6.1,54.8
72,72,Marshall,12,79,657,6.6,54.8
73,72,Pittsburgh,13,87,712,6.7,54.8
74,75,Clemson,13,78,718,6.0,55.2
75,76,Texas,12,75,664,6.3,55.3
76,77,Kent State,12,74,670,6.2,55.8
77,77,Middle Tennessee,13,80,726,6.2,55.8
78,79,Washington,13,83,731,6.4,56.2
79,80,Oregon State,12,73,676,6.1,56.3
80,81,Northwestern,13,82,736,6.3,56.6
81,82,Kansas,12,72,681,6.0,56.8
82,83,Purdue,12,77,684,6.4,57.0
83,84,California,12,80,685,6.7,57.1
84,85,Florida,13,101,745,7.8,57.3
85,86,Missouri,13,79,747,6.1,57.5
86,87,Florida State,14,88,808,6.3,57.7
87,88,Michigan State,13,87,754,6.7,58.0
88,89,Utah State,12,79,698,6.6,58.2
89,89,North Carolina,13,99,757,7.6,58.2
90,91,New Mexico,12,79,702,6.6,58.5
91,92,UNLV,13,77,767,5.9,59.0
92,93,Washington State,12,76,714,6.3,59.5
93,93,Arkansas State,12,84,714,7.0,59.5
94,95,Hawai'i,14,90,836,6.4,59.7
95,96,Texas Tech,13,78,781,6.0,60.1
96,97,UCLA,12,80,725,6.7,60.4
97,98,Syracuse,13,94,786,7.2,60.5
98,99,USC,13,92,792,7.1,60.9
99,100,Oregon,13,93,798,7.2,61.4
100,101,Florida Atlantic,12,87,738,7.3,61.5
101,102,New Mexico State,12,74,741,6.2,61.8
102,103,Texas A&M,13,101,812,7.8,62.5
103,104,Cincinnati,12,81,761,6.8,63.4
104,105,Louisville,13,103,829,7.9,63.8
105,106,Arkansas,13,103,831,7.9,63.9
106,107,Toledo,13,102,834,7.8,64.2
107,108,Oklahoma State,13,88,844,6.8,64.9
108,109,Louisiana-Monroe,12,96,790,8.0,65.8
109,110,East Carolina,13,103,879,7.9,67.6
110,111,Idaho,13,89,891,6.8,68.5
111,111,Maryland,13,102,890,7.8,68.5
112,113,Arizona State,12,96,835,8.0,69.6
113,114,Miami (Florida),13,107,909,8.2,69.9
114,115,Nebraska,14,109,993,7.8,70.9
115,116,Southern Mississippi,13,97,925,7.5,71.2
116,117,Troy,13,110,945,8.5,72.7
117,118,Virginia,12,98,880,8.2,73.3
118,118,Florida International,13,107,953,8.2,73.3
119,120,Baylor,13,108,1007,8.3,77.5
