,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
72,73,Western Michigan,12,1999,2655,814,4654,5.72,387.8
73,74,Tulane,12,2346,2335,785,4681,5.96,390.1
74,75,Navy,13,2156,2921,894,5077,5.68,390.5
75,76,Minnesota,12,2297,2409,716,4706,6.57,392.2
76,77,North Texas,12,2219,2515,801,4734,5.91,394.5
77,78,Virginia,12,2444,2309,784,4753,6.06,396.1
78,79,Ball State,12,2140,2640,816,4780,5.86,398.3
79,80,UAB,12,1810,2976,831,4786,5.76,398.8
80,81,Mississippi,12,1834,2956,765,4790,6.26,399.2
81,82,Louisiana-Lafayette,12,1952,2842,812,4794,5.90,399.5
82,83,USC,13,1826,3374,880,5200,5.91,400.0
83,83,Colorado,12,1683,3117,809,4800,5.93,400.0
84,85,Florida Atlantic,12,2462,2354,861,4816,5.59,401.3
85,86,Oregon State,12,2154,2738,862,4892,5.68,407.7
86,87,Iowa State,12,2236,2663,884,4899,5.54,408.3
87,88,Oklahoma State,13,1738,3586,1069,5324,4.98,409.5
88,89,Troy,13,2148,3180,914,5328,5.83,409.8
89,90,Indiana,12,2062,2860,751,4922,6.55,410.2
90,91,UTEP,13,2393,2971,935,5364,5.74,412.6
91,92,Wyoming,12,2461,2495,855,4956,5.80,413.0
92,93,Idaho,13,2441,3008,926,5449,5.88,419.2
93,94,Vanderbilt,12,2316,2715,868,5031,5.80,419.3
94,95,UCLA,12,2466,2575,833,5041,6.05,420.1
95,96,Colorado State,12,2383,2711,785,5094,6.49,424.5
96,97,Northwestern,13,2405,3135,933,5540,5.94,426.2
97,98,Kansas,12,2462,2670,832,5132,6.17,427.7
98,99,Akron,12,1969,3169,814,5138,6.31,428.2
99,100,Wake Forest,12,2297,2858,884,5155,5.83,429.6
100,101,Utah State,12,2159,2997,849,5156,6.07,429.7
101,102,Bowling Green,12,2493,2691,847,5184,6.12,432.0
102,103,Houston,12,2505,2689,896,5194,5.80,432.8
103,104,Baylor,13,2214,3446,975,5660,5.81,435.4
104,105,Arkansas State,12,2501,2762,889,5263,5.92,438.6
105,106,Kansas State,13,3008,2786,907,5794,6.39,445.7
106,107,Rice,12,1742,3644,841,5386,6.40,448.8
107,108,Duke,12,2499,2902,848,5401,6.37,450.1
108,109,UNLV,13,2895,2961,879,5856,6.66,450.5
109,110,Michigan,13,2456,3404,963,5860,6.09,450.8
110,110,Tulsa,13,1714,4147,942,5861,6.22,450.8
111,112,New Mexico State,12,2485,2955,798,5440,6.82,453.3
112,113,Eastern Michigan,12,2767,2682,751,5449,7.26,454.1
113,114,Texas Tech,13,2113,3819,1029,5932,5.76,456.3
114,115,Memphis,12,2075,3453,837,5528,6.60,460.7
115,116,Louisiana Tech,12,2063,3482,918,5545,6.04,462.1
116,117,San Jose State,13,2641,3387,940,6028,6.41,463.7
117,118,Washington State,12,2661,2943,832,5604,6.74,467.0
118,119,New Mexico,12,3002,2626,885,5628,6.36,469.0
119,120,East Carolina,13,2947,3277,958,6224,6.50,478.8
