,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
35,34,Baylor,13,50,19,46,1,0,405,31.2
36,37,USC,13,53,10,43,6,0,403,31.0
37,38,South Carolina,14,55,17,52,0,0,433,30.9
38,38,Nebraska,14,54,18,54,0,0,432,30.9
39,40,Air Force,13,55,7,48,1,0,401,30.8
40,41,Mississippi,12,46,16,43,0,0,367,30.6
41,42,Arkansas State,12,47,12,42,0,0,360,30.0
42,43,Florida,13,52,9,47,1,0,388,29.8
43,43,Missouri,13,48,17,45,0,2,388,29.8
44,45,Navy,13,51,9,47,3,0,386,29.7
45,45,LSU,13,43,28,36,2,2,386,29.7
46,47,Michigan State,13,49,14,45,1,0,383,29.5
47,48,Mississippi State,13,48,13,48,0,1,377,29.0
48,48,Fresno State,13,45,21,42,0,1,377,29.0
49,50,Iowa,13,48,14,44,0,1,376,28.9
50,51,Florida International,13,46,17,45,1,0,374,28.8
51,52,Rice,12,45,11,41,0,0,344,28.7
52,53,Arizona,13,47,14,41,0,1,367,28.2
53,54,Toledo,13,49,6,41,2,3,363,27.9
54,55,Ohio,13,47,11,40,1,0,357,27.5
55,56,Indiana,12,39,18,38,0,0,326,27.2
56,57,Cincinnati,12,42,11,38,0,1,325,27.1
57,58,Tennessee,13,44,15,40,0,1,351,27.0
58,59,Louisiana Tech,12,40,14,37,0,1,321,26.8
59,60,Army,13,43,15,41,0,1,346,26.6
60,60,Idaho,13,42,18,40,0,0,346,26.6
61,62,Middle Tennessee,13,45,10,44,0,0,344,26.5
62,63,Northwestern,13,43,16,35,1,0,343,26.4
63,63,Louisville,13,43,14,41,0,1,343,26.4
64,63,Connecticut,13,38,25,38,0,1,343,26.4
65,66,Miami (Florida),13,44,13,37,1,0,342,26.3
66,66,Notre Dame,13,41,19,37,1,0,342,26.3
67,66,Pittsburgh,13,41,18,40,1,0,342,26.3
68,66,UAB,12,42,7,37,3,0,316,26.3
69,70,BYU,13,41,17,37,1,2,340,26.2
70,71,UTEP,13,43,12,42,0,1,338,26.0
71,71,Georgia Tech,13,42,15,37,2,0,338,26.0
72,73,California,12,40,11,37,0,0,310,25.8
73,74,SMU,14,48,8,48,0,0,360,25.7
74,75,North Carolina,13,39,19,38,0,0,329,25.3
75,75,Virginia,12,39,11,37,0,0,304,25.3
76,75,Duke,12,34,21,32,1,1,303,25.3
77,78,West Virginia,13,42,10,41,1,1,327,25.2
78,79,Temple,12,38,13,31,1,0,300,25.0
79,80,Tulane,12,37,13,32,2,1,299,24.9
80,81,Penn State,13,37,20,35,0,1,319,24.5
81,82,Oregon State,12,39,8,35,0,0,293,24.4
82,82,Central Michigan,12,38,10,31,1,1,293,24.4
83,84,Colorado,12,37,10,32,2,1,290,24.2
84,85,South Florida,13,37,18,33,1,1,313,24.1
85,86,Clemson,13,39,14,36,0,0,312,24.0
86,87,North Texas,12,35,15,32,0,0,287,23.9
87,88,Texas,12,31,23,28,1,0,285,23.8
88,89,Minnesota,12,35,11,31,2,0,278,23.2
89,90,Western Kentucky,12,36,8,30,1,1,274,22.8
90,90,Wake Forest,12,34,12,31,1,0,273,22.8
91,92,Louisiana-Lafayette,12,35,8,34,0,0,268,22.3
92,93,Syracuse,13,34,18,30,0,0,288,22.2
93,94,Utah State,12,33,11,33,0,0,264,22.0
94,94,Ball State,12,32,14,30,0,0,264,22.0
95,96,Washington,13,35,13,33,0,1,284,21.8
96,97,Iowa State,12,34,8,32,0,0,260,21.7
97,98,Miami (Ohio),14,36,18,32,0,0,302,21.6
98,99,Kent State,12,32,11,31,0,0,256,21.3
99,99,Bowling Green,12,35,5,24,3,0,255,21.3
100,101,Marshall,12,33,5,31,2,1,250,20.8
101,101,Louisiana-Monroe,12,32,8,26,3,1,250,20.8
102,101,Rutgers,12,30,14,26,1,0,250,20.8
103,104,UCLA,12,29,13,27,1,0,242,20.2
104,105,Purdue,12,27,15,27,0,1,236,19.7
105,106,Washington State,12,31,7,28,0,0,235,19.6
106,107,Wyoming,12,30,8,26,0,0,230,19.2
107,108,Eastern Michigan,12,31,5,27,0,0,228,19.0
108,109,Boston College,13,25,22,24,0,0,240,18.5
109,110,UNLV,13,31,8,29,0,0,239,18.4
110,111,Kansas,12,26,8,25,0,0,205,17.1
111,112,Vanderbilt,12,26,8,23,0,0,203,16.9
112,113,Florida Atlantic,12,26,8,22,0,0,202,16.8
113,114,Colorado State,12,22,16,18,0,0,198,16.5
114,115,San Jose State,13,24,14,21,1,0,209,16.1
115,116,New Mexico,12,24,8,22,0,0,190,15.8
116,117,New Mexico State,12,20,16,18,0,1,188,15.7
117,118,Akron,12,23,10,19,0,0,187,15.6
118,119,Memphis,12,19,14,17,0,0,173,14.4
119,120,Buffalo,12,21,8,20,0,0,170,14.2
