,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
46,47,Arkansas,13,54,2255,41.76,4.2,173.5
47,48,Maryland,13,67,2796,41.73,5.2,215.1
48,49,Houston,12,36,1499,41.64,3.0,124.9
49,50,Arizona State,12,63,2623,41.63,5.3,218.6
50,51,Tulsa,13,52,2161,41.56,4.0,166.2
51,52,Mississippi State,13,59,2450,41.53,4.5,188.5
52,53,Connecticut,13,79,3260,41.27,6.1,250.8
53,54,Kent State,12,73,3008,41.21,6.1,250.7
54,54,BYU,13,53,2184,41.21,4.1,168.0
55,56,TCU,13,43,1769,41.14,3.3,136.1
56,57,Arkansas State,12,54,2221,41.13,4.5,185.1
57,58,UCF,14,47,1932,41.11,3.4,138.0
58,59,Kansas State,13,61,2504,41.05,4.7,192.6
59,60,Ohio,13,49,2011,41.04,3.8,154.7
60,61,Boston College,13,80,3282,41.03,6.2,252.5
61,62,Western Michigan,12,58,2370,40.86,4.8,197.5
62,63,Middle Tennessee,13,76,3102,40.82,5.8,238.6
63,64,Duke,12,57,2326,40.81,4.8,193.8
64,65,USC,13,45,1836,40.80,3.5,141.2
65,66,Rutgers,12,76,3086,40.61,6.3,257.2
66,67,Cincinnati,12,55,2232,40.58,4.6,186.0
67,68,Texas Tech,13,67,2715,40.52,5.2,208.8
68,69,Kansas,12,67,2714,40.51,5.6,226.2
69,70,Purdue,12,70,2834,40.49,5.8,236.2
70,70,Bowling Green,12,67,2713,40.49,5.6,226.1
71,72,San Jose State,13,84,3398,40.45,6.5,261.4
72,72,Western Kentucky,12,71,2872,40.45,5.9,239.3
73,74,North Texas,12,70,2830,40.43,5.8,235.8
74,75,Oregon State,12,63,2545,40.40,5.3,212.1
75,76,Utah State,12,72,2904,40.33,6.0,242.0
76,76,SMU,14,58,2339,40.33,4.1,167.1
77,78,Louisville,13,67,2690,40.15,5.2,206.9
78,79,Louisiana Tech,12,61,2447,40.11,5.1,203.9
79,80,Louisiana-Lafayette,12,72,2885,40.07,6.0,240.4
80,81,Penn State,13,59,2362,40.03,4.5,181.7
81,82,Northwestern,13,61,2439,39.98,4.7,187.6
82,83,Vanderbilt,12,88,3511,39.90,7.3,292.6
83,84,New Mexico,12,87,3442,39.56,7.3,286.8
84,85,Tulane,12,71,2802,39.46,5.9,233.5
85,86,East Carolina,13,53,2090,39.43,4.1,160.8
86,86,Michigan,13,44,1735,39.43,3.4,133.5
87,88,Central Michigan,12,55,2164,39.35,4.6,180.3
88,89,Ohio State,13,46,1805,39.24,3.5,138.8
89,90,Arizona,13,54,2118,39.22,4.2,162.9
90,91,Alabama,13,41,1607,39.20,3.2,123.6
91,92,Marshall,12,80,3129,39.11,6.7,260.8
92,93,Army,13,56,2177,38.88,4.3,167.5
93,94,Southern Mississippi,13,56,2175,38.84,4.3,167.3
94,95,Northern Illinois,14,39,1512,38.77,2.8,108.0
95,96,Ball State,12,66,2557,38.74,5.5,213.1
96,97,Eastern Michigan,12,68,2632,38.71,5.7,219.3
97,98,Louisiana-Monroe,12,68,2627,38.63,5.7,218.9
98,99,Colorado,12,62,2389,38.53,5.2,199.1
99,100,North Carolina,13,56,2150,38.39,4.3,165.4
100,101,Notre Dame,13,68,2607,38.34,5.2,200.5
101,102,Auburn,14,42,1590,37.86,3.0,113.6
102,103,Temple,12,56,2118,37.82,4.7,176.5
103,104,Akron,12,81,3061,37.79,6.8,255.1
104,105,Miami (Ohio),14,72,2720,37.78,5.1,194.3
105,106,North Carolina State,13,62,2342,37.77,4.8,180.2
106,107,Florida International,13,72,2702,37.53,5.5,207.8
107,108,Navy,13,42,1576,37.52,3.2,121.2
108,109,Georgia Tech,13,43,1610,37.44,3.3,123.8
109,110,Fresno State,13,59,2208,37.42,4.5,169.8
110,111,Toledo,13,71,2653,37.37,5.5,204.1
111,112,Utah,13,55,2052,37.31,4.2,157.8
112,113,Indiana,12,55,2045,37.18,4.6,170.4
113,114,UNLV,13,77,2852,37.04,5.9,219.4
114,115,South Florida,13,65,2406,37.02,5.0,185.1
115,116,New Mexico State,12,85,3144,36.99,7.1,262.0
116,117,Buffalo,12,81,2981,36.80,6.8,248.4
117,118,Wake Forest,12,75,2712,36.16,6.3,226.0
118,119,Texas A&M,13,69,2461,35.67,5.3,189.3
119,120,Minnesota,12,54,1887,34.94,4.5,157.3
