,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
85,86,Nebraska,14,149,95,10,254,18.1
86,86,Colorado State,12,84,121,12,217,18.1
87,88,Clemson,13,89,120,25,234,18.0
88,89,Western Kentucky,12,107,91,17,215,17.9
89,90,Toledo,13,104,109,19,232,17.8
90,90,Tennessee,13,77,131,23,231,17.8
91,92,California,12,110,84,18,212,17.7
92,92,Washington State,12,70,122,20,212,17.7
93,94,LSU,13,132,84,12,228,17.5
94,94,Louisiana-Lafayette,12,74,120,16,210,17.5
95,96,Maryland,13,87,115,24,226,17.4
96,96,Bowling Green,12,66,123,20,209,17.4
97,98,Syracuse,13,101,108,16,225,17.3
98,99,Buffalo,12,76,109,21,206,17.2
99,100,Ohio,13,119,89,13,221,17.0
100,100,Eastern Michigan,12,102,82,20,204,17.0
101,102,New Mexico State,12,88,95,20,203,16.9
102,103,Temple,12,98,87,16,201,16.8
103,104,Kent State,12,83,106,11,200,16.7
104,105,South Florida,13,101,86,27,214,16.5
105,105,Marshall,12,62,110,26,198,16.5
106,107,Ball State,12,93,88,15,196,16.3
107,108,Connecticut,13,106,95,9,210,16.2
108,109,Wake Forest,12,111,63,16,190,15.8
109,109,Purdue,12,96,82,12,190,15.8
110,109,Florida Atlantic,12,71,103,15,189,15.8
111,112,UNLV,13,82,97,25,204,15.7
112,112,New Mexico,12,86,81,21,188,15.7
113,114,San Jose State,13,55,133,15,203,15.6
114,115,Rutgers,12,69,102,15,186,15.5
115,116,Boston College,13,79,95,21,195,15.0
116,116,Vanderbilt,12,88,81,11,180,15.0
117,118,Akron,12,64,92,20,176,14.7
118,119,Wyoming,12,75,77,21,173,14.4
119,120,Memphis,12,66,94,12,172,14.3
