,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
102,103,Nevada,14,60,2550,42.50,4.3,182.1
103,104,Nebraska,14,89,3788,42.56,6.4,270.6
104,105,Louisville,13,73,3108,42.58,5.6,239.1
105,106,Oregon,13,80,3424,42.80,6.2,263.4
106,107,Houston,12,50,2149,42.98,4.2,179.1
107,108,Troy,13,79,3397,43.00,6.1,261.3
108,109,Oregon State,12,50,2151,43.02,4.2,179.3
109,110,TCU,13,92,3984,43.30,7.1,306.5
110,111,Indiana,12,48,2087,43.48,4.0,173.9
111,112,Tennessee,13,64,2786,43.53,4.9,214.3
112,113,Colorado,12,50,2183,43.66,4.2,181.9
113,114,SMU,14,64,2795,43.67,4.6,199.6
114,115,New Mexico,12,44,1922,43.68,3.7,160.2
115,116,Washington State,12,46,2017,43.85,3.8,168.1
116,117,Texas,12,76,3338,43.92,6.3,278.2
117,118,Utah State,12,58,2562,44.17,4.8,213.5
118,119,New Mexico State,12,48,2122,44.21,4.0,176.8
119,120,UCLA,12,54,2416,44.74,4.5,201.3
