,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
109,110,Rice,12,60,476,5.0,39.7
110,111,Nebraska,14,63,552,4.5,39.4
111,112,SMU,14,59,547,4.2,39.1
112,113,TCU,13,64,507,4.9,39.0
113,114,Wisconsin,13,61,506,4.7,38.9
114,115,Utah,13,61,505,4.7,38.8
115,115,Michigan,13,57,504,4.4,38.8
116,117,UCF,14,61,523,4.4,37.4
117,118,Georgia,13,62,468,4.8,36.0
118,119,Penn State,13,57,464,4.4,35.7
119,120,Air Force,13,56,453,4.3,34.8
