,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
77,78,Tulane,12,81,5106,63.04,7,8.64,2,1
78,79,Clemson,13,55,3468,63.05,8,14.55,2,0
79,80,Miami (Florida),13,59,3721,63.07,10,16.95,2,1
80,81,Wake Forest,12,82,5173,63.09,10,12.20,3,1
81,82,Temple,12,50,3155,63.10,11,22.00,0,2
82,83,Georgia Tech,13,63,3976,63.11,8,12.70,0,2
83,84,Nebraska,14,54,3411,63.17,13,24.07,0,3
84,85,Tennessee,13,61,3859,63.26,7,11.48,1,1
85,86,North Carolina,13,63,3988,63.30,15,23.81,2,0
86,87,Rutgers,12,61,3866,63.38,5,8.20,0,0
87,88,New Mexico State,12,88,5580,63.41,20,22.73,2,0
88,89,Miami (Ohio),14,64,4059,63.42,12,18.75,2,1
89,90,Marshall,12,69,4378,63.45,7,10.14,5,0
90,90,Utah State,12,76,4822,63.45,11,14.47,1,1
91,92,Mississippi State,13,57,3620,63.51,4,7.02,1,2
92,93,Notre Dame,13,59,3751,63.58,8,13.56,0,0
93,94,Ohio State,13,45,2863,63.62,3,6.67,2,0
94,95,Washington,13,72,4587,63.71,15,20.83,1,0
95,96,Western Kentucky,12,72,4588,63.72,10,13.89,1,1
96,97,Louisville,13,54,3443,63.76,7,12.96,2,1
97,98,Kent State,12,58,3708,63.93,8,13.79,2,0
98,99,Oregon State,12,59,3774,63.97,5,8.47,2,1
99,100,San Jose State,13,83,5313,64.01,9,10.84,3,0
100,101,Syracuse,13,55,3522,64.04,6,10.91,1,1
101,102,Arkansas,13,63,4042,64.16,7,11.11,2,2
102,103,Alabama,13,45,2890,64.22,3,6.67,1,1
103,104,Air Force,13,57,3661,64.23,16,28.07,2,2
104,105,Utah,13,58,3732,64.34,11,18.97,1,1
105,106,California,12,56,3607,64.41,7,12.50,1,0
106,107,Oregon,13,54,3480,64.44,7,12.96,1,1
107,108,UNLV,13,95,6146,64.69,19,20.00,3,0
108,109,Arizona State,12,61,3947,64.70,6,9.84,2,0
109,110,Oklahoma,14,68,4408,64.82,25,36.76,1,2
110,111,Missouri,13,48,3119,64.98,15,31.25,0,3
111,112,Texas Tech,13,78,5070,65.00,18,23.08,0,1
112,113,Wyoming,12,70,4555,65.07,22,31.43,0,0
113,114,Arizona,13,62,4038,65.13,14,22.58,0,1
114,115,South Carolina,14,68,4445,65.37,11,16.18,3,1
115,116,Virginia Tech,14,60,3923,65.38,8,13.33,2,2
116,117,Colorado,12,71,4651,65.51,20,28.17,1,1
117,118,New Mexico,12,96,6293,65.55,23,23.96,0,0
118,119,Washington State,12,77,5104,66.29,28,36.36,2,0
119,120,Colorado State,12,77,5110,66.36,15,19.48,1,2
