,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
56,57,Oklahoma,14,504,2085,4.14,14,36.00,148.93
57,58,San Diego State,13,521,1939,3.72,16,40.08,149.15
58,59,UAB,12,432,1810,4.19,19,36.00,150.83
59,60,Tennessee,13,474,1983,4.18,23,36.46,152.54
60,61,Mississippi,12,413,1834,4.44,21,34.42,152.83
61,62,Missouri,13,484,1988,4.11,12,37.23,152.92
62,63,Nebraska,14,550,2144,3.90,13,39.29,153.14
63,64,Virginia Tech,14,465,2183,4.69,18,33.21,155.93
64,65,Rutgers,12,442,1877,4.25,20,36.83,156.42
65,66,Fresno State,13,450,2060,4.58,26,34.62,158.46
66,67,Buffalo,12,503,1909,3.80,20,41.92,159.08
67,68,Louisiana-Monroe,12,438,1933,4.41,23,36.50,161.08
68,69,Texas Tech,13,509,2113,4.15,20,39.15,162.54
69,70,Arkansas,13,522,2114,4.05,21,40.15,162.62
70,71,Louisiana-Lafayette,12,445,1952,4.39,23,37.08,162.67
71,72,Akron,12,457,1969,4.31,18,38.08,164.08
72,73,Troy,13,487,2148,4.41,26,37.46,165.23
73,74,Penn State,13,483,2153,4.46,14,37.15,165.62
74,75,Navy,13,470,2156,4.59,16,36.15,165.85
75,76,Western Michigan,12,461,1999,4.34,13,38.42,166.58
76,77,Florida International,13,475,2198,4.63,25,36.54,169.08
77,78,Georgia Tech,13,489,2206,4.51,25,37.62,169.69
78,79,Baylor,13,508,2214,4.36,27,39.08,170.31
79,80,Indiana,12,407,2062,5.07,20,33.92,171.83
80,81,Louisiana Tech,12,478,2063,4.32,17,39.83,171.92
81,81,Central Michigan,12,456,2063,4.52,20,38.00,171.92
82,83,Miami (Florida),13,547,2246,4.11,20,42.08,172.77
83,84,Memphis,12,469,2075,4.42,23,39.08,172.92
84,85,Kentucky,13,501,2302,4.59,30,38.54,177.08
85,86,Western Kentucky,12,427,2137,5.00,34,35.58,178.08
86,87,Ball State,12,467,2140,4.58,19,38.92,178.33
87,88,Oregon State,12,506,2154,4.26,19,42.17,179.50
88,89,Utah State,12,439,2159,4.92,30,36.58,179.92
89,90,UTEP,13,493,2393,4.85,20,37.92,184.08
90,91,North Texas,12,473,2219,4.69,23,39.42,184.92
91,92,Northwestern,13,467,2405,5.15,24,35.92,185.00
92,93,Iowa State,12,512,2236,4.37,19,42.67,186.33
93,94,Idaho,13,493,2441,4.95,18,37.92,187.77
94,95,Middle Tennessee,13,589,2442,4.15,25,45.31,187.85
95,96,Michigan,13,554,2456,4.43,34,42.62,188.92
96,97,Washington,13,530,2476,4.67,32,40.77,190.46
97,98,Wake Forest,12,492,2297,4.67,24,41.00,191.42
98,98,Minnesota,12,436,2297,5.27,29,36.33,191.42
99,100,Vanderbilt,12,519,2316,4.46,25,43.25,193.00
100,101,Tulane,12,466,2346,5.03,31,38.83,195.50
101,102,Colorado State,12,479,2383,4.97,27,39.92,198.58
102,103,Air Force,13,549,2620,4.77,24,42.23,201.54
103,104,San Jose State,13,521,2641,5.07,36,40.08,203.15
104,105,Virginia,12,480,2444,5.09,28,40.00,203.67
105,106,Wyoming,12,538,2461,4.57,27,44.83,205.08
106,107,Florida Atlantic,12,539,2462,4.57,24,44.92,205.17
107,107,Kansas,12,491,2462,5.01,30,40.92,205.17
108,109,UCLA,12,473,2466,5.21,23,39.42,205.50
109,110,New Mexico State,12,427,2485,5.82,32,35.58,207.08
110,111,Bowling Green,12,474,2493,5.26,24,39.50,207.75
111,112,Duke,12,519,2499,4.82,26,43.25,208.25
112,113,Arkansas State,12,551,2501,4.54,21,45.92,208.42
113,114,Houston,12,526,2505,4.76,28,43.83,208.75
114,115,Washington State,12,474,2661,5.61,30,39.50,221.75
115,116,UNLV,13,554,2895,5.23,39,42.62,222.69
116,117,East Carolina,13,553,2947,5.33,41,42.54,226.69
117,118,Eastern Michigan,12,453,2767,6.11,36,37.75,230.58
118,119,Kansas State,13,507,3008,5.93,21,39.00,231.38
119,120,New Mexico,12,567,3002,5.29,38,47.25,250.17
