,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
42,43,Penn State,14,67,58,86.57,37,55.22,21,31.34
43,44,Pittsburgh,13,59,51,86.44,45,76.27,6,10.17
44,45,Florida International,12,44,38,86.36,28,63.64,10,22.73
45,46,Western Kentucky,14,73,63,86.30,47,64.38,16,21.92
46,47,South Florida,13,50,43,86.00,35,70.00,8,16.00
47,48,Houston,13,64,55,85.94,43,67.19,12,18.75
48,49,Temple,14,63,54,85.71,34,53.97,20,31.75
49,49,Kentucky,13,42,36,85.71,25,59.52,11,26.19
50,51,Louisiana Tech,14,69,59,85.51,44,63.77,15,21.74
51,52,Southern Mississippi,13,55,47,85.45,37,67.27,10,18.18
52,52,Auburn,13,55,47,85.45,31,56.36,16,29.09
53,54,Georgia Tech,13,41,35,85.37,25,60.98,10,24.39
54,55,Old Dominion,13,54,46,85.19,34,62.96,12,22.22
55,55,Texas A&M,13,54,46,85.19,33,61.11,13,24.07
56,55,Georgia State,12,27,23,85.19,15,55.56,8,29.63
57,58,Nevada,12,47,40,85.11,31,65.96,9,19.15
58,59,Akron,12,33,28,84.85,20,60.61,8,24.24
59,60,Boise State,13,52,44,84.62,35,67.31,9,17.31
60,60,Virginia,12,39,33,84.62,28,71.79,5,12.82
61,60,Stanford,13,39,33,84.62,19,48.72,14,35.90
62,63,Wisconsin,14,58,49,84.48,37,63.79,12,20.69
63,64,Georgia,13,45,38,84.44,25,55.56,13,28.89
64,65,Kansas,12,32,27,84.38,17,53.13,10,31.25
65,66,Clemson,15,76,64,84.21,55,72.37,9,11.84
66,66,Mississippi,12,57,48,84.21,31,54.39,17,29.82
67,66,Maryland,13,38,32,84.21,23,60.53,9,23.68
68,69,UTEP,12,31,26,83.87,22,70.97,4,12.90
69,70,Utah State,12,37,31,83.78,22,59.46,9,24.32
70,71,North Carolina,13,55,46,83.64,36,65.45,10,18.18
71,72,Notre Dame,12,48,40,83.33,30,62.50,10,20.83
72,73,Washington State,13,71,59,83.10,50,70.42,9,12.68
73,74,Louisville,13,76,63,82.89,47,61.84,16,21.05
74,75,Florida Atlantic,12,40,33,82.50,28,70.00,5,12.50
75,75,LSU,12,40,33,82.50,25,62.50,8,20.00
76,75,Miami (Ohio),13,40,33,82.50,22,55.00,11,27.50
77,78,USC,13,57,47,82.46,36,63.16,11,19.30
78,79,Army,13,51,42,82.35,38,74.51,4,7.84
79,79,Oregon,12,51,42,82.35,36,70.59,6,11.76
80,79,Marshall,12,34,28,82.35,25,73.53,3,8.82
81,82,Nebraska,13,45,37,82.22,28,62.22,9,20.00
82,83,Boston College,13,39,32,82.05,22,56.41,10,25.64
83,84,Northern Illinois,12,50,41,82.00,32,64.00,9,18.00
84,85,Texas State,12,33,27,81.82,20,60.61,7,21.21
85,86,Ohio,14,60,49,81.67,27,45.00,22,36.67
86,87,Miami (Florida),13,54,44,81.48,31,57.41,13,24.07
87,88,Charlotte,12,43,35,81.40,26,60.47,9,20.93
88,89,South Alabama,13,48,39,81.25,30,62.50,9,18.75
89,90,Cincinnati,12,37,30,81.08,19,51.35,11,29.73
90,91,Michigan State,12,42,34,80.95,24,57.14,10,23.81
91,92,West Virginia,13,57,46,80.70,33,57.89,13,22.81
92,93,Duke,12,41,33,80.49,30,73.17,3,7.32
93,93,North Texas,13,41,33,80.49,27,65.85,6,14.63
94,95,TCU,13,60,48,80.00,33,55.00,15,25.00
95,95,Memphis,13,55,44,80.00,35,63.64,9,16.36
96,95,Texas,12,55,44,80.00,29,52.73,15,27.27
97,98,UCLA,12,39,31,79.49,22,56.41,9,23.08
98,98,San Jose State,12,39,31,79.49,19,48.72,12,30.77
99,100,Arkansas,13,58,46,79.31,35,60.34,11,18.97
100,101,Buffalo,12,28,22,78.57,14,50.00,8,28.57
101,102,Arkansas State,13,51,40,78.43,28,54.90,12,23.53
102,103,Syracuse,12,37,29,78.38,25,67.57,4,10.81
103,104,Ball State,12,55,43,78.18,32,58.18,11,20.00
104,105,Massachusetts,12,41,32,78.05,25,60.98,7,17.07
105,106,Utah,13,54,42,77.78,27,50.00,15,27.78
106,106,Kent State,12,36,28,77.78,18,50.00,10,27.78
107,108,Louisiana-Monroe,12,40,31,77.50,24,60.00,7,17.50
108,109,Illinois,12,31,24,77.42,17,54.84,7,22.58
109,110,Mississippi State,13,53,41,77.36,31,58.49,10,18.87
110,111,SMU,12,52,40,76.92,24,46.15,16,30.77
111,112,Bowling Green,12,47,36,76.60,28,59.57,8,17.02
112,113,Fresno State,12,34,26,76.47,17,50.00,9,26.47
113,114,Tulane,12,42,32,76.19,25,59.52,7,16.67
114,115,Purdue,12,37,28,75.68,19,51.35,9,24.32
115,116,Arizona,12,41,31,75.61,23,56.10,8,19.51
116,117,South Carolina,13,45,34,75.56,26,57.78,8,17.78
117,118,Baylor,13,60,45,75.00,36,60.00,9,15.00
118,119,Missouri,12,51,38,74.51,33,64.71,5,9.80
119,120,North Carolina State,13,54,40,74.07,32,59.26,8,14.81
120,121,East Carolina,12,46,34,73.91,25,54.35,9,19.57
121,121,New Mexico State,12,46,34,73.91,23,50.00,11,23.91
122,123,Northwestern,13,42,31,73.81,24,57.14,7,16.67
123,124,Connecticut,12,30,22,73.33,11,36.67,11,36.67
124,125,Central Michigan,13,40,29,72.50,24,60.00,5,12.50
125,126,Indiana,13,49,35,71.43,24,48.98,11,22.45
126,126,Florida,13,42,30,71.43,21,50.00,9,21.43
127,128,Rutgers,12,25,17,68.00,9,36.00,8,32.00
