,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
76,77,Iowa State,12,62,599,5.2,49.9
77,78,Missouri,12,75,596,6.3,49.7
78,79,Miami (Ohio),13,61,644,4.7,49.5
79,80,Auburn,13,79,639,6.1,49.2
80,81,Duke,12,72,585,6.0,48.8
81,81,Western Michigan,14,83,683,5.9,48.8
82,81,Tulane,12,66,585,5.5,48.8
83,84,Houston,13,74,632,5.7,48.6
84,85,Colorado State,13,79,629,6.1,48.4
85,86,Army,13,79,626,6.1,48.2
86,86,TCU,13,77,627,5.9,48.2
87,88,Ball State,12,70,577,5.8,48.1
88,88,San Diego State,14,73,673,5.2,48.1
89,90,Baylor,13,77,622,5.9,47.8
90,91,Boston College,13,73,617,5.6,47.5
91,91,Wake Forest,13,70,618,5.4,47.5
92,93,Temple,14,81,664,5.8,47.4
93,93,Florida Atlantic,12,64,569,5.3,47.4
94,95,South Alabama,13,74,611,5.7,47.0
95,96,Oklahoma State,13,69,606,5.3,46.6
96,96,Old Dominion,13,67,606,5.2,46.6
97,98,Rutgers,12,70,555,5.8,46.3
98,99,Kent State,12,58,550,4.8,45.8
99,100,Northwestern,13,61,593,4.7,45.6
100,101,USC,13,62,587,4.8,45.2
101,102,Central Michigan,13,59,586,4.5,45.1
102,103,Illinois,12,62,537,5.2,44.8
103,103,Cincinnati,12,60,538,5.0,44.8
104,105,Utah,13,70,578,5.4,44.5
105,105,Nebraska,13,65,578,5.0,44.5
106,107,Texas A&M,13,82,574,6.3,44.2
107,108,Mississippi State,13,68,561,5.2,43.2
108,109,Minnesota,13,61,547,4.7,42.1
109,110,Michigan,13,70,544,5.4,41.8
110,110,LSU,12,64,502,5.3,41.8
111,110,Connecticut,12,59,502,4.9,41.8
112,110,New Mexico,13,61,544,4.7,41.8
113,110,South Florida,13,60,544,4.6,41.8
114,115,UTEP,12,56,496,4.7,41.3
115,116,Georgia Tech,13,66,535,5.1,41.2
116,116,Ohio State,13,59,536,4.5,41.2
117,118,Air Force,13,70,530,5.4,40.8
118,119,Arkansas,13,57,526,4.4,40.5
119,120,Iowa,13,67,522,5.2,40.2
120,121,Georgia,13,65,517,5.0,39.8
121,122,Michigan State,12,50,463,4.2,38.6
122,123,UNLV,12,52,457,4.3,38.1
123,124,Buffalo,12,54,445,4.5,37.1
124,125,Florida,13,56,466,4.3,35.8
125,126,Navy,14,60,494,4.3,35.3
126,127,Wisconsin,14,62,488,4.4,34.9
127,128,Alabama,15,58,471,3.9,31.4
