,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
52,49,Nevada,12,133,110,19,262,21.8
53,49,SMU,12,92,145,25,262,21.8
54,49,Rice,12,123,113,25,261,21.8
55,56,Texas A&M,13,123,142,16,281,21.6
56,56,Northwestern,13,104,156,21,281,21.6
57,56,Idaho,13,98,158,25,281,21.6
58,59,Tennessee,13,126,136,18,280,21.5
59,59,Indiana,13,105,152,22,279,21.5
60,59,Duke,12,95,143,20,258,21.5
61,62,Kansas State,13,158,95,25,278,21.4
62,63,Temple,14,139,136,23,298,21.3
63,64,Notre Dame,12,107,132,15,254,21.2
64,64,Purdue,12,78,152,24,254,21.2
65,66,Iowa State,12,103,133,17,253,21.1
66,67,Alabama,15,181,122,12,315,21.0
67,67,Old Dominion,13,113,132,28,273,21.0
68,67,San Jose State,12,109,123,20,252,21.0
69,70,Navy,14,212,65,16,293,20.9
70,70,Ohio,14,128,131,33,292,20.9
71,72,New Mexico,13,200,60,11,271,20.8
72,73,Georgia Southern,12,139,87,22,248,20.7
73,74,Florida Atlantic,12,125,108,14,247,20.6
74,74,Louisiana-Monroe,12,122,109,16,247,20.6
75,76,Pittsburgh,13,128,115,23,266,20.5
76,76,Nebraska,13,112,132,22,266,20.5
77,76,Arizona,12,129,85,32,246,20.5
78,76,Michigan State,12,109,125,12,246,20.5
79,80,Penn State,14,122,134,29,285,20.4
80,81,Wisconsin,14,142,130,12,284,20.3
81,81,Arizona State,12,88,134,22,244,20.3
82,83,Georgia,13,126,117,18,261,20.1
83,83,Miami (Florida),13,95,148,18,261,20.1
84,83,Marshall,12,85,125,31,241,20.1
85,86,Kentucky,13,145,96,19,260,20.0
86,87,San Diego State,14,165,94,19,278,19.9
87,88,Central Michigan,13,85,153,19,257,19.8
88,88,Florida International,12,91,129,18,238,19.8
89,88,Virginia,12,86,132,20,238,19.8
90,88,Charlotte,12,106,102,29,237,19.8
91,88,UCLA,12,59,152,26,237,19.8
92,93,Louisiana-Lafayette,13,135,99,22,256,19.7
93,93,UNLV,12,140,85,11,236,19.7
94,95,UTSA,13,115,123,17,255,19.6
95,95,LSU,12,120,100,15,235,19.6
96,97,Miami (Ohio),13,104,129,21,254,19.5
97,97,Vanderbilt,13,105,129,19,253,19.5
98,97,Akron,12,86,123,25,234,19.5
99,100,South Alabama,13,100,138,13,251,19.3
100,100,Cincinnati,12,76,143,13,232,19.3
101,102,Minnesota,13,126,107,17,250,19.2
102,102,UCF,13,107,113,29,249,19.2
103,102,Massachusetts,12,75,138,17,230,19.2
104,105,Utah State,12,92,105,30,227,18.9
105,106,Hawai'i,14,107,137,19,263,18.8
106,107,Arkansas State,13,102,124,16,242,18.6
107,108,South Carolina,13,93,127,21,241,18.5
108,108,North Texas,13,94,121,25,240,18.5
109,110,UTEP,12,97,103,20,220,18.3
110,110,Buffalo,12,96,112,12,220,18.3
111,112,Maryland,13,123,102,11,236,18.2
112,112,Stanford,13,123,98,15,236,18.2
113,112,Oregon State,12,109,90,19,218,18.2
114,115,Florida,13,95,125,15,235,18.1
115,116,Georgia Tech,13,161,56,14,231,17.8
116,116,Kansas,12,89,106,18,213,17.8
117,118,Texas State,12,65,129,18,212,17.7
118,119,Wake Forest,13,111,94,20,225,17.3
119,119,Tulane,12,131,59,18,208,17.3
120,121,Fresno State,12,83,102,21,206,17.2
121,122,Connecticut,12,73,117,15,205,17.1
122,123,Georgia State,12,63,120,18,201,16.8
123,124,Iowa,13,117,84,16,217,16.7
124,125,Rutgers,12,96,81,9,186,15.5
125,126,Illinois,12,73,91,16,180,15.0
126,127,Kent State,12,93,73,12,178,14.8
127,128,Boston College,13,88,87,14,189,14.5
