,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
56,57,LSU,12,67,4107,61.30,14,20.90,3,0
57,58,Western Michigan,14,106,6496,61.28,29,27.36,4,1
58,59,Fresno State,12,50,3063,61.26,12,24.00,3,0
59,60,Virginia,12,51,3124,61.25,19,37.25,1,3
60,61,South Florida,13,98,5996,61.18,26,26.53,0,2
61,62,Mississippi State,13,72,4404,61.17,24,33.33,4,2
62,63,Northwestern,13,65,3975,61.15,32,49.23,1,1
63,64,Tulsa,13,100,6108,61.08,33,33.00,3,0
64,65,Air Force,13,88,5373,61.06,45,51.14,4,1
65,66,TCU,13,77,4701,61.05,27,35.06,1,0
66,67,Kentucky,13,76,4633,60.96,24,31.58,0,1
67,67,South Carolina,13,57,3475,60.96,17,29.82,1,2
68,69,Boston College,13,58,3534,60.93,17,29.31,2,0
69,70,Rice,12,59,3591,60.86,25,42.37,3,1
70,71,UCF,13,73,4441,60.84,37,50.68,3,1
71,72,UNLV,12,68,4135,60.81,20,29.41,3,2
72,73,Arkansas State,13,72,4375,60.76,15,20.83,4,1
73,74,Washington State,13,87,5284,60.74,35,40.23,1,2
74,75,Notre Dame,12,71,4312,60.73,28,39.44,1,0
75,76,Utah State,12,60,3640,60.67,25,41.67,0,0
76,77,Hawai'i,14,74,4489,60.66,25,33.78,4,1
77,78,Nevada,12,61,3691,60.51,26,42.62,2,1
78,79,UTSA,13,68,4109,60.43,27,39.71,2,1
79,80,Ohio State,13,93,5617,60.40,36,38.71,4,0
80,81,Arkansas,13,72,4345,60.35,15,20.83,3,2
81,82,San Jose State,12,61,3678,60.30,41,67.21,4,1
82,83,Syracuse,12,54,3255,60.28,11,20.37,7,6
83,84,Oregon State,12,58,3492,60.21,20,34.48,2,4
84,85,Toledo,13,87,5237,60.20,18,20.69,3,1
85,86,Indiana,13,69,4140,60.00,29,42.03,4,0
86,86,Duke,12,50,3000,60.00,6,12.00,2,3
87,88,Georgia State,12,51,3057,59.94,15,29.41,2,2
88,89,BYU,13,75,4494,59.92,18,24.00,5,0
89,90,Louisiana Tech,14,110,6584,59.85,31,28.18,2,3
90,91,Texas State,12,44,2632,59.82,8,18.18,2,1
91,92,Clemson,15,105,6277,59.78,38,36.19,3,1
92,93,Middle Tennessee,13,93,5556,59.74,25,26.88,3,1
93,94,Idaho,13,81,4837,59.72,26,32.10,4,2
94,95,Louisville,13,104,6207,59.68,11,10.58,3,0
95,96,Cincinnati,12,53,3154,59.51,14,26.42,2,0
96,97,Troy,13,80,4758,59.48,23,28.75,1,3
97,97,Louisiana-Lafayette,13,58,3450,59.48,18,31.03,2,1
98,99,Washington,14,105,6233,59.36,40,38.10,4,0
99,100,Massachusetts,12,57,3383,59.35,8,14.04,3,0
100,101,Michigan State,12,62,3673,59.24,23,37.10,6,1
101,102,Eastern Michigan,13,78,4614,59.15,20,25.64,1,1
102,103,Temple,14,93,5497,59.11,18,19.35,1,0
103,104,Ball State,12,65,3833,58.97,8,12.31,4,1
104,105,Tulane,12,51,3007,58.96,19,37.25,2,5
105,106,Arizona,12,58,3404,58.69,20,34.48,3,2
106,107,Maryland,13,63,3687,58.52,9,14.29,2,0
107,108,Charlotte,12,61,3558,58.33,11,18.03,0,0
108,109,East Carolina,12,65,3788,58.28,14,21.54,3,5
109,110,Central Michigan,13,60,3490,58.17,12,20.00,1,3
110,111,West Virginia,13,80,4650,58.13,25,31.25,4,0
111,112,Southern Mississippi,13,81,4703,58.06,18,22.22,4,3
112,113,South Alabama,13,64,3702,57.84,9,14.06,3,0
113,114,Navy,14,90,5194,57.71,22,24.44,3,3
114,115,SMU,12,66,3807,57.68,15,22.73,4,3
115,116,Miami (Ohio),13,60,3458,57.63,12,20.00,3,1
116,117,Army,13,71,4089,57.59,14,19.72,2,1
117,118,Louisiana-Monroe,12,56,3195,57.05,6,10.71,4,0
118,119,Florida International,12,60,3418,56.97,11,18.33,1,1
119,120,Akron,12,65,3693,56.82,8,12.31,1,0
120,121,Kent State,12,53,2999,56.58,5,9.43,2,1
121,122,Ohio,14,80,4525,56.56,9,11.25,0,0
122,123,California,12,83,4605,55.48,23,27.71,2,3
123,124,Rutgers,12,44,2433,55.30,4,9.09,1,1
124,125,Old Dominion,13,85,4640,54.59,10,11.76,3,0
125,126,Purdue,12,56,3040,54.29,7,12.50,4,2
126,127,Buffalo,12,43,2299,53.47,5,11.63,1,2
127,128,Bowling Green,12,61,3251,53.30,15,24.59,1,0
