,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
56,57,Vanderbilt,13,455,2126,4.67,14,35.00,163.54
57,58,Georgia Southern,12,446,2005,4.50,21,37.17,167.08
58,59,Eastern Michigan,13,502,2178,4.34,23,38.62,167.54
59,60,West Virginia,13,517,2187,4.23,14,39.77,168.23
60,61,Central Michigan,13,474,2197,4.64,15,36.46,169.00
61,62,UCF,13,576,2204,3.83,22,44.31,169.54
62,63,UCLA,12,503,2058,4.09,21,41.92,171.50
63,64,Georgia Tech,13,473,2239,4.73,24,36.38,172.23
64,65,New Mexico,13,471,2242,4.76,29,36.23,172.46
65,66,Duke,12,469,2099,4.48,19,39.08,174.92
66,67,Toledo,13,474,2285,4.82,15,36.46,175.77
67,68,Tulsa,13,526,2292,4.36,28,40.46,176.31
68,69,Boise State,13,533,2298,4.31,12,41.00,176.77
69,70,Mississippi State,13,485,2308,4.76,17,37.31,177.54
70,71,Navy,14,546,2519,4.61,23,39.00,179.93
71,72,Notre Dame,12,529,2189,4.14,23,44.08,182.42
72,73,UNLV,12,484,2243,4.63,30,40.33,186.92
73,74,TCU,13,578,2441,4.22,23,44.46,187.77
74,75,Cincinnati,12,562,2275,4.05,17,46.83,189.58
75,76,Texas,12,550,2277,4.14,23,45.83,189.75
76,76,Kent State,12,537,2277,4.24,24,44.75,189.75
77,78,Virginia,12,485,2280,4.70,20,40.42,190.00
78,79,Bowling Green,12,502,2291,4.56,28,41.83,190.92
79,80,Texas A&M,13,573,2493,4.35,21,44.08,191.77
80,81,Massachusetts,12,492,2317,4.71,23,41.00,193.08
81,82,Oklahoma State,13,548,2515,4.59,22,42.15,193.46
82,83,Arizona,12,496,2330,4.70,27,41.33,194.17
83,84,South Florida,13,570,2554,4.48,29,43.85,196.46
84,85,Middle Tennessee,13,577,2583,4.48,37,44.38,198.69
85,86,Florida International,12,457,2385,5.22,26,38.08,198.75
86,87,Baylor,13,620,2609,4.21,30,47.69,200.69
87,88,Northern Illinois,12,520,2410,4.63,24,43.33,200.83
88,89,Marshall,12,488,2421,4.96,28,40.67,201.75
89,90,South Carolina,13,550,2642,4.80,20,42.31,203.23
90,91,Utah State,12,558,2440,4.37,19,46.50,203.33
91,92,Wyoming,14,537,2851,5.31,34,38.36,203.64
92,93,Memphis,13,530,2664,5.03,28,40.77,204.92
93,94,Arkansas,13,452,2671,5.91,39,34.77,205.46
94,95,Georgia State,12,576,2481,4.31,25,48.00,206.75
95,96,UTEP,12,476,2524,5.30,23,39.67,210.33
96,97,SMU,12,498,2526,5.07,30,41.50,210.50
97,98,Colorado State,13,577,2782,4.82,34,44.38,214.00
98,99,Maryland,13,586,2792,4.76,31,45.08,214.77
99,100,South Alabama,13,587,2798,4.77,26,45.15,215.23
100,101,Rice,12,477,2602,5.45,30,39.75,216.83
101,102,Oregon State,12,492,2616,5.32,25,41.00,218.00
102,103,Iowa State,12,526,2618,4.98,23,43.83,218.17
103,104,Tennessee,13,568,2841,5.00,28,43.69,218.54
104,105,Illinois,12,569,2630,4.62,35,47.42,219.17
105,106,Texas State,12,540,2668,4.94,33,45.00,222.33
106,107,Akron,12,534,2696,5.05,27,44.50,224.67
107,108,Syracuse,12,497,2700,5.43,35,41.42,225.00
108,109,North Carolina,13,659,2955,4.48,28,50.69,227.31
109,110,Kentucky,13,576,2966,5.15,25,44.31,228.15
110,111,East Carolina,12,506,2742,5.42,34,42.17,228.50
111,112,Missouri,12,531,2794,5.26,28,44.25,232.83
112,113,Hawai'i,14,620,3279,5.29,31,44.29,234.21
113,114,Kansas,12,549,2837,5.17,27,45.75,236.42
114,115,Purdue,12,545,2861,5.25,35,45.42,238.42
115,116,Texas Tech,12,500,2863,5.73,37,41.67,238.58
116,117,North Texas,13,588,3114,5.30,31,45.23,239.54
117,118,New Mexico State,12,549,2931,5.34,31,45.75,244.25
118,119,Florida Atlantic,12,537,2945,5.48,37,44.75,245.42
119,120,Mississippi,12,546,2956,5.41,31,45.50,246.33
120,121,Oregon,12,522,2958,5.67,38,43.50,246.50
121,122,San Jose State,12,540,2960,5.48,33,45.00,246.67
122,123,Fresno State,12,600,2969,4.95,25,50.00,247.42
123,124,Buffalo,12,597,3039,5.09,29,49.75,253.25
124,125,Louisiana-Monroe,12,545,3123,5.73,31,45.42,260.25
125,126,Rutgers,12,556,3170,5.70,33,46.33,264.17
126,127,California,12,532,3274,6.15,32,44.33,272.83
127,128,Nevada,12,585,3571,6.10,32,48.75,297.58
