,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
78,79,Louisiana-Monroe,12,64,2575,40.23,5.3,214.6
79,80,New Mexico State,12,78,3128,40.10,6.5,260.7
80,81,Colorado,14,74,2964,40.05,5.3,211.7
81,82,Vanderbilt,13,73,2922,40.03,5.6,224.8
82,83,Washington,14,55,2199,39.98,3.9,157.1
83,84,Illinois,12,77,3070,39.87,6.4,255.8
84,85,Central Michigan,13,68,2709,39.84,5.2,208.4
85,86,Maryland,13,72,2868,39.83,5.5,220.6
86,87,Miami (Ohio),13,63,2507,39.79,4.8,192.8
87,88,Northwestern,13,76,3023,39.78,5.8,232.5
88,89,Florida State,13,56,2227,39.77,4.3,171.3
89,90,North Carolina State,13,53,2104,39.70,4.1,161.8
90,91,Rice,12,79,3135,39.68,6.6,261.3
91,92,SMU,12,71,2813,39.62,5.9,234.4
92,92,Washington State,13,47,1862,39.62,3.6,143.2
93,94,TCU,13,72,2851,39.60,5.5,219.3
94,95,Tulane,12,73,2888,39.56,6.1,240.7
95,96,Marshall,12,71,2800,39.44,5.9,233.3
96,97,Appalachian State,13,58,2285,39.40,4.5,175.8
97,98,Kent State,12,80,3135,39.19,6.7,261.3
98,98,UCLA,12,73,2861,39.19,6.1,238.4
99,100,Georgia Southern,12,56,2189,39.09,4.7,182.4
100,101,Arkansas State,13,81,3165,39.07,6.2,243.5
101,102,Georgia State,12,68,2655,39.04,5.7,221.3
102,103,Temple,14,53,2065,38.96,3.8,147.5
103,104,Mississippi State,13,63,2453,38.94,4.8,188.7
104,105,Buffalo,12,74,2879,38.91,6.2,239.9
105,106,Virginia Tech,14,70,2718,38.83,5.0,194.1
106,107,Duke,12,68,2640,38.82,5.7,220.0
107,108,Northern Illinois,12,71,2754,38.79,5.9,229.5
108,109,Cincinnati,12,69,2673,38.74,5.8,222.8
109,110,Indiana,13,64,2471,38.61,4.9,190.1
110,111,Middle Tennessee,13,59,2275,38.56,4.5,175.0
111,112,Charlotte,12,76,2923,38.46,6.3,243.6
112,113,USC,13,50,1917,38.34,3.8,147.5
113,114,Nebraska,13,68,2606,38.32,5.2,200.5
114,115,Kentucky,13,61,2335,38.28,4.7,179.6
115,116,Texas Tech,12,46,1759,38.24,3.8,146.6
116,117,Clemson,15,64,2442,38.16,4.3,162.8
117,118,Boston College,13,95,3620,38.11,7.3,278.5
118,119,Oregon,12,59,2233,37.85,4.9,186.1
119,120,Florida International,12,61,2293,37.59,5.1,191.1
120,121,Georgia,13,69,2590,37.54,5.3,199.2
121,122,Wisconsin,14,66,2473,37.47,4.7,176.6
122,123,Fresno State,12,80,2990,37.38,6.7,249.2
123,124,Rutgers,12,97,3618,37.30,8.1,301.5
124,125,Utah State,12,63,2348,37.27,5.3,195.7
125,126,Old Dominion,13,59,2198,37.25,4.5,169.1
126,127,Akron,12,61,2255,36.97,5.1,187.9
127,128,Army,13,37,1300,35.14,2.8,100.0
