,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
66,67,Middle Tennessee,13,21,162,7.71,0,1.6,12.5
67,68,Vanderbilt,13,18,138,7.67,0,1.4,10.6
68,69,Rutgers,12,22,168,7.64,1,1.8,14.0
69,70,Utah,13,36,273,7.58,1,2.8,21.0
70,70,Purdue,12,12,91,7.58,0,1.0,7.6
71,72,Florida,13,32,242,7.56,0,2.5,18.6
72,73,Oregon,12,20,151,7.55,0,1.7,12.6
73,74,UCF,13,27,203,7.52,1,2.1,15.6
74,75,Indiana,13,24,179,7.46,0,1.8,13.8
75,76,Arkansas State,13,37,275,7.43,2,2.8,21.2
76,77,Florida State,13,22,163,7.41,1,1.7,12.5
77,78,Nebraska,13,23,168,7.30,0,1.8,12.9
78,79,Buffalo,12,15,107,7.13,0,1.3,8.9
79,80,Connecticut,12,3,21,7.00,0,0.3,1.8
80,81,Army,13,21,146,6.95,0,1.6,11.2
81,81,Michigan State,12,19,132,6.95,0,1.6,11.0
82,83,New Mexico,13,22,150,6.82,0,1.7,11.5
83,84,Wisconsin,14,21,143,6.81,0,1.5,10.2
84,85,Stanford,13,13,88,6.77,0,1.0,6.8
85,86,Fresno State,12,24,159,6.63,0,2.0,13.3
86,86,Boise State,13,24,159,6.63,0,1.8,12.2
87,88,Northwestern,13,20,132,6.60,0,1.5,10.2
88,89,UTSA,13,23,151,6.57,0,1.8,11.6
89,90,Wyoming,14,31,203,6.55,1,2.2,14.5
90,91,UCLA,12,28,182,6.50,1,2.3,15.2
91,91,Texas,12,28,182,6.50,0,2.3,15.2
92,91,San Jose State,12,14,91,6.50,0,1.2,7.6
93,94,Penn State,14,30,194,6.47,0,2.1,13.9
94,95,South Carolina,13,14,89,6.36,0,1.1,6.8
95,96,Utah State,12,19,120,6.32,1,1.6,10.0
96,97,Cincinnati,12,15,92,6.13,0,1.3,7.7
97,98,Oregon State,12,21,126,6.00,0,1.8,10.5
98,98,Mississippi,12,10,60,6.00,0,0.8,5.0
99,100,Central Michigan,13,14,80,5.71,0,1.1,6.2
100,101,Minnesota,13,24,136,5.67,0,1.8,10.5
101,102,Kent State,12,22,123,5.59,0,1.8,10.3
102,103,Louisiana-Lafayette,13,16,87,5.44,0,1.2,6.7
103,104,Ball State,12,18,94,5.22,1,1.5,7.8
104,105,Ohio State,13,27,139,5.15,0,2.1,10.7
105,106,Bowling Green,12,20,99,4.95,0,1.7,8.3
106,107,Ohio,14,19,90,4.74,0,1.4,6.4
107,108,Arizona,12,12,56,4.67,0,1.0,4.7
108,109,Illinois,12,23,101,4.39,0,1.9,8.4
109,110,South Alabama,13,17,71,4.18,0,1.3,5.5
110,111,Tulane,12,15,62,4.13,0,1.3,5.2
111,112,Northern Illinois,12,17,70,4.12,0,1.4,5.8
112,113,Houston,13,18,73,4.06,0,1.4,5.6
113,114,Mississippi State,13,19,76,4.00,0,1.5,5.8
114,115,Florida Atlantic,12,13,50,3.85,0,1.1,4.2
115,116,California,12,17,65,3.82,0,1.4,5.4
116,117,SMU,12,13,48,3.69,0,1.1,4.0
117,118,Wake Forest,13,22,70,3.18,0,1.7,5.4
118,119,New Mexico State,12,6,19,3.17,0,0.5,1.6
119,120,Eastern Michigan,13,9,27,3.00,0,0.7,2.1
120,120,Miami (Ohio),13,6,18,3.00,0,0.5,1.4
121,122,Charlotte,12,17,49,2.88,1,1.4,4.1
122,123,Rice,12,17,47,2.76,0,1.4,3.9
123,124,West Virginia,13,21,39,1.86,0,1.6,3.0
124,125,East Carolina,12,10,18,1.80,0,0.8,1.5
125,126,Georgia State,12,7,10,1.43,0,0.6,0.8
126,127,UNLV,12,12,-1,-0.08,1,1.0,-0.1
127,128,Kansas,12,7,-10,-1.43,0,0.6,-0.8
