,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
79,80,Notre Dame,12,438,1960,4.47,18,36.50,163.33
80,81,SMU,12,478,1959,4.10,14,39.83,163.25
81,82,Iowa State,12,458,1953,4.26,18,38.17,162.75
82,83,UTSA,13,524,2104,4.02,22,40.31,161.85
83,84,Memphis,13,487,2071,4.25,23,37.46,159.31
84,85,Eastern Michigan,13,480,2068,4.31,21,36.92,159.08
85,86,North Carolina State,13,504,2030,4.03,23,38.77,156.15
86,87,San Jose State,12,480,1869,3.89,16,40.00,155.75
87,88,California,12,414,1852,4.47,16,34.50,154.33
88,89,Duke,12,474,1843,3.89,19,39.50,153.58
89,90,Buffalo,12,426,1839,4.32,12,35.50,153.25
90,91,Northwestern,13,501,1991,3.97,22,38.54,153.15
91,92,Indiana,13,534,1979,3.71,18,41.08,152.23
92,93,Miami (Florida),13,435,1973,4.54,24,33.46,151.77
93,94,Louisiana Tech,14,417,2119,5.08,30,29.79,151.36
94,95,Mississippi,12,422,1793,4.25,17,35.17,149.42
95,96,Boston College,13,566,1938,3.42,16,43.54,149.08
96,97,Florida International,12,423,1783,4.22,16,35.25,148.58
97,98,Idaho,13,488,1921,3.94,24,37.54,147.77
98,99,Houston,13,561,1912,3.41,29,43.15,147.08
99,100,North Carolina,13,401,1896,4.73,21,30.85,145.85
100,101,Wake Forest,13,533,1895,3.56,17,41.00,145.77
101,102,South Alabama,13,468,1893,4.04,25,36.00,145.62
102,103,Rutgers,12,489,1730,3.54,8,40.75,144.17
103,104,UCF,13,527,1835,3.48,25,40.54,141.15
104,105,Illinois,12,353,1686,4.78,14,29.42,140.50
105,106,Arkansas State,13,517,1784,3.45,19,39.77,137.23
106,107,Miami (Ohio),13,484,1772,3.66,9,37.23,136.31
107,108,South Carolina,13,475,1747,3.68,20,36.54,134.38
108,109,North Texas,13,426,1736,4.08,24,32.77,133.54
109,110,East Carolina,12,404,1589,3.93,13,33.67,132.42
110,111,Akron,12,380,1586,4.17,13,31.67,132.17
111,112,Arizona State,12,475,1578,3.32,27,39.58,131.50
112,113,Florida,13,452,1667,3.69,11,34.77,128.23
113,114,Washington State,13,362,1560,4.31,23,27.85,120.00
114,115,Syracuse,12,449,1435,3.20,15,37.42,119.58
115,116,Kansas,12,405,1429,3.53,11,33.75,119.08
116,117,Cincinnati,12,397,1418,3.57,8,33.08,118.17
117,118,Connecticut,12,418,1408,3.37,11,34.83,117.33
118,119,Fresno State,12,440,1394,3.17,11,36.67,116.17
119,120,Central Michigan,13,407,1507,3.70,18,31.31,115.92
120,121,Virginia,12,384,1363,3.55,13,32.00,113.58
121,122,Marshall,12,396,1298,3.28,12,33.00,108.17
122,123,Texas Tech,12,389,1243,3.20,22,32.42,103.58
123,124,Massachusetts,12,366,1194,3.26,10,30.50,99.50
124,125,Purdue,12,361,1154,3.20,12,30.08,96.17
125,126,Georgia State,12,336,1052,3.13,10,28.00,87.67
126,127,UCLA,12,345,1011,2.93,13,28.75,84.25
127,128,Texas State,12,426,989,2.32,13,35.50,82.42
