,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
36,37,Penn State,14,2118,3033,1023,5151,5.04,367.9
37,38,Stanford,13,1878,2907,894,4785,5.35,368.1
38,39,UCF,13,2204,2610,1008,4814,4.78,370.3
39,40,Wake Forest,13,1851,2966,903,4817,5.33,370.5
40,41,Western Kentucky,14,1361,3911,1014,5272,5.20,376.6
41,42,Notre Dame,12,2189,2357,842,4546,5.40,378.8
42,43,Louisiana-Lafayette,13,1679,3249,929,4928,5.30,379.1
43,44,Utah State,12,2440,2118,872,4558,5.23,379.8
44,45,Indiana,13,2085,2856,971,4941,5.09,380.1
45,46,Georgia State,12,2481,2087,931,4568,4.91,380.7
46,47,UCLA,12,2058,2526,944,4584,4.86,382.0
47,48,Utah,13,1673,3306,895,4979,5.56,383.0
48,49,Old Dominion,13,2043,2944,921,4987,5.41,383.6
49,50,Kent State,12,2277,2361,890,4638,5.21,386.5
50,51,Kansas State,13,1495,3545,874,5040,5.77,387.7
51,52,Boise State,13,2298,2769,975,5067,5.20,389.8
52,52,South Alabama,13,2798,2270,900,5068,5.63,389.8
53,54,Central Michigan,13,2197,2898,888,5095,5.74,391.9
54,55,UTSA,13,2112,2984,895,5096,5.69,392.0
55,56,New Mexico,13,2242,2890,816,5132,6.29,394.8
56,57,Toledo,13,2285,2870,888,5155,5.81,396.5
57,58,Georgia Southern,12,2005,2754,801,4759,5.94,396.6
58,59,Georgia Tech,13,2239,2982,907,5221,5.76,401.6
59,60,Northwestern,13,1809,3448,974,5257,5.40,404.4
60,61,Illinois,12,2630,2231,877,4861,5.54,405.1
61,62,Washington State,13,1745,3532,873,5277,6.04,405.9
62,63,North Carolina,13,2955,2350,987,5305,5.37,408.1
63,64,Vanderbilt,13,2126,3180,899,5306,5.90,408.2
64,65,Connecticut,12,1753,3176,862,4929,5.72,410.8
65,66,South Carolina,13,2642,2713,953,5355,5.62,411.9
66,67,Duke,12,2099,2877,791,4976,6.29,414.7
67,68,Fresno State,12,2969,2012,871,4981,5.72,415.1
68,69,Colorado State,13,2782,2668,892,5450,6.11,419.2
69,70,UTEP,12,2524,2508,822,5032,6.12,419.3
70,71,Louisiana Tech,14,2047,3846,1018,5893,5.79,420.9
71,72,Cincinnati,12,2275,2799,951,5074,5.34,422.8
72,73,West Virginia,13,2187,3350,995,5537,5.56,425.9
73,74,Tulsa,13,2292,3252,1013,5544,5.47,426.5
74,75,Arkansas,13,2671,2875,822,5546,6.75,426.6
75,76,TCU,13,2441,3106,1006,5547,5.51,426.7
76,77,Maryland,13,2792,2760,980,5552,5.67,427.1
77,78,Idaho,13,1883,3685,893,5568,6.24,428.3
78,79,Oregon State,12,2616,2534,894,5150,5.76,429.2
79,80,UNLV,12,2243,2918,879,5161,5.87,430.1
80,81,Baylor,13,2609,2992,1032,5601,5.43,430.8
81,82,Oklahoma,13,2114,3502,960,5616,5.85,432.0
82,83,Eastern Michigan,13,2178,3447,963,5625,5.84,432.7
83,84,Navy,14,2519,3557,959,6076,6.34,434.0
84,85,Kentucky,13,2966,2679,928,5645,6.08,434.2
85,86,Florida International,12,2385,2830,823,5215,6.34,434.6
86,87,Buffalo,12,3039,2178,881,5217,5.92,434.8
87,88,San Jose State,12,2960,2263,806,5223,6.48,435.3
88,89,North Texas,13,3114,2603,942,5717,6.07,439.8
89,90,Texas A&M,13,2493,3250,1035,5743,5.55,441.8
90,91,Purdue,12,2861,2489,860,5350,6.22,445.8
91,92,Oklahoma State,13,2515,3287,979,5802,5.93,446.3
92,93,Virginia,12,2280,3079,846,5359,6.33,446.6
93,94,Texas,12,2277,3102,955,5379,5.63,448.3
94,95,Tennessee,13,2841,2999,1000,5840,5.84,449.2
95,96,Middle Tennessee,13,2583,3260,1068,5843,5.47,449.5
96,97,Rutgers,12,3170,2238,851,5408,6.35,450.7
97,98,Northern Illinois,12,2410,3008,936,5418,5.79,451.5
98,99,Massachusetts,12,2317,3115,886,5432,6.13,452.7
99,100,Pittsburgh,13,1555,4331,985,5886,5.98,452.8
100,100,East Carolina,12,2742,2691,844,5433,6.44,452.8
101,102,Iowa State,12,2618,2817,911,5435,5.97,452.9
102,103,SMU,12,2526,2910,906,5436,6.00,453.0
103,104,Wyoming,14,2851,3493,962,6344,6.59,453.1
104,105,Charlotte,12,1721,3718,902,5439,6.03,453.3
105,106,Memphis,13,2664,3246,1025,5910,5.77,454.6
106,107,Marshall,12,2421,3044,860,5465,6.35,455.4
107,108,Nevada,12,3571,1901,825,5472,6.63,456.0
108,109,Kansas,12,2837,2637,906,5474,6.04,456.2
109,110,Mississippi State,13,2308,3660,957,5968,6.24,459.1
110,111,Mississippi,12,2956,2579,896,5535,6.18,461.3
111,112,Hawai'i,14,3279,3183,1013,6462,6.38,461.6
112,113,Bowling Green,12,2291,3280,882,5571,6.32,464.3
113,114,Akron,12,2696,2896,924,5592,6.05,466.0
114,115,Arizona,12,2330,3302,923,5632,6.10,469.3
115,116,Ball State,12,1807,3836,885,5643,6.38,470.3
116,117,Texas State,12,2668,2985,913,5653,6.19,471.1
117,118,Missouri,12,2794,2962,949,5756,6.07,479.7
118,119,Louisiana-Monroe,12,3123,2641,867,5764,6.65,480.3
119,120,South Florida,13,2554,3712,1077,6266,5.82,482.0
120,121,New Mexico State,12,2931,3029,909,5960,6.56,496.7
121,122,Syracuse,12,2700,3313,870,6013,6.91,501.1
122,123,Rice,12,2602,3452,815,6054,7.43,504.5
123,124,Florida Atlantic,12,2945,3221,892,6166,6.91,513.8
124,125,California,12,3274,2945,927,6219,6.71,518.3
125,126,Oregon,12,2958,3263,971,6221,6.41,518.4
126,127,Arizona State,12,1957,4289,884,6246,7.07,520.5
127,128,Texas Tech,12,2863,3789,943,6652,7.05,554.3
