,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
54,55,Cincinnati,12,39,17,36,0,1,323,26.9
55,56,South Alabama,13,44,15,34,4,0,351,27.0
56,57,Indiana,13,42,21,37,0,1,354,27.2
57,57,Old Dominion,13,47,7,45,3,0,354,27.2
58,59,UCLA,12,37,24,34,1,0,330,27.5
59,60,Tulane,12,42,12,36,3,1,332,27.7
60,61,Michigan State,12,42,12,39,2,1,333,27.8
61,61,Notre Dame,12,44,9,37,2,1,334,27.8
62,63,UTSA,13,46,15,34,4,0,363,27.9
63,64,TCU,13,43,21,39,2,0,364,28.0
64,65,Connecticut,12,43,12,43,0,0,337,28.1
65,66,Duke,12,43,13,41,0,0,338,28.2
66,67,Kent State,12,43,13,37,2,3,344,28.7
67,68,Oklahoma,13,46,18,43,1,0,375,28.8
68,68,Tennessee,13,48,14,45,0,0,375,28.8
69,68,Memphis,13,49,11,48,0,0,375,28.8
70,71,Nevada,12,44,14,40,0,1,348,29.0
71,71,Baylor,13,48,14,45,0,1,377,29.0
72,73,Utah State,12,43,17,41,1,0,352,29.3
73,74,Southern Mississippi,13,50,10,50,0,2,384,29.5
74,74,Maryland,13,52,9,45,0,0,384,29.5
75,76,Tulsa,13,48,18,44,1,0,388,29.8
76,76,Eastern Michigan,13,52,9,47,1,0,388,29.8
77,78,Ball State,12,46,13,44,1,0,361,30.1
78,79,Northern Illinois,12,49,8,46,0,0,364,30.3
79,79,Central Michigan,13,51,13,47,1,0,394,30.3
80,81,Colorado State,13,53,9,50,0,0,395,30.4
81,82,Oregon State,12,45,17,41,1,1,366,30.5
82,83,Fresno State,12,48,12,45,1,0,371,30.9
83,84,Navy,14,54,19,51,1,0,434,31.0
84,85,Arkansas,13,54,9,51,1,0,404,31.1
85,86,Iowa State,12,48,13,47,0,1,376,31.3
86,86,Kentucky,13,50,19,48,1,0,407,31.3
87,86,Idaho,13,52,15,48,1,0,407,31.3
88,89,Texas,12,47,15,43,4,0,378,31.5
89,89,Missouri,12,49,12,48,0,0,378,31.5
90,89,New Mexico,13,54,12,49,0,0,409,31.5
91,92,South Florida,13,50,21,42,2,1,411,31.6
92,93,Mississippi State,13,53,15,44,3,0,413,31.8
93,94,Illinois,12,47,17,46,1,1,383,31.9
94,95,Buffalo,12,49,16,44,1,0,388,32.3
95,96,North Texas,13,55,14,46,2,1,424,32.6
96,97,Akron,12,50,17,48,1,1,403,33.6
97,97,Louisiana Tech,14,62,12,60,1,0,470,33.6
98,99,Virginia,12,51,16,49,1,0,405,33.8
99,100,Mississippi,12,50,20,48,0,0,408,34.0
100,101,Wyoming,14,61,18,55,1,0,477,34.1
101,102,Charlotte,12,54,14,49,0,0,415,34.6
102,103,San Jose State,12,54,13,53,0,0,416,34.7
103,104,Florida International,12,55,10,52,2,1,418,34.8
104,105,UTEP,12,53,16,47,3,0,419,34.9
105,106,Pittsburgh,13,59,16,54,1,0,458,35.2
106,107,Marshall,12,55,13,52,1,0,423,35.3
107,108,Massachusetts,12,53,19,47,1,1,426,35.5
108,109,Middle Tennessee,13,62,10,59,1,1,465,35.8
109,110,East Carolina,12,56,13,54,0,2,433,36.1
110,111,SMU,12,56,15,52,0,1,435,36.3
111,112,UNLV,12,56,16,53,1,1,441,36.8
112,113,Rice,12,58,13,57,1,1,448,37.3
113,113,Kansas,12,58,16,50,0,1,448,37.3
114,113,Hawai'i,14,67,19,63,0,0,522,37.3
115,116,Rutgers,12,60,11,55,1,0,450,37.5
116,117,Purdue,12,59,15,54,3,0,459,38.3
117,117,Arizona,12,62,9,59,0,1,460,38.3
118,117,Bowling Green,12,63,7,55,2,1,460,38.3
119,120,Syracuse,12,61,12,57,2,0,463,38.6
120,121,New Mexico State,12,60,16,56,1,0,466,38.8
121,122,Louisiana-Monroe,12,60,17,54,1,1,469,39.1
122,123,Florida Atlantic,12,63,12,57,3,0,477,39.8
123,123,Arizona State,12,61,18,58,0,0,478,39.8
124,125,Texas State,12,63,19,54,1,1,493,41.1
125,126,Oregon,12,68,7,60,3,1,497,41.4
126,127,California,12,67,14,65,0,1,511,42.6
127,128,Texas Tech,12,68,14,66,1,2,522,43.5
