,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
95,96,Clemson,15,109,4566,41.89,7.3,304.4
96,97,Utah,13,74,3104,41.95,5.7,238.8
97,98,Iowa State,12,59,2476,41.97,4.9,206.3
98,99,Florida State,13,76,3191,41.99,5.8,245.5
99,100,UCLA,12,69,2901,42.04,5.8,241.8
100,101,Mississippi,12,57,2401,42.12,4.8,200.1
101,102,Middle Tennessee,13,70,2952,42.17,5.4,227.1
102,103,Texas Tech,12,48,2026,42.21,4.0,168.8
103,103,Duke,12,67,2828,42.21,5.6,235.7
104,105,Kent State,12,63,2668,42.35,5.3,222.3
105,106,Washington,14,81,3434,42.40,5.8,245.3
106,107,North Carolina,13,63,2674,42.44,4.8,205.7
107,108,Arkansas,13,61,2592,42.49,4.7,199.4
108,108,Memphis,13,69,2932,42.49,5.3,225.5
109,110,Tennessee,13,76,3232,42.53,5.8,248.6
110,111,Western Michigan,14,70,2978,42.54,5.0,212.7
111,112,USC,13,71,3029,42.66,5.5,233.0
112,113,Alabama,15,111,4755,42.84,7.4,317.0
113,114,South Carolina,13,56,2402,42.89,4.3,184.8
114,115,Colorado,14,88,3786,43.02,6.3,270.4
115,116,Southern Mississippi,13,87,3756,43.17,6.7,288.9
116,117,TCU,13,77,3331,43.26,5.9,256.2
117,118,Hawai'i,14,49,2122,43.31,3.5,151.6
118,119,Oklahoma,13,70,3033,43.33,5.4,233.3
119,120,Arizona,12,48,2091,43.56,4.0,174.3
120,121,Bowling Green,12,70,3053,43.61,5.8,254.4
121,122,UTEP,12,50,2184,43.68,4.2,182.0
122,123,Mississippi State,13,58,2539,43.78,4.5,195.3
123,124,Wyoming,14,68,2986,43.91,4.9,213.3
124,125,Louisiana Tech,14,56,2462,43.96,4.0,175.9
125,126,Georgia,13,69,3059,44.33,5.3,235.3
126,127,LSU,12,73,3248,44.49,6.1,270.7
127,128,New Mexico,13,59,2636,44.68,4.5,202.8
