,Rank,Name,G,TFL,TFL Yards,TFL/G
109,110,Boston College,13,94.0,327,7.23
110,110,Syracuse,12,94.0,336,7.83
111,110,Connecticut,12,94.0,342,7.83
112,110,New Mexico State,12,94.0,389,7.83
113,110,Memphis,13,94.0,402,7.23
114,110,Indiana,13,94.0,407,7.23
115,110,Temple,14,94.0,409,6.71
116,110,Rutgers,12,94.0,410,7.83
117,118,Northwestern,13,95.0,341,7.31
118,119,Houston,13,98.0,393,7.54
119,120,Arkansas State,13,100.0,369,7.69
120,120,UTSA,13,100.0,409,7.69
121,122,San Jose State,12,101.0,421,8.42
122,123,Louisiana-Lafayette,13,102.0,414,7.85
123,123,South Carolina,13,102.0,420,7.85
124,125,Texas State,12,105.0,460,8.75
125,126,Alabama,15,108.0,374,7.20
126,126,Maryland,13,108.0,519,8.31
127,128,UCF,13,111.0,454,8.54
