,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
103,102,Louisiana-Lafayette,13,65,4040,62.15,24,36.92,1,1
104,102,San Jose State,12,78,4848,62.15,33,42.31,1,0
105,106,Vanderbilt,13,67,4166,62.18,27,40.30,2,0
106,107,Purdue,12,86,5349,62.20,41,47.67,4,1
107,108,Georgia Tech,13,61,3796,62.23,30,49.18,3,3
108,108,Georgia,13,61,3796,62.23,33,54.10,1,2
109,110,Syracuse,12,85,5291,62.25,20,23.53,1,1
110,111,North Carolina,13,66,4110,62.27,32,48.48,1,0
111,112,Tulane,12,60,3738,62.30,27,45.00,1,2
112,113,Wyoming,14,85,5297,62.32,50,58.82,2,2
113,114,Washington State,13,66,4114,62.33,25,37.88,4,0
114,114,Texas,12,73,4550,62.33,30,41.10,1,0
115,116,Auburn,13,56,3491,62.34,28,50.00,4,0
116,117,Colorado,14,66,4116,62.36,39,59.09,2,1
117,118,Florida,13,51,3182,62.39,23,45.10,2,0
118,119,West Virginia,13,64,3995,62.42,30,46.88,2,3
119,120,Texas Tech,12,88,5494,62.43,57,64.77,1,4
120,121,Michigan State,12,63,3934,62.44,30,47.62,3,0
121,122,Oklahoma State,13,65,4062,62.49,38,58.46,2,3
122,122,Arizona State,12,91,5687,62.49,34,37.36,2,1
123,124,UTEP,12,77,4820,62.60,33,42.86,0,0
124,125,Temple,14,55,3462,62.95,24,43.64,3,2
125,126,Duke,12,68,4305,63.31,28,41.18,0,0
126,127,Mississippi,12,81,5132,63.36,41,50.62,3,1
127,128,New Mexico State,12,85,5439,63.99,55,64.71,1,1
