,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
55,56,Indiana,13,1979,3559,990,5538,5.59,426.0
56,57,Miami (Florida),13,1973,3564,861,5537,6.43,425.9
57,58,Michigan,13,2768,2756,944,5524,5.85,424.9
58,59,LSU,12,2796,2281,757,5077,6.71,423.1
59,60,Iowa State,12,1953,3106,856,5059,5.91,421.6
60,61,Kentucky,13,3044,2419,872,5463,6.26,420.2
61,62,Notre Dame,12,1960,3051,826,5011,6.07,417.6
62,63,North Carolina State,13,2030,3383,942,5413,5.75,416.4
63,64,New Mexico State,12,2037,2939,914,4976,5.44,414.7
64,65,Army,13,4414,967,913,5381,5.89,413.9
65,66,Temple,14,2466,3324,967,5790,5.99,413.6
66,67,Arizona,12,2820,2137,815,4957,6.08,413.1
67,68,San Diego State,14,3680,2023,892,5703,6.39,407.4
68,69,Bowling Green,12,2170,2713,952,4883,5.13,406.9
69,70,UNLV,12,2898,1955,815,4853,5.95,404.4
70,71,BYU,13,2615,2573,956,5188,5.43,399.1
71,72,Florida Atlantic,12,2258,2521,838,4779,5.70,398.3
72,73,Northwestern,13,1991,3186,984,5177,5.26,398.2
73,74,Idaho,13,1921,3240,920,5161,5.61,397.0
74,75,Michigan State,12,2072,2668,841,4740,5.64,395.0
75,76,Duke,12,1843,2877,917,4720,5.15,393.3
76,77,Ohio,14,2350,3142,1004,5492,5.47,392.3
77,78,Central Michigan,13,1507,3589,878,5096,5.80,392.0
78,79,Hawai'i,14,2293,3185,915,5478,5.99,391.3
79,80,Purdue,12,1154,3539,918,4693,5.11,391.1
80,81,Arizona State,12,1578,3111,900,4689,5.21,390.8
81,82,South Alabama,13,1893,3169,884,5062,5.73,389.4
82,83,Kansas State,13,3013,2041,881,5054,5.74,388.8
83,84,Akron,12,1586,3063,776,4649,5.99,387.4
84,85,Georgia Tech,13,3355,1679,771,5034,6.53,387.2
85,86,Rice,12,2036,2582,895,4618,5.16,384.8
86,87,Georgia,13,2486,2515,919,5001,5.44,384.7
87,88,Nevada,12,2088,2498,830,4586,5.53,382.2
88,89,Wisconsin,14,2843,2507,981,5350,5.45,382.1
89,90,Nebraska,13,2199,2752,923,4951,5.36,380.8
90,91,UCLA,12,1011,3547,839,4558,5.43,379.8
91,91,Georgia Southern,12,2690,1868,870,4558,5.24,379.8
92,93,Arkansas State,13,1784,3148,919,4932,5.37,379.4
93,94,Maryland,13,2594,2317,875,4911,5.61,377.8
94,94,San Jose State,12,1869,2665,851,4534,5.33,377.8
95,96,Utah State,12,2046,2469,793,4515,5.69,376.3
96,97,UTSA,13,2104,2777,907,4881,5.38,375.5
97,98,Florida International,12,1783,2720,830,4503,5.43,375.3
98,99,Cincinnati,12,1418,3071,850,4489,5.28,374.1
99,100,Louisiana-Monroe,12,2176,2304,876,4480,5.11,373.3
100,101,UTEP,12,2226,2204,736,4430,6.02,369.2
101,102,Charlotte,12,2114,2313,900,4427,4.92,368.9
102,103,Stanford,13,2716,2056,827,4772,5.77,367.1
103,104,Miami (Ohio),13,1772,2998,842,4770,5.67,366.9
104,105,Oregon State,12,2300,2086,795,4386,5.52,365.5
105,106,Kansas,12,1429,2885,870,4314,4.96,359.5
106,107,Minnesota,13,2387,2257,886,4644,5.24,357.2
107,107,Louisiana-Lafayette,13,2326,2317,929,4643,5.00,357.2
108,109,Massachusetts,12,1194,3080,802,4274,5.33,356.2
109,110,Vanderbilt,13,2135,2486,891,4621,5.19,355.5
110,111,Buffalo,12,1839,2406,823,4245,5.16,353.8
111,112,Virginia,12,1363,2872,871,4235,4.86,352.9
112,113,UCF,13,1835,2726,975,4561,4.68,350.8
113,114,Marshall,12,1298,2902,834,4200,5.04,350.0
114,115,South Carolina,13,1747,2771,877,4518,5.15,347.5
115,116,Florida,13,1667,2805,862,4472,5.19,344.0
116,117,North Texas,13,1736,2708,875,4444,5.08,341.8
117,118,Tulane,12,2737,1360,849,4097,4.83,341.4
118,119,Georgia State,12,1052,2955,755,4007,5.31,333.9
119,120,Fresno State,12,1394,2557,845,3951,4.68,329.3
120,121,Iowa,13,2234,1991,812,4225,5.20,325.0
121,122,Connecticut,12,1408,2432,798,3840,4.81,320.0
122,123,Illinois,12,1686,2095,711,3781,5.32,315.1
123,124,Wake Forest,13,1895,2154,886,4049,4.57,311.5
124,125,Kent State,12,2010,1700,765,3710,4.85,309.2
125,126,Texas State,12,989,2639,841,3628,4.31,302.3
126,127,Boston College,13,1938,1869,862,3807,4.42,292.8
127,128,Rutgers,12,1730,1659,821,3389,4.13,282.4
