,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
36,36,Boston College,13,35,28,80.00,23,65.71,5,14.29
37,36,Stanford,13,45,36,80.00,26,57.78,10,22.22
38,36,Florida State,13,45,36,80.00,26,57.78,10,22.22
39,36,Marshall,12,55,44,80.00,36,65.45,8,14.55
40,41,Georgia Tech,13,46,37,80.43,28,60.87,9,19.57
41,42,Arkansas State,13,41,33,80.49,19,46.34,14,34.15
42,43,Mississippi State,13,57,46,80.70,34,59.65,12,21.05
43,44,Kentucky,13,47,38,80.85,27,57.45,11,23.40
44,45,Notre Dame,12,42,34,80.95,26,61.90,8,19.05
45,46,Duke,12,37,30,81.08,21,56.76,9,24.32
46,47,Syracuse,12,48,39,81.25,33,68.75,6,12.50
47,48,Air Force,13,43,35,81.40,27,62.79,8,18.60
48,49,USC,13,38,31,81.58,25,65.79,6,15.79
49,50,LSU,12,33,27,81.82,8,24.24,19,57.58
50,50,Oregon State,12,44,36,81.82,25,56.82,11,25.00
51,52,Tulsa,13,50,41,82.00,29,58.00,12,24.00
52,52,Missouri,12,50,41,82.00,31,62.00,10,20.00
53,54,Southern Mississippi,13,40,33,82.50,28,70.00,5,12.50
54,55,Virginia Tech,14,41,34,82.93,25,60.98,9,21.95
55,56,Western Michigan,14,36,30,83.33,21,58.33,9,25.00
56,56,South Alabama,13,48,40,83.33,27,56.25,13,27.08
57,56,Rice,12,48,40,83.33,29,60.42,11,22.92
58,56,Memphis,13,48,40,83.33,30,62.50,10,20.83
59,60,Alabama,15,25,21,84.00,12,48.00,9,36.00
60,60,West Virginia,13,50,42,84.00,25,50.00,17,34.00
61,60,Baylor,13,50,42,84.00,30,60.00,12,24.00
62,60,Kent State,12,50,42,84.00,31,62.00,11,22.00
63,60,Fresno State,12,50,42,84.00,34,68.00,8,16.00
64,65,Eastern Michigan,13,44,37,84.09,30,68.18,7,15.91
65,66,Washington State,13,38,32,84.21,28,73.68,4,10.53
66,67,North Carolina State,13,45,38,84.44,22,48.89,16,35.56
67,68,Wyoming,14,53,45,84.91,33,62.26,12,22.64
68,69,South Florida,13,60,51,85.00,37,61.67,14,23.33
69,70,Toledo,13,47,40,85.11,27,57.45,13,27.66
70,70,Texas,12,47,40,85.11,27,57.45,13,27.66
71,70,Western Kentucky,14,47,40,85.11,27,57.45,13,27.66
72,73,San Diego State,14,27,23,85.19,18,66.67,5,18.52
73,74,Nebraska,13,34,29,85.29,22,64.71,7,20.59
74,75,Ohio,14,48,41,85.42,27,56.25,14,29.17
75,75,Arkansas,13,48,41,85.42,35,72.92,6,12.50
76,77,Akron,12,62,53,85.48,36,58.06,17,27.42
77,77,Hawai'i,14,62,53,85.48,38,61.29,15,24.19
78,77,Texas Tech,12,62,53,85.48,40,64.52,13,20.97
79,80,Tulane,12,42,36,85.71,27,64.29,9,21.43
80,81,Louisiana-Lafayette,13,50,43,86.00,26,52.00,17,34.00
81,81,Tennessee,13,50,43,86.00,31,62.00,12,24.00
82,83,North Texas,13,51,44,86.27,33,64.71,11,21.57
83,83,UNLV,12,51,44,86.27,36,70.59,8,15.69
84,85,New Mexico State,12,59,51,86.44,37,62.71,14,23.73
85,86,Utah,13,37,32,86.49,23,62.16,9,24.32
86,87,Bowling Green,12,46,40,86.96,37,80.43,3,6.52
87,88,Nevada,12,47,41,87.23,30,63.83,11,23.40
88,89,UCLA,12,49,43,87.76,25,51.02,18,36.73
89,89,Buffalo,12,49,43,87.76,30,61.22,13,26.53
90,91,Army,13,33,29,87.88,20,60.61,9,27.27
91,92,Houston,13,34,30,88.24,19,55.88,11,32.35
92,92,Old Dominion,13,51,45,88.24,39,76.47,6,11.76
93,94,Charlotte,12,60,53,88.33,41,68.33,12,20.00
94,95,Louisville,13,35,31,88.57,22,62.86,9,25.71
95,96,New Mexico,13,45,40,88.89,32,71.11,8,17.78
96,97,Louisiana-Monroe,12,55,49,89.09,34,61.82,15,27.27
97,97,East Carolina,12,55,49,89.09,37,67.27,12,21.82
98,99,Oregon,12,65,58,89.23,52,80.00,6,9.23
99,100,Arizona,12,56,50,89.29,43,76.79,7,12.50
100,101,SMU,12,47,42,89.36,33,70.21,9,19.15
101,102,Boise State,13,38,34,89.47,21,55.26,13,34.21
102,102,Illinois,12,57,51,89.47,36,63.16,15,26.32
103,102,Massachusetts,12,57,51,89.47,36,63.16,15,26.32
104,102,Purdue,12,57,51,89.47,40,70.18,11,19.30
105,106,Penn State,14,48,43,89.58,29,60.42,14,29.17
106,106,Utah State,12,48,43,89.58,30,62.50,13,27.08
107,106,San Jose State,12,48,43,89.58,32,66.67,11,22.92
108,109,Minnesota,13,39,35,89.74,25,64.10,10,25.64
109,110,Iowa State,12,51,46,90.20,33,64.71,13,25.49
110,111,Michigan State,12,41,37,90.24,28,68.29,9,21.95
111,112,Louisiana Tech,14,62,56,90.32,45,72.58,11,17.74
112,113,Indiana,13,43,39,90.70,23,53.49,16,37.21
113,113,Florida International,12,43,39,90.70,30,69.77,9,20.93
114,113,Georgia,13,43,39,90.70,32,74.42,7,16.28
115,116,TCU,13,54,49,90.74,30,55.56,19,35.19
116,117,Navy,14,46,42,91.30,29,63.04,13,28.26
117,117,UTEP,12,46,42,91.30,33,71.74,9,19.57
118,119,Pittsburgh,13,58,53,91.38,40,68.97,13,22.41
119,120,Arizona State,12,48,44,91.67,29,60.42,15,31.25
120,121,Idaho,13,49,45,91.84,30,61.22,15,30.61
121,122,California,12,54,50,92.59,42,77.78,8,14.81
122,123,Virginia,12,41,38,92.68,27,65.85,11,26.83
123,124,Florida Atlantic,12,56,52,92.86,42,75.00,10,17.86
124,125,Colorado State,13,47,44,93.62,36,76.60,8,17.02
125,126,Ball State,12,32,30,93.75,22,68.75,8,25.00
126,126,Mississippi,12,48,45,93.75,35,72.92,10,20.83
127,128,Texas State,12,61,59,96.72,43,70.49,16,26.23
