,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
28,29,Fresno State,14,440,301,68.4,3740,8.5,26,6,156.58,31.4,267.1
29,30,New Mexico State,12,537,297,55.3,3182,5.9,16,16,108.96,44.8,265.2
30,31,Syracuse,13,461,271,58.8,3441,7.5,22,12,132.03,35.5,264.7
31,32,San Jose State,12,449,258,57.5,3146,7.0,21,13,125.96,37.4,262.2
32,33,Liberty,12,448,245,54.7,3138,7.0,21,18,120.95,37.3,261.5
33,34,Middle Tennessee,14,487,336,69.0,3650,7.5,29,11,147.08,34.8,260.7
34,35,Texas,14,476,310,65.1,3619,7.6,28,6,145.89,34.0,258.5
35,36,Indiana,12,481,316,65.7,3094,6.4,20,13,128.04,40.1,257.8
36,37,UCF,13,392,224,57.1,3347,8.5,29,7,149.70,30.2,257.5
37,37,Notre Dame,13,418,268,64.1,3347,8.0,23,13,143.32,32.2,257.5
38,39,Arizona,12,389,216,55.5,3063,7.9,29,10,141.13,32.4,255.3
39,40,Southern Mississippi,11,389,269,69.2,2805,7.2,19,13,139.16,35.4,255.0
40,41,Virginia Tech,13,429,250,58.3,3300,7.7,29,10,140.54,33.0,253.8
41,42,Temple,13,443,252,56.9,3297,7.4,20,19,125.72,34.1,253.6
42,43,Ball State,12,476,288,60.5,3035,6.4,17,12,120.80,39.7,252.9
43,44,Texas A&M,13,442,254,57.5,3284,7.4,25,9,134.47,34.0,252.6
44,45,Louisiana Tech,13,477,271,56.8,3246,6.8,16,11,120.43,36.7,249.7
45,46,Colorado,12,420,271,64.5,2995,7.1,19,12,133.64,35.0,249.6
46,47,Oregon State,12,430,259,60.2,2990,7.0,17,9,127.49,35.8,249.2
47,48,USC,12,402,244,60.7,2989,7.4,18,10,132.95,33.5,249.1
48,48,North Carolina,11,415,244,58.8,2740,6.6,14,14,118.64,37.7,249.1
49,50,Oregon,13,418,246,58.9,3222,7.7,29,8,142.67,32.2,247.8
50,51,Louisiana-Monroe,12,387,239,61.8,2970,7.7,17,12,134.52,32.3,247.5
51,52,Nebraska,12,404,257,63.6,2966,7.3,19,11,135.35,33.7,247.2
52,53,Duke,13,476,278,58.4,3199,6.7,31,10,132.15,36.6,246.1
53,54,Florida International,13,383,251,65.5,3194,8.3,27,8,154.68,29.5,245.7
54,55,South Florida,13,432,252,58.3,3173,7.3,17,12,127.46,33.2,244.1
55,56,Vanderbilt,13,416,258,62.0,3168,7.6,24,6,142.15,32.0,243.7
56,57,Memphis,14,413,256,62.0,3405,8.2,28,10,148.78,29.5,243.2
57,58,Iowa State,13,363,237,65.3,3132,8.6,20,9,150.99,27.9,240.9
58,59,Northwestern,14,528,319,60.4,3352,6.3,17,16,118.31,37.7,239.4
59,60,Bowling Green,12,405,250,61.7,2864,7.1,29,13,138.34,33.8,238.7
60,61,Washington,14,405,264,65.2,3337,8.2,19,12,143.96,28.9,238.4
61,62,UCLA,12,403,239,59.3,2853,7.1,13,10,124.46,33.6,237.8
62,63,Western Michigan,13,396,243,61.4,3086,7.8,20,9,138.94,30.5,237.4
63,64,Florida Atlantic,12,364,226,62.1,2844,7.8,14,15,132.17,30.3,237.0
64,65,Wake Forest,13,442,247,55.9,3069,6.9,25,13,126.98,34.0,236.1
65,66,Arizona State,13,397,247,62.2,3025,7.6,20,7,139.33,30.5,232.7
66,67,LSU,13,387,224,57.9,2970,7.7,17,5,134.26,29.8,228.5
67,68,Marshall,13,433,240,55.4,2965,6.8,20,13,122.19,33.3,228.1
68,69,Toledo,13,395,220,55.7,2963,7.5,32,11,139.87,30.4,227.9
69,70,Western Kentucky,12,431,254,58.9,2722,6.3,15,10,118.82,35.9,226.8
70,71,Eastern Michigan,13,387,246,63.6,2947,7.6,21,4,143.38,29.8,226.7
71,72,Iowa,13,408,242,59.3,2946,7.2,27,11,136.42,31.4,226.6
72,73,Georgia,14,356,241,67.7,3165,8.9,34,6,170.53,25.4,226.1
73,74,Buffalo,14,419,230,54.9,3155,7.5,28,13,133.98,29.9,225.4
74,75,Auburn,13,382,233,61.0,2892,7.6,21,5,140.12,29.4,222.5
75,76,Cincinnati,13,374,227,60.7,2847,7.6,22,7,140.31,28.8,219.0
76,77,Penn State,13,379,205,54.1,2835,7.5,21,8,130.99,29.2,218.1
77,78,Michigan State,13,497,255,51.3,2824,5.7,12,14,101.38,38.2,217.2
78,79,Utah,14,408,251,61.5,3021,7.4,19,12,133.20,29.1,215.8
79,80,Michigan,13,347,223,64.3,2804,8.1,24,9,149.78,26.7,215.7
80,81,Troy,13,372,248,66.7,2799,7.5,25,8,147.75,28.6,215.3
81,81,Boston College,12,337,195,57.9,2583,7.7,25,9,141.39,28.1,215.3
82,83,Florida,13,364,217,59.6,2776,7.6,28,6,145.76,28.0,213.5
83,84,Miami (Ohio),12,376,226,60.1,2547,6.8,17,5,129.27,31.3,212.3
84,85,Kent State,12,420,247,58.8,2543,6.1,14,10,115.91,35.0,211.9
85,86,BYU,13,373,236,63.3,2753,7.4,18,7,137.45,28.7,211.8
86,87,Virginia,13,358,228,63.7,2751,7.7,26,9,147.18,27.5,211.6
87,88,TCU,13,410,239,58.3,2749,6.7,18,15,121.78,31.5,211.5
88,89,Louisville,12,394,210,53.3,2533,6.4,10,15,108.07,32.8,211.1
89,90,Minnesota,13,345,190,55.1,2714,7.9,20,14,132.16,26.5,208.8
90,91,Ohio,13,310,184,59.4,2710,8.7,25,8,154.24,23.8,208.5
91,92,Georgia State,12,352,207,58.8,2481,7.0,15,6,128.66,29.3,206.8
92,93,Louisiana-Lafayette,14,348,220,63.2,2878,8.3,27,14,150.24,24.9,205.6
93,94,UAB,14,340,191,56.2,2862,8.4,18,16,134.95,24.3,204.4
94,95,South Alabama,12,319,200,62.7,2439,7.6,19,10,140.31,26.6,203.3
95,96,Akron,12,374,187,50.0,2390,6.4,16,14,110.31,31.2,199.2
96,97,Tennessee,12,297,176,59.3,2357,7.9,15,5,139.22,24.8,196.4
97,98,Kansas,12,392,229,58.4,2307,5.9,18,4,120.96,32.7,192.3
98,98,Arkansas,12,370,202,54.6,2307,6.2,17,18,112.40,30.8,192.3
99,100,Appalachian State,13,319,196,61.4,2478,7.8,27,12,147.10,24.5,190.6
100,101,San Diego State,13,312,166,53.2,2433,7.8,14,7,129.03,24.0,187.2
101,102,California,13,423,254,60.0,2421,5.7,16,20,111.14,32.5,186.2
102,103,UTEP,12,324,161,49.7,2208,6.8,10,19,105.39,27.0,184.0
103,104,Tulane,13,300,151,50.3,2378,7.9,15,7,128.75,23.1,182.9
104,105,Texas State,12,331,195,58.9,2186,6.6,15,12,122.09,27.6,182.2
105,106,Coastal Carolina,12,265,164,61.9,2168,8.2,19,7,148.99,22.1,180.7
106,107,Charlotte,12,304,182,59.9,2166,7.1,10,8,125.31,25.3,180.5
107,108,Connecticut,12,351,199,56.7,2147,6.1,20,17,117.19,29.3,178.9
108,109,Tulsa,12,317,171,53.9,2125,6.7,13,10,117.47,26.4,177.1
109,110,New Mexico,12,288,153,53.1,2122,7.4,21,17,127.27,24.0,176.8
110,111,Rice,13,368,197,53.5,2272,6.2,13,16,108.35,28.3,174.8
111,112,Mississippi State,13,323,165,51.1,2259,7.0,22,10,126.12,24.8,173.8
112,113,Miami (Florida),13,356,182,51.1,2175,6.1,19,14,112.18,27.4,167.3
113,114,UNLV,12,348,178,51.1,2002,5.8,24,12,115.34,29.0,166.8
114,115,Illinois,12,329,177,53.8,1988,6.0,10,14,106.08,27.4,165.7
115,116,Kansas State,12,290,166,57.2,1945,6.7,11,7,121.27,24.2,162.1
116,117,Kentucky,13,296,194,65.5,2099,7.1,14,10,133.95,22.8,161.5
117,118,UTSA,12,404,204,50.5,1918,4.7,9,10,92.78,33.7,159.8
118,119,Wisconsin,13,304,179,58.9,2050,6.7,19,14,126.94,23.4,157.7
119,120,Northern Illinois,14,401,236,58.9,2175,5.4,15,11,111.27,28.6,155.4
120,121,Pittsburgh,14,316,182,57.6,1985,6.3,12,6,119.10,22.6,141.8
121,122,Maryland,12,241,125,51.9,1695,7.0,12,5,123.23,20.1,141.3
122,123,Central Michigan,12,362,176,48.6,1614,4.5,10,18,85.25,30.2,134.5
123,124,Rutgers,12,351,171,48.7,1586,4.5,5,22,78.84,29.3,132.2
124,125,Air Force,12,168,93,55.4,1576,9.4,10,5,147.85,14.0,131.3
125,125,Wyoming,12,276,135,48.9,1576,5.7,8,4,103.54,23.0,131.3
126,127,Georgia Tech,13,126,56,44.4,1089,8.6,7,4,129.02,9.7,83.8
127,128,Army,13,98,52,53.1,1041,10.6,7,3,159.73,7.5,80.1
128,129,Georgia Southern,13,117,70,59.8,1027,8.8,10,0,161.78,9.0,79.0
129,130,Navy,13,128,54,42.2,947,7.4,5,5,109.41,9.8,72.8
