,Rank,Name,G,Int.,Yards,TD,Int./G
77,73,North Carolina State,13,10,113,1,0.77
78,73,San Diego State,13,10,67,0,0.77
79,80,New Mexico,12,9,213,1,0.75
80,80,Old Dominion,12,9,200,1,0.75
81,80,Charlotte,12,9,194,2,0.75
82,80,Tennessee,12,9,124,2,0.75
83,80,Kent State,12,9,82,0,0.75
84,80,Tulsa,12,9,73,0,0.75
85,80,UTSA,12,9,72,1,0.75
86,80,Rutgers,12,9,29,0,0.75
87,80,Kentucky,13,9,204,1,0.69
88,80,BYU,13,9,163,0,0.69
89,80,Navy,13,9,139,0,0.69
90,80,Western Michigan,13,9,55,0,0.69
91,80,Pittsburgh,14,9,148,0,0.64
92,80,Memphis,14,9,130,2,0.64
93,80,UAB,14,9,39,1,0.64
94,95,Colorado,12,8,98,1,0.67
95,95,Miami (Ohio),12,8,58,1,0.67
96,95,Iowa State,13,8,109,1,0.62
97,95,Rice,13,8,87,0,0.62
98,95,Georgia,14,8,169,1,0.57
99,95,Northern Illinois,14,8,84,1,0.57
100,95,Louisiana-Lafayette,14,8,71,0,0.57
101,102,North Carolina,11,7,38,0,0.64
102,102,Arizona,12,7,198,2,0.58
103,102,Air Force,12,7,131,2,0.58
104,102,New Mexico State,12,7,124,2,0.58
105,102,Mississippi,12,7,116,1,0.58
106,102,Colorado State,12,7,59,1,0.58
107,102,Boise State,13,7,145,1,0.54
108,102,Texas A&M,13,7,115,1,0.54
109,102,Baylor,13,7,37,0,0.54
110,102,Virginia Tech,13,7,27,0,0.54
111,112,Louisville,12,6,81,0,0.50
112,112,Texas State,12,6,74,1,0.50
113,112,Georgia State,12,6,46,1,0.50
114,112,Bowling Green,12,6,20,0,0.50
115,112,Wake Forest,13,6,133,2,0.46
116,112,South Carolina,13,6,54,1,0.46
117,112,Oklahoma,14,6,60,0,0.43
118,119,Louisiana-Monroe,12,5,160,1,0.42
119,119,East Carolina,12,5,38,0,0.42
120,119,Connecticut,12,5,11,0,0.42
121,119,Arkansas,12,5,5,0,0.42
122,119,UTEP,12,5,2,0,0.42
123,119,Oklahoma State,13,5,39,1,0.38
124,119,Army,13,5,11,0,0.38
125,119,Hawai'i,14,5,17,0,0.36
126,127,Coastal Carolina,12,4,57,1,0.33
127,127,USC,12,4,2,1,0.33
128,127,Duke,13,4,76,1,0.31
129,130,Oregon State,12,3,126,0,0.25
