,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
73,62,Kansas State,12,2,2,1,1,1,1,1,0
74,62,Nebraska,12,2,1,1,1,1,1,0,0
75,62,North Carolina State,13,2,1,1,0,0,0,0,0
76,62,Northern Illinois,14,2,0,0,0,0,0,0,0
77,62,Notre Dame,13,2,1,1,1,0,0,0,0
78,62,Old Dominion,12,2,1,1,1,1,1,0,0
79,62,Oregon State,12,2,1,1,0,0,0,0,0
80,62,Purdue,13,2,0,0,0,0,0,0,0
81,62,San Jose State,12,2,1,1,0,0,0,0,0
82,62,Tennessee,12,2,1,1,1,1,1,1,0
83,62,Texas Tech,12,2,2,1,0,0,0,0,0
84,62,Tulsa,12,2,2,1,1,0,0,0,0
85,62,UCF,13,2,2,2,0,0,0,0,0
86,62,UCLA,12,2,2,1,0,0,0,0,0
87,62,Virginia Tech,13,2,0,0,0,0,0,0,0
88,62,Wyoming,12,2,1,0,0,0,0,0,0
89,90,Air Force,12,1,1,1,0,0,0,0,0
90,90,Coastal Carolina,12,1,0,0,0,0,0,0,0
91,90,Florida Atlantic,12,1,1,1,1,0,0,0,0
92,90,Georgia Tech,13,1,0,0,0,0,0,0,0
93,90,Illinois,12,1,0,0,0,0,0,0,0
94,90,Indiana,12,1,1,1,1,1,1,1,0
95,90,Kansas,12,1,0,0,0,0,0,0,0
96,90,Kent State,12,1,0,0,0,0,0,0,0
97,90,Louisiana-Lafayette,14,1,0,0,0,0,0,0,0
98,90,Louisiana-Monroe,12,1,1,1,1,1,1,0,0
99,90,Maryland,12,1,0,0,0,0,0,0,0
100,90,Massachusetts,12,1,0,0,0,0,0,0,0
101,90,Michigan State,13,1,0,0,0,0,0,0,0
102,90,Navy,13,1,0,0,0,0,0,0,0
103,90,Pittsburgh,14,1,1,1,1,1,1,1,0
104,90,Rutgers,12,1,0,0,0,0,0,0,0
105,90,San Diego State,13,1,1,0,0,0,0,0,0
106,90,South Alabama,12,1,1,1,1,1,1,0,0
107,90,UNLV,12,1,0,0,0,0,0,0,0
108,90,UTEP,12,1,0,0,0,0,0,0,0
109,90,UTSA,12,1,0,0,0,0,0,0,0
110,90,Washington,14,1,0,0,0,0,0,0,0
111,90,Washington State,13,1,0,0,0,0,0,0,0
112,90,West Virginia,12,1,0,0,0,0,0,0,0
113,114,Bowling Green,12,0,0,0,0,0,0,0,0
114,114,Central Michigan,12,0,0,0,0,0,0,0,0
115,114,Charlotte,12,0,0,0,0,0,0,0,0
116,114,Colorado State,12,0,0,0,0,0,0,0,0
117,114,Connecticut,12,0,0,0,0,0,0,0,0
118,114,East Carolina,12,0,0,0,0,0,0,0,0
119,114,Miami (Ohio),12,0,0,0,0,0,0,0,0
120,114,Mississippi,12,0,0,0,0,0,0,0,0
121,114,Missouri,13,0,0,0,0,0,0,0,0
122,114,New Mexico State,12,0,0,0,0,0,0,0,0
123,114,Northwestern,14,0,0,0,0,0,0,0,0
124,114,Oklahoma State,13,0,0,0,0,0,0,0,0
125,114,Rice,13,0,0,0,0,0,0,0,0
126,114,South Florida,13,0,0,0,0,0,0,0,0
127,114,Tulane,13,0,0,0,0,0,0,0,0
128,114,Western Kentucky,12,0,0,0,0,0,0,0,0
129,114,Wisconsin,13,0,0,0,0,0,0,0,0
