,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
87,87,Florida State,12,102,135,25,262,21.8
88,87,West Virginia,12,112,131,19,262,21.8
89,90,Kansas,12,118,128,17,263,21.9
90,91,Colorado State,12,133,115,17,265,22.1
91,91,Toledo,13,116,140,31,287,22.1
92,93,Memphis,14,128,155,28,311,22.2
93,94,Kent State,12,117,122,28,267,22.3
94,94,Wake Forest,13,120,149,21,290,22.3
95,96,South Alabama,12,113,123,33,269,22.4
96,96,Louisiana-Monroe,12,116,130,23,269,22.4
97,98,Arizona State,13,129,137,26,292,22.5
98,98,Florida International,13,147,116,29,292,22.5
99,100,North Carolina,11,118,110,21,249,22.6
100,100,Louisiana-Lafayette,14,160,134,22,316,22.6
101,102,Nebraska,12,114,129,29,272,22.7
102,102,Indiana,12,115,129,28,272,22.7
103,104,Temple,13,142,116,39,297,22.8
104,105,Florida Atlantic,12,112,142,22,276,23.0
105,106,Texas Tech,12,107,142,28,277,23.1
106,107,Oklahoma State,13,108,156,37,301,23.2
107,107,South Florida,13,160,117,25,302,23.2
108,109,Bowling Green,12,175,78,26,279,23.3
109,109,SMU,12,132,129,19,280,23.3
110,109,Louisville,12,152,109,19,280,23.3
111,112,UCLA,12,121,135,25,281,23.4
112,112,Vanderbilt,13,150,137,17,304,23.4
113,114,Purdue,13,118,163,26,307,23.6
114,114,UCF,13,160,122,25,307,23.6
115,116,Arizona,12,102,146,36,284,23.7
116,116,New Mexico,12,134,129,21,284,23.7
117,118,Massachusetts,12,166,103,18,287,23.9
118,119,San Jose State,12,129,138,22,289,24.1
119,119,Liberty,12,140,135,14,289,24.1
120,121,Old Dominion,12,121,143,27,291,24.3
121,122,Oklahoma,14,134,181,27,342,24.4
122,123,Ball State,12,146,125,25,296,24.7
123,123,New Mexico State,12,166,113,17,296,24.7
124,125,Illinois,12,147,131,23,301,25.1
125,126,Mississippi,12,144,130,30,304,25.3
126,127,South Carolina,13,152,151,27,330,25.4
127,128,Oregon State,12,155,133,18,306,25.5
128,129,Houston,13,152,161,22,335,25.8
129,130,Connecticut,12,179,134,12,325,27.1
