,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
49,50,Arizona State,13,502,2392,4.76,26,38.62,184.00
50,51,Notre Dame,13,536,2374,4.43,27,41.23,182.62
51,52,Kansas State,12,507,2191,4.32,20,42.25,182.58
52,53,Utah,14,563,2520,4.48,23,40.21,180.00
53,54,Oregon,13,529,2332,4.41,28,40.69,179.38
54,55,Washington,14,564,2468,4.38,26,40.29,176.29
55,56,Florida International,13,476,2286,4.80,27,36.62,175.85
56,57,Virginia Tech,13,520,2266,4.36,19,40.00,174.31
57,58,Troy,13,485,2263,4.67,21,37.31,174.08
58,59,LSU,13,563,2257,4.01,29,43.31,173.62
59,60,Virginia,13,499,2252,4.51,19,38.38,173.23
60,61,Kent State,12,494,2060,4.17,20,41.17,171.67
61,62,Georgia State,12,463,2057,4.44,21,38.58,171.42
62,63,Ohio State,14,570,2398,4.21,23,40.71,171.29
63,64,Minnesota,13,524,2221,4.24,23,40.31,170.85
64,65,Baylor,13,502,2198,4.38,25,38.62,169.08
65,66,Vanderbilt,13,434,2178,5.02,22,33.38,167.54
66,66,Boise State,13,519,2178,4.20,24,39.92,167.54
67,68,Auburn,13,512,2177,4.25,25,39.38,167.46
68,69,Louisiana-Monroe,12,414,2008,4.85,22,34.50,167.33
69,70,Northern Illinois,14,597,2337,3.91,17,42.64,166.93
70,71,Marshall,13,475,2152,4.53,22,36.54,165.54
71,72,Mississippi,12,419,1969,4.70,24,34.92,164.08
72,73,Charlotte,12,526,1951,3.71,18,43.83,162.58
73,74,San Diego State,13,519,2102,4.05,16,39.92,161.69
74,75,Liberty,12,487,1937,3.98,30,40.58,161.42
75,76,West Virginia,12,425,1931,4.54,22,35.42,160.92
76,77,Miami (Ohio),12,442,1917,4.34,25,36.83,159.75
77,78,Duke,13,480,2075,4.32,19,36.92,159.62
78,79,Kansas,12,423,1903,4.50,14,35.25,158.58
79,80,Indiana,12,428,1888,4.41,17,35.67,157.33
80,81,California,13,487,2045,4.20,13,37.46,157.31
81,82,TCU,13,494,2030,4.11,14,38.00,156.15
82,83,Temple,13,494,2027,4.10,28,38.00,155.92
83,84,Ball State,12,448,1868,4.17,20,37.33,155.67
84,85,Oregon State,12,485,1867,3.85,23,40.42,155.58
85,86,UCLA,12,451,1858,4.12,20,37.58,154.83
86,87,Fresno State,14,501,2161,4.31,31,35.79,154.36
87,88,North Texas,13,462,1999,4.33,25,35.54,153.77
88,89,New Mexico,12,505,1838,3.64,17,42.08,153.17
89,90,BYU,13,483,1991,4.12,27,37.15,153.15
90,91,Texas,14,569,2143,3.77,24,40.64,153.07
91,92,South Carolina,13,444,1986,4.47,15,34.15,152.77
92,93,Nevada,13,436,1976,4.53,24,33.54,152.00
93,93,South Alabama,12,491,1824,3.71,17,40.92,152.00
94,95,Iowa,13,488,1929,3.95,19,37.54,148.38
95,96,Texas State,12,447,1777,3.98,15,37.25,148.08
96,97,Eastern Michigan,13,493,1890,3.83,23,37.92,145.38
97,98,Rice,13,490,1867,3.81,15,37.69,143.62
98,99,Arkansas,12,440,1721,3.91,11,36.67,143.42
99,100,Colorado,12,452,1716,3.80,21,37.67,143.00
100,101,North Carolina State,13,483,1858,3.85,27,37.15,142.92
101,102,Louisville,12,403,1698,4.21,18,33.58,141.50
102,103,Massachusetts,12,410,1674,4.08,22,34.17,139.50
103,104,Western Kentucky,12,439,1642,3.74,15,36.58,136.83
104,105,Purdue,13,400,1773,4.43,20,30.77,136.38
105,106,Rutgers,12,421,1609,3.82,12,35.08,134.08
106,107,USC,12,392,1602,4.09,17,32.67,133.50
107,108,Middle Tennessee,14,505,1857,3.68,15,36.07,132.64
108,109,Texas Tech,12,437,1591,3.64,26,36.42,132.58
109,110,Old Dominion,12,425,1569,3.69,24,35.42,130.75
110,111,Iowa State,13,466,1691,3.63,20,35.85,130.08
111,112,East Carolina,12,427,1556,3.64,13,35.58,129.67
112,113,Louisiana Tech,13,438,1685,3.85,22,33.69,129.62
113,114,Tennessee,12,419,1549,3.70,15,34.92,129.08
114,115,Michigan State,13,465,1623,3.49,14,35.77,124.85
115,116,UTEP,12,427,1484,3.48,17,35.58,123.67
116,117,Central Michigan,12,447,1442,3.23,8,37.25,120.17
117,118,Bowling Green,12,417,1399,3.35,9,34.75,116.58
118,119,SMU,12,401,1386,3.46,17,33.42,115.50
119,120,Northwestern,14,518,1609,3.11,25,37.00,114.93
120,121,Southern Mississippi,11,399,1239,3.11,11,36.27,112.64
121,122,Hawai'i,14,418,1534,3.67,11,29.86,109.57
122,123,Stanford,13,384,1403,3.65,16,29.54,107.92
123,124,Colorado State,12,392,1267,3.23,8,32.67,105.58
124,125,New Mexico State,12,354,1264,3.57,14,29.50,105.33
125,126,Akron,12,390,1143,2.93,5,32.50,95.25
126,127,Florida State,12,392,1093,2.79,11,32.67,91.08
127,128,UTSA,12,354,1047,2.96,7,29.50,87.25
128,129,Washington State,13,281,1010,3.59,24,21.62,77.69
129,130,San Jose State,12,356,738,2.07,8,29.67,61.50
