,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
83,84,Memphis,14,101,833,7.2,59.5
84,85,Marshall,13,85,787,6.5,60.5
85,86,Florida,13,95,789,7.3,60.7
86,87,Indiana,12,71,729,5.9,60.8
87,88,Oklahoma,14,86,855,6.1,61.1
88,88,LSU,13,83,794,6.4,61.1
89,88,Northern Illinois,14,91,856,6.5,61.1
90,88,Akron,12,80,733,6.7,61.1
91,92,Missouri,13,90,800,6.9,61.5
92,93,San Diego State,13,93,803,7.2,61.8
93,94,Tulane,13,88,805,6.8,61.9
94,95,Tulsa,12,85,746,7.1,62.2
95,96,Rutgers,12,75,748,6.3,62.3
96,97,Michigan,13,88,826,6.8,63.5
97,98,Texas,14,103,894,7.4,63.9
98,99,Florida Atlantic,12,79,770,6.6,64.2
99,100,Purdue,13,81,837,6.2,64.4
100,100,Illinois,12,77,773,6.4,64.4
101,102,Washington State,13,86,838,6.6,64.5
102,103,UCF,13,97,848,7.5,65.2
103,104,Bowling Green,12,93,788,7.8,65.7
104,105,Colorado State,12,95,794,7.9,66.2
105,106,Arkansas State,13,99,865,7.6,66.5
106,107,West Virginia,12,85,800,7.1,66.7
107,108,Ball State,12,82,801,6.8,66.8
108,108,Mississippi,12,88,802,7.3,66.8
109,110,Pittsburgh,14,101,942,7.2,67.3
110,111,South Florida,13,99,877,7.6,67.5
111,112,Baylor,13,100,895,7.7,68.8
112,113,Eastern Michigan,13,96,904,7.4,69.5
113,114,Temple,13,95,911,7.3,70.1
114,115,Oklahoma State,13,89,917,6.8,70.5
115,115,Utah State,13,101,916,7.8,70.5
116,117,Nebraska,12,92,850,7.7,70.8
117,118,Central Michigan,12,98,851,8.2,70.9
118,118,Florida State,12,110,851,9.2,70.9
119,120,Toledo,13,99,931,7.6,71.6
120,121,Louisville,12,101,861,8.4,71.8
121,122,UAB,14,95,1023,6.8,73.1
122,123,USC,12,96,883,8.0,73.6
123,124,Cincinnati,13,107,958,8.2,73.7
124,125,Texas Tech,12,96,890,8.0,74.2
125,126,Kent State,12,107,904,8.9,75.3
126,127,Ohio State,14,116,1055,8.3,75.4
127,128,Arizona,12,95,908,7.9,75.7
128,129,Maryland,12,100,956,8.3,79.7
129,130,South Alabama,12,107,1002,8.9,83.5
